129 3 2 0 1 0.72373
129 5 2 0 1 0.92982
129 7 1 1 1 0.96714
129 9 1 0 0 0.9683
129 11 1 1 1 0.8605
129 13 2 0 1 0.9161
129 15 1 0 1 0.75115
129 17 1 0 1 1.1557
129 21 1 0 1 0.79647
129 23 1 0 0 0.73361
129 25 1 1 1 0.90541
129 27 2 0 1 0.67592
129 29 2 0 0 0.89816
129 31 1 0 1 0.63704
129 33 1 1 0 0.82079
129 35 2 0 1 0.89888
129 37 2 1 1 0.8871
129 39 1 0 0 0.78576
129 41 1 0 1 0.51185
129 43 2 0 1 0.63488
129 45 2 1 1 0.57849
129 51 2 1 0 0.92246
129 53 1 0 1 0.71257
129 55 2 0 0 1.0272
129 57 2 0 1 0.97161
129 59 1 1 0 0.65845
129 63 1 0 1 0.6042
129 65 2 1 1 1.1594
129 67 1 0 1 0.76699
129 1 2 1 0 1.2366
129 3 2 0 1 0.89868
129 5 2 1 0 0.81031
129 7 2 0 1 1.1794
129 9 1 0 0 0.97549
129 11 1 1 1 0.93524
129 13 1 0 1 1.0069
129 15 2 0 1 0.69752
129 17 2 1 1 0.6829
129 19 1 0 1 0.74817
129 23 1 1 1 0.82167
129 25 2 0 0 0.68873
129 27 2 1 1 1.0259
129 29 1 0 0 0.95349
129 31 1 0 1 1.0188
129 33 2 0 1 0.96032
129 35 2 1 1 1.227
129 37 2 0 1 1.0651
129 39 2 0 1 0.66658
129 41 1 1 1 1.1648
129 43 2 1 1 1.0296
129 45 1 0 1 0.91227
129 47 1 0 1 0.97207
129 51 2 1 0 1.1191
129 53 1 1 1 0.88026
129 55 1 0 1 0.90386
129 57 1 1 0 1.2825
129 59 2 1 1 1.4151
129 61 2 1 0 0.62574
129 63 2 0 1 1.0044
129 65 2 0 1 0.87757
129 67 1 0 1 1.1092
129 1 2 1 0 1.0131
129 3 2 0 0 0.70792
129 5 1 0 1 0.84992
129 7 1 1 1 1.002
129 9 2 1 1 0.7791
129 11 2 1 1 0.95917
129 15 1 0 1 0.94593
129 17 1 0 0 0.56388
129 19 2 0 1 0.837
129 21 1 0 1 0.98847
129 23 1 1 1 1.2644
129 25 2 0 0 1.1482
129 29 2 1 0 0.86897
129 31 2 0 0 1.12
129 35 1 0 0 1.4909
129 37 2 0 1 0.64987
129 39 2 1 1 1.1246
129 41 1 1 1 0.61049
129 43 2 0 0 1.083
129 45 1 1 1 0.65865
129 47 1 0 1 0.79995
129 49 2 0 0 0.87881
129 51 2 1 1 1.0506
129 53 2 1 1 1.3527
129 55 2 0 1 1.0274
129 57 2 0 1 1.1663
129 59 2 0 1 1.1546
129 61 2 1 0 0.83954
129 65 2 0 0 1.1435
129 67 2 0 1 0.87914
129 3 2 1 1 0.75875
129 5 2 1 1 1.0383
129 7 1 0 0 1.1195
129 9 2 1 1 0.62771
129 11 2 0 1 0.82733
129 13 1 1 1 1.1389
129 15 2 1 0 1.1015
129 19 2 1 1 0.94426
129 21 1 0 1 0.83681
129 23 2 0 1 0.9084
129 25 2 1 0 1.0448
129 27 2 0 0 1.0939
129 29 1 0 1 0.52555
129 31 2 0 1 0.71906
129 33 1 0 1 1.2844
129 35 1 0 0 1.1671
129 37 1 0 0 1.181
129 39 2 1 1 1.0387
129 41 2 1 1 1.0409
129 43 1 0 0 0.93753
129 45 2 1 0 1.2044
129 47 2 0 1 1.0747
129 49 2 0 0 1.4002
129 51 1 1 1 1.075
129 53 1 0 0 0.7563
129 55 2 1 0 0.77992
129 57 1 0 1 0.67859
129 59 2 1 0 0.87514
129 61 1 0 1 0.75784
129 63 1 0 0 0.94448
129 65 1 1 1 0.96164
129 67 1 1 1 1.4012
