113	0	1	1	1	2	7.0233	8510	7480	13	9	1	0	1	0	700.75	0.64	0.71
113	0	1	1	1	4	18.013	1720	2030	47	49	1	0	2	0	542.68	0.35	0.35
113	0	1	1	1	6	28.015	5199	8380	17	18	0	0	1	1	452.76	0.59	0.59
113	0	1	1	1	8	43.011	8033	7480	21	9	1	1	1	1	536.55	0.58	0.71
113	0	1	1	1	10	50.022	1721	4610	40	50	0	0	2	1	397.86	0.41	0.34
113	0	1	1	1	12	58.021	2373	4619	42	48	1	0	2	0	399	0.4	0.35
113	0	1	1	1	14	71.014	1590	1721	52	40	1	1	2	1	357.9	0.32	0.41
113	0	1	1	1	16	79.012	2158	2303	37	25	0	1	3	0	335.02	0.44	0.54
113	0	1	1	1	18	88.013	4601	8340	22	12	0	1	1	0	878.62	0.56	0.64
113	0	1	1	1	20	97.013	8380	8280	18	16	1	1	1	1	382.23	0.59	0.59
113	0	1	1	1	22	107.01	1720	2347	47	46	1	1	2	1	324.32	0.35	0.36
113	0	1	1	1	24	113.02	8380	8350	18	8	1	0	1	0	403.17	0.59	0.71
113	0	1	1	1	26	129.02	5199	8033	17	21	0	0	1	1	429.44	0.59	0.58
113	0	1	1	1	28	139.02	2362	4606	53	43	1	0	2	0	403.55	0.25	0.4
113	0	1	1	1	30	149.01	8033	8350	21	8	1	0	1	0	342.98	0.58	0.71
113	0	1	1	1	32	158.01	8496	8001	7	19	1	0	1	0	670.59	0.78	0.58
113	0	1	1	1	34	169.02	7282	8380	11	18	0	0	1	1	555.16	0.66	0.59
113	0	1	1	1	36	176.01	1590	4606	52	43	1	0	2	0	405.79	0.32	0.4
113	0	1	1	1	38	182.02	2352.1	4610	54	50	0	1	2	0	388.64	0.24	0.34
113	0	1	1	1	40	190.02	7282	8496	11	7	0	0	1	1	365.78	0.66	0.78
113	0	1	1	1	42	205.02	8420	8350	10	8	1	1	1	1	545.6	0.67	0.71
113	0	1	1	1	44	212.01	2373	2347	42	46	1	0	2	0	388.26	0.4	0.36
113	0	1	1	1	46	220.01	8420	7480	10	9	1	0	1	0	821.39	0.67	0.71
113	0	1	1	1	48	234.02	5199	8496	17	7	0	1	1	0	645.37	0.59	0.78
113	0	1	1	1	50	247.01	2373	4606	42	43	1	0	2	0	700.25	0.4	0.4
113	0	1	1	1	52	257.02	8371	4606	44	43	1	0	2	0	602.33	0.4	0.4
113	0	1	1	1	54	265.01	1721	5829	40	39	0	0	2	1	451.46	0.41	0.41
113	0	1	1	1	56	277.02	8001	8510	19	13	0	1	1	0	766.49	0.58	0.64
113	0	1	1	1	58	284.02	1590	2352.1	52	54	1	0	2	0	721.17	0.32	0.24
113	0	1	1	1	60	300.01	8371	1721	44	40	1	0	2	0	659.44	0.4	0.41
113	0	1	1	1	62	307.01	1590	8031	52	51	1	1	2	1	598.11	0.32	0.34
113	0	1	1	1	64	321.02	8031	4610	51	50	0	0	2	1	542.11	0.34	0.34
113	0	1	1	1	66	327.01	1720	8031	47	51	1	0	2	0	690.28	0.35	0.34
113	0	1	1	1	68	338.02	2373	2030	42	49	1	0	2	0	454.83	0.4	0.35
113	0	1	1	2	2	5.0071	4619	1720	48	47	0	1	2	0	840.54	0.35	0.35
113	0	1	1	2	4	16.01	1660	2158	24	37	1	1	3	1	493.09	0.55	0.44
113	0	1	1	2	6	25.011	8350	8340	8	12	0	0	1	1	740.71	0.71	0.64
113	0	1	1	2	8	32.008	8280	8496	16	7	0	0	1	1	767.36	0.59	0.78
113	0	1	1	2	10	40.007	8001	8380	19	18	0	0	1	1	456.52	0.58	0.59
113	0	1	1	2	12	49.007	2030	1590	49	52	0	0	2	1	496.13	0.35	0.32
113	0	1	1	2	14	56.018	1590	4619	52	48	1	0	2	0	493.45	0.32	0.35
113	0	1	1	2	16	66.006	4641	2030	45	49	1	0	2	0	336.88	0.38	0.35
113	0	1	1	2	18	76.008	2352.1	4641	54	45	0	0	2	1	382.98	0.24	0.38
113	0	1	1	2	20	86.01	8510	4601	13	22	1	0	1	0	469.07	0.64	0.56
113	0	1	1	2	22	96.012	5829	4640	39	41	1	0	2	0	475.15	0.41	0.41
113	0	1	1	2	24	108.02	7250	8280	20	16	1	0	1	0	286.19	0.58	0.59
113	0	1	1	2	26	118.02	8210	7282	15	11	1	0	1	0	396.26	0.59	0.66
113	0	1	1	2	28	124.01	8210	8350	15	8	1	1	1	1	368.45	0.59	0.71
113	0	1	1	2	30	134.02	1720	4606	47	43	1	0	2	0	342.55	0.35	0.4
113	0	1	1	2	32	148.01	8033	7282	21	11	1	0	1	0	355.87	0.58	0.66
113	0	1	1	2	34	160.02	8210	5199	15	17	1	0	1	0	382.92	0.59	0.59
113	0	1	1	2	36	170.02	7260	1660	36	24	0	0	3	1	357	0.45	0.55
113	0	1	1	2	38	181.01	7499	8496	14	7	0	0	1	1	310.9	0.61	0.78
