subjid	 runtrial	 onsettime	 ImageLeft	 ImageRight	 StimNumLeft	 StimNumRight	 Response	 Outcome	 RT
102	 1	 5.172961e-01	 6242.jpg	 9480.jpg	 22	 50	 i	 0	 1.567300e+03
102	 2	 4.015939e+00	 9321.jpg	 9600.jpg	 41	 54	 i	 0	 1.012641e+03
102	 3	 7.514583e+00	 9622.jpg	 9495.jpg	 55	 52	 i	 0	 9.539633e+02
102	 4	 1.101323e+01	 2799.jpg	 9301.jpg	 14	 40	 i	 0	 1.455308e+03
102	 5	 1.451187e+01	 2456.jpg	 2750.jpg	 10	 13	 u	 0	 1.172623e+03
102	 6	 1.801051e+01	 6213.jpg	 6250.1.jpg	 21	 23	 u	 0	 1.049957e+03
102	 7	 2.150916e+01	 2039.jpg	 9341.jpg	 7	 46	 u	 0	 3.193117e+02
102	 8	 2.500780e+01	 9905.jpg	 6210.jpg	 57	 19	 u	 0	 3.086397e+02
102	 9	 2.851980e+01	 6370.jpg	 3103.jpg	 24	 15	 u	 0	 3.806089e+02
102	 10	 3.201844e+01	 9390.jpg	 3180.jpg	 48	 17	 u	 0	 3.219461e+02
102	 11	 3.551708e+01	 6570.1.JPG	 9425.jpg	 27	 49	 u	 0	 2.952763e+02
102	 12	 3.901573e+01	 9325.jpg	 disg2.JPG	 43	 58	 u	 0	 6.846051e+02
102	 13	 4.251437e+01	 3500.jpg	 9042.jpg	 18	 33	 u	 0	 3.539568e+02
102	 14	 4.601301e+01	 9340.jpg	 9090.jpg	 45	 35	 u	 0	 4.552869e+02
102	 15	 4.951166e+01	 1019.jpg	 1205.jpg	 1	 3	 i	 0	 3.966074e+02
102	 16	 5.301030e+01	 2205.jpg	 9291.jpg	 8	 38	 u	 0	 3.059431e+02
102	 17	 5.650894e+01	 6838.jpg	 1274.jpg	 28	 5	 u	 0	 3.912753e+02
102	 18	 6.000759e+01	 9903.jpg	 9300.jpg	 56	 39	 u	 0	 4.126158e+02
102	 19	 6.351958e+01	 6560.JPG	 9490.jpg	 26	 51	 u	 0	 3.566044e+02
102	 20	 6.701823e+01	 6555.jpg	 1271.jpg	 25	 4	 u	 0	 4.259182e+02
102	 21	 7.051687e+01	 3160.jpg	 9373.jpg	 16	 47	 i	 0	 3.352604e+02
102	 22	 7.401551e+01	 7359.jpg	 9322.jpg	 30	 42	 u	 0	 2.606065e+02
102	 23	 7.751416e+01	 2455.jpg	 disg3.JPG	 9	 59	 u	 0	 3.139393e+02
102	 24	 8.101280e+01	 9561.jpg	 9120.jpg	 53	 36	 i	 0	 2.552738e+02
102	 25	 8.451144e+01	 9254.jpg	 1111.jpg	 37	 2	 u	 0	 4.525914e+02
102	 26	 8.801009e+01	 8480.jpg	 9050.jpg	 31	 34	 u	 0	 2.499421e+02
102	 27	 9.150873e+01	 2683.jpg	 6211.jpg	 12	 20	 u	 0	 2.392465e+02
102	 28	 9.500737e+01	 9008.jpg	 2457.jpg	 32	 11	 u	 0	 4.526025e+02
102	 29	 9.851937e+01	 disg5.JPG	 1301.jpg	 60	 6	 u	 0	 4.285850e+02
102	 30	 1.020180e+02	 9330.jpg	 7078.jpg	 44	 29	 i	 0	 2.899020e+02
102	 31	 1.055167e+02	 9300.jpg	 1205.jpg	 39	 3	 u	 0	 5.032534e+02
102	 32	 1.090153e+02	 disg5.JPG	 2457.jpg	 60	 11	 u	 0	 5.085670e+02
102	 33	 1.125139e+02	 7359.jpg	 9373.jpg	 30	 47	 u	 0	 3.379194e+02
102	 34	 1.160126e+02	 2683.jpg	 9390.jpg	 12	 48	 u	 0	 3.752401e+02
102	 35	 1.195112e+02	 1111.jpg	 9480.jpg	 2	 50	 u	 0	 5.085732e+02
102	 36	 1.230099e+02	 9340.jpg	 9330.jpg	 45	 44	 u	 0	 2.899067e+02
102	 37	 1.265085e+02	 9905.jpg	 6250.1.jpg	 57	 23	 i	 0	 3.272477e+02
102	 38	 1.300072e+02	 9254.jpg	 6213.jpg	 37	 21	 u	 0	 3.005726e+02
102	 39	 1.335192e+02	 1019.jpg	 2799.jpg	 1	 14	 u	 0	 4.205443e+02
102	 40	 1.370178e+02	 3160.jpg	 9561.jpg	 16	 53	 i	 0	 3.138994e+02
102	 41	 1.405164e+02	 9495.jpg	 9903.jpg	 52	 56	 i	 0	 6.392197e+02
102	 42	 1.440151e+02	 9490.jpg	 disg3.JPG	 51	 59	 i	 0	 5.805467e+02
102	 43	 1.475137e+02	 9322.jpg	 9291.jpg	 42	 38	 i	 0	 2.818778e+02
102	 44	 1.510124e+02	 1301.jpg	 disg2.JPG	 6	 58	 i	 0	 3.352318e+02
102	 45	 1.545110e+02	 9425.jpg	 9120.jpg	 49	 36	 i	 0	 2.925514e+02
102	 46	 1.580097e+02	 2039.jpg	 6570.1.JPG	 7	 27	 i	 0	 3.138985e+02
102	 47	 1.615083e+02	 3500.jpg	 8480.jpg	 18	 31	 i	 0	 4.792256e+02
102	 48	 1.650069e+02	 9321.jpg	 6211.jpg	 41	 20	 i	 0	 5.005407e+02
102	 49	 1.685189e+02	 6838.jpg	 3103.jpg	 28	 15	 i	 0	 4.605221e+02
102	 50	 1.720176e+02	 1271.jpg	 9341.jpg	 4	 46	 i	 0	 2.738780e+02
