subjid	 runtrial	 onsettime	 ImageLeft	 ImageRight	 StimNumLeft	 StimNumRight	 Response	 Outcome	 RT
n_125	 1	 5.171084e-01	 2750.jpg	 1274.jpg	 16	 8	 u	 0	 8.283587e+02
n_125	 2	 4.015741e+00	 2799.jpg	 9291.jpg	 17	 41	 u	 0	 1.985688e+03
n_125	 3	 7.514372e+00	 9008.jpg	 9042.jpg	 35	 36	 i	 0	 2.183023e+03
n_125	 4	 1.101300e+01	 9341.jpg	 9425.jpg	 49	 52	 u	 0	 1.532357e+03
n_125	 5	 1.451164e+01	 9340.jpg	 7078.jpg	 48	 32	 u	 0	 1.553695e+03
n_125	 6	 1.801027e+01	 7359.jpg	 9325.jpg	 33	 46	 x	 999	 999000
n_125	 7	 2.152225e+01	 1271.jpg	 9490.jpg	 7	 54	 i	 0	 1.135011e+03
n_125	 8	 2.502088e+01	 9905.jpg	 1205.jpg	 60	 6	 u	 0	 7.883320e+02
n_125	 9	 2.851952e+01	 1019.jpg	 2683.jpg	 4	 15	 u	 0	 7.936753e+02
n_125	 10	 3.201815e+01	 9120.jpg	 9600.jpg	 39	 57	 i	 0	 8.949916e+02
n_125	 11	 3.551678e+01	 6560.JPG	 3103.jpg	 29	 18	 u	 0	 9.163284e+02
n_125	 12	 3.901541e+01	 9495.jpg	 9254.jpg	 55	 40	 u	 0	 8.096810e+02
n_125	 13	 4.251404e+01	 9373.jpg	 8480.jpg	 50	 34	 i	 0	 8.150136e+02
n_125	 14	 4.601267e+01	 9390.jpg	 1301.jpg	 51	 9	 i	 0	 1.300344e+03
n_125	 15	 4.951130e+01	 6250.1.jpg	 3160.jpg	 26	 19	 u	 0	 1.161673e+03
n_125	 16	 5.302329e+01	 9903.jpg	 2457.jpg	 59	 14	 i	 0	 9.296609e+02
n_125	 17	 5.652192e+01	 10003.JPG	 9622.jpg	 2	 58	 i	 0	 1.238980e+03
n_125	 18	 6.002055e+01	 9330.jpg	 10002.JPG	 47	 1	 u	 0	 1.084308e+03
n_125	 19	 6.351919e+01	 2456.jpg	 9090.jpg	 13	 38	 u	 0	 1.009666e+03
n_125	 20	 6.701782e+01	 9050.jpg	 1111.jpg	 37	 5	 u	 0	 9.509841e+02
n_125	 21	 7.051645e+01	 6210.jpg	 9301.jpg	 22	 43	 u	 0	 7.483204e+02
n_125	 22	 7.401508e+01	 10005.JPG	 6213.jpg	 3	 24	 i	 0	 9.936536e+02
n_125	 23	 7.751371e+01	 9300.jpg	 2039.jpg	 42	 10	 i	 0	 8.229973e+02
n_125	 24	 8.101234e+01	 6370.jpg	 9480.jpg	 27	 53	 i	 0	 1.164309e+03
n_125	 25	 8.451097e+01	 6242.jpg	 2205.jpg	 25	 11	 i	 0	 1.393654e+03
n_125	 26	 8.802296e+01	 6838.jpg	 9321.jpg	 31	 44	 u	 0	 1.609621e+03
n_125	 27	 9.152159e+01	 6211.jpg	 6555.jpg	 23	 28	 i	 0	 1.358960e+03
n_125	 28	 9.502022e+01	 9561.jpg	 3180.jpg	 56	 20	 u	 0	 1.076288e+03
n_125	 29	 9.851886e+01	 6570.1.JPG	 3500.jpg	 30	 21	 u	 0	 1.337635e+03
n_125	 30	 1.020175e+02	 9322.jpg	 2455.jpg	 45	 12	 i	 0	 8.789543e+02
n_125	 31	 1.055161e+02	 2799.jpg	 9495.jpg	 17	 55	 i	 0	 1.140304e+03
n_125	 32	 1.090148e+02	 9291.jpg	 3160.jpg	 41	 19	 u	 0	 8.416394e+02
