205 1 1 1 0 1.2145
205 5 1 0 1 0.72658
205 7 1 0 1 0.88663
205 9 2 1 0 1.4786
205 11 2 1 0 1.0946
205 13 2 0 0 1.1185
205 15 1 0 0 1.2307
205 17 1 1 0 1.0306
205 19 1 0 0 1.3508
205 25 1 1 0 1.3826
205 27 2 1 1 1.3107
205 29 2 1 0 1.1667
205 31 2 0 1 1.3107
205 33 2 0 1 0.8867
205 1 2 0 0 1.182
205 3 1 1 1 1.31
205 5 2 0 0 1.0141
205 7 2 0 1 1.1421
205 11 1 1 1 0.79807
205 13 2 0 0 1.462
205 15 1 1 1 1.0701
205 17 2 0 0 1.1901
205 21 2 1 1 1.2781
205 23 1 1 0 1.4621
205 25 2 1 0 1.3181
205 27 2 1 1 1.3181
205 29 1 0 1 1.006
205 31 1 1 0 0.85408
205 33 1 0 1 0.99812
205 35 1 0 1 0.84607
205 37 2 0 1 1.4061
205 1 1 1 0 1.3674
205 3 1 1 0 1.2075
205 7 2 1 1 1.2635
205 9 2 1 1 1.3435
205 11 1 1 1 1.2395
205 13 1 0 0 1.0875
205 15 1 0 1 0.77548
205 17 1 0 0 1.2475
205 19 1 0 1 1.1835
205 23 2 1 1 1.4714
205 25 2 0 0 1.0875
205 31 2 1 1 1.2149
205 33 2 0 0 1.2629
205 35 2 1 0 0.91888
205 37 1 1 1 0.95082
205 1 2 0 0 1.2335
205 5 1 0 0 1.1296
205 7 2 0 0 1.0336
205 9 2 0 0 0.9216
205 11 2 1 1 0.95364
205 13 1 0 0 1.2176
205 15 1 0 1 1.2176
205 17 2 1 0 1.4177
205 19 2 1 1 1.1777
205 21 2 0 0 0.89762
205 23 1 1 0 1.0576
205 25 1 0 1 1.1616
205 27 2 1 0 1.2656
205 29 2 0 0 1.3937
205 31 2 0 1 1.0097
205 33 1 1 0 0.77766
205 35 1 1 1 0.95367
205 37 1 1 0 1.0657
