subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsOld	onsettime_isOld	resp_isOld	RT_isOld	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BSOV_122	2	45	KifkefMaklotChocolate.bmp	0	1	0	1	2.985803e-02	1	2.752705e+00	0	2	3.316917e+00	2	1.585641e+00	
BSOV_122	2	40	Crunch4.bmp	0	2	0	5	6.470482e+00	5	1.808082e+00	0	5	8.823030e+00	5	3.675295e-01	
BSOV_122	2	46	KinderFingers.bmp	0	3	0	5	1.074189e+01	5	8.646691e-01	0	5	1.214348e+01	5	3.510910e-01	
BSOV_122	2	54	TapuchipsCrunch2.bmp	0	4	0	5	1.404564e+01	5	8.729229e-01	0	5	1.546388e+01	5	2.626840e-01	
BSOV_122	2	11	CrunchBisquitBrown3.bmp	9	5	1	1	1.728256e+01	1	1.420003e+00	1	2	1.923472e+01	2	9.238427e-01	
BSOV_122	2	17	KashitSour.bmp	50	6	1	1	2.172086e+01	1	1.117702e+00	0	2	2.337271e+01	2	1.737853e+00	
BSOV_122	2	5	Bounty.bmp	47	7	1	1	2.667643e+01	1	1.682134e+00	0	1	2.889561e+01	1	4.149373e-01	
BSOV_122	2	47	Lotus.bmp	0	8	0	5	3.086453e+01	5	1.054035e+00	0	5	3.246625e+01	5	2.843149e-01	
BSOV_122	2	22	Mentos.bmp	49	9	1	1	3.430170e+01	1	8.328598e-01	1	1	3.566985e+01	1	2.807132e-01	
BSOV_122	2	20	KinderJoy.bmp	46	10	1	1	3.750528e+01	1	1.525284e+00	1	2	3.957428e+01	2	8.242831e-01	
BSOV_122	2	50	MnM2.bmp	0	11	0	5	4.196028e+01	5	9.502800e-01	0	5	4.344528e+01	5	1.292867e-01	
BSOV_122	2	43	Hispusim.bmp	0	12	0	5	4.513049e+01	5	7.240739e-01	0	5	4.639869e+01	5	1.598755e-01	
BSOV_122	2	21	Kitkat.bmp	7	13	1	1	4.811714e+01	1	1.377418e+00	0	4	5.003601e+01	4	1.626552e+00	
BSOV_122	2	12	CrunchBisquitWhite2.bmp	6	14	1	1	5.322293e+01	1	1.503635e+00	0	4	5.527520e+01	4	1.387362e+00	
BSOV_122	2	30	Argaliyot.bmp	0	15	0	5	5.822870e+01	5	1.025864e+00	0	5	5.979695e+01	5	1.216134e-01	
BSOV_122	2	34	ChocolateChipsCookies.bmp	0	16	0	5	6.148223e+01	5	1.292309e+00	0	5	6.331752e+01	5	2.730502e-01	
BSOV_122	2	32	BisliFalafel.bmp	0	17	0	5	6.515303e+01	5	1.005524e+00	0	5	6.670464e+01	5	2.992828e-02	
BSOV_122	2	53	Pringles.bmp	0	18	0	5	6.828982e+01	5	8.207487e-01	0	5	6.965797e+01	5	2.285984e-01	
BSOV_122	2	35	ChocolateParaNuts2.bmp	0	19	0	5	7.144337e+01	5	9.711918e-01	0	5	7.296169e+01	5	1.008739e-01	
BSOV_122	2	42	DoritusMexicanNacho.bmp	0	20	0	5	7.461358e+01	5	7.849824e-01	0	5	7.593168e+01	5	8.289042e-02	
BSOV_122	2	25	Smarties.bmp	56	21	1	1	7.756688e+01	1	1.655678e+00	0	4	7.976940e+01	4	2.125166e+00	
BSOV_122	2	4	BisliOnion.bmp	12	22	1	1	8.345681e+01	1	1.077749e+00	0	2	8.507526e+01	2	4.593218e-01	
BSOV_122	2	13	CrunchShokoVanil.bmp	43	23	1	1	8.709426e+01	1	1.304300e+00	1	4	8.894638e+01	4	5.481965e-01	
BSOV_122	2	1	BabyDoll.bmp	51	24	1	1	9.104870e+01	1	2.261858e+00	1	2	9.385181e+01	2	6.747466e-01	
BSOV_122	2	3	BambaSweet.bmp	54	25	1	1	9.608770e+01	1	1.118872e+00	1	1	9.773956e+01	1	1.098999e+00	
BSOV_122	2	41	DoritosMenupahBbq.bmp	0	26	0	5	1.003925e+02	5	7.660914e-01	0	5	1.016940e+02	5	3.845654e-01	
BSOV_122	2	6	ChocolateParaMilk3.bmp	5	27	1	1	1.036296e+02	1	1.216979e+00	0	4	1.053815e+02	4	1.137100e+00	
BSOV_122	2	49	MilkeyWay.bmp	0	28	0	5	1.080844e+02	5	7.781361e-01	0	5	1.094026e+02	5	1.319776e-01	
BSOV_122	2	31	BisliBbq.bmp	0	29	0	5	1.110879e+02	5	1.342687e+00	0	5	1.129734e+02	5	2.251851e-01	
BSOV_122	2	28	WerthersOriginal.bmp	53	30	1	1	1.147587e+02	1	1.191892e+00	0	2	1.164939e+02	2	1.144655e+00	
BSOV_122	2	52	PitaCrunch.bmp	0	31	0	5	1.191970e+02	5	3.273651e+00	0	5	1.230179e+02	5	1.567048e-01	
BSOV_122	2	38	CookiesSmile.bmp	0	32	0	5	1.247365e+02	5	8.461035e-01	0	5	1.261214e+02	5	1.412003e-01	
BSOV_122	2	14	DoritosNatural.bmp	17	33	1	1	1.278233e+02	1	2.599280e+00	1	3	1.309602e+02	3	1.846380e+00	
