subjectID order itemIndABC runtrial isOld? subjectAnswer onsettime Name resp_choice RT bidInd isBeep? 
BMI_bf_108	 2	 34	 1	 1	 1	 2.128108e-02	 118.tif	 i	 1.482404e+00	 20	 0	 
BMI_bf_108	 2	 22	 2	 1	 1	 2.571240e+00	 102.tif	 i	 1.116349e+00	 13	 0	 
BMI_bf_108	 2	 27	 3	 1	 1	 4.738072e+00	 110.tif	 i	 7.894329e-01	 46	 1	 
BMI_bf_108	 2	 56	 4	 0	 0	 6.571376e+00	 416.tif	 u	 7.960388e-01	 0	 0	 
BMI_bf_108	 2	 33	 5	 1	 1	 8.421366e+00	 117.tif	 i	 8.659368e-01	 49	 1	 
BMI_bf_108	 2	 43	 6	 0	 0	 1.033800e+01	 403.tif	 u	 8.212320e-01	 0	 0	 
BMI_bf_108	 2	 2	 7	 1	 1	 1.220466e+01	 003.tif	 i	 7.384851e-01	 21	 0	 
BMI_bf_108	 2	 39	 8	 1	 1	 1.398797e+01	 128.tif	 i	 6.911011e-01	 38	 1	 
BMI_bf_108	 2	 13	 9	 1	 1	 1.572126e+01	 019.tif	 i	 7.337157e-01	 50	 0	 
BMI_bf_108	 2	 3	 10	 1	 1	 1.750457e+01	 004.tif	 i	 5.503275e-01	 17	 1	 
BMI_bf_108	 2	 31	 11	 1	 1	 1.910458e+01	 115.tif	 i	 7.742419e-01	 26	 1	 
BMI_bf_108	 2	 41	 12	 0	 0	 2.092119e+01	 401.tif	 u	 7.175355e-01	 0	 0	 
BMI_bf_108	 2	 32	 13	 1	 1	 2.268785e+01	 116.tif	 i	 6.228108e-01	 45	 0	 
BMI_bf_108	 2	 42	 14	 0	 0	 2.435443e+01	 402.tif	 u	 8.520790e-01	 0	 0	 
BMI_bf_108	 2	 44	 15	 0	 0	 2.625447e+01	 404.tif	 u	 7.760014e-01	 0	 0	 
BMI_bf_108	 2	 45	 16	 0	 0	 2.807111e+01	 405.tif	 u	 5.832404e-01	 0	 0	 
BMI_bf_108	 2	 54	 17	 0	 0	 2.970442e+01	 414.tif	 u	 9.178825e-01	 0	 0	 
BMI_bf_108	 2	 15	 18	 1	 1	 3.167108e+01	 021.tif	 i	 6.551418e-01	 54	 1	 
BMI_bf_108	 2	 46	 19	 0	 0	 3.337105e+01	 406.tif	 u	 6.270927e-01	 0	 0	 
BMI_bf_108	 2	 55	 20	 0	 0	 3.503769e+01	 415.tif	 u	 6.883188e-01	 0	 0	 
BMI_bf_108	 2	 49	 21	 0	 1	 3.677101e+01	 409.tif	 i	 9.389613e-01	 0	 0	 
BMI_bf_108	 2	 50	 22	 0	 0	 3.875424e+01	 410.tif	 u	 7.636397e-01	 0	 0	 
BMI_bf_108	 2	 16	 23	 1	 1	 4.057096e+01	 022.tif	 i	 6.828392e-01	 51	 1	 
BMI_bf_108	 2	 21	 24	 1	 1	 4.230429e+01	 030.tif	 i	 5.174529e-01	 36	 0	 
BMI_bf_108	 2	 5	 25	 1	 1	 4.387092e+01	 007.tif	 i	 7.507107e-01	 19	 1	 
BMI_bf_108	 2	 60	 26	 0	 0	 4.567090e+01	 420.tif	 u	 6.226644e-01	 0	 0	 
BMI_bf_108	 2	 28	 27	 1	 1	 4.733755e+01	 111.tif	 i	 6.439220e-01	 41	 1	 
BMI_bf_108	 2	 48	 28	 0	 0	 4.902085e+01	 408.tif	 u	 5.285598e-01	 0	 0	 
BMI_bf_108	 2	 47	 29	 0	 0	 5.060423e+01	 407.tif	 u	 7.850898e-01	 0	 0	 
BMI_bf_108	 2	 20	 30	 1	 1	 5.243750e+01	 028.tif	 i	 7.117202e-01	 24	 0	 
BMI_bf_108	 2	 1	 31	 1	 1	 5.420411e+01	 001.tif	 i	 7.290409e-01	 52	 0	 
BMI_bf_108	 2	 35	 32	 1	 1	 5.598743e+01	 119.tif	 i	 7.455812e-01	 22	 1	 
BMI_bf_108	 2	 24	 33	 1	 1	 5.778742e+01	 104.tif	 i	 6.255674e-01	 23	 1	 
BMI_bf_108	 2	 8	 34	 1	 1	 5.945406e+01	 012.tif	 i	 7.508704e-01	 15	 0	 
BMI_bf_108	 2	 11	 35	 1	 1	 6.125404e+01	 016.tif	 i	 7.267799e-01	 48	 1	 
BMI_bf_108	 2	 25	 36	 1	 1	 6.302061e+01	 106.tif	 i	 5.361265e-01	 8	 1	 
BMI_bf_108	 2	 18	 37	 1	 1	 6.460516e+01	 025.tif	 i	 9.194908e-01	 39	 0	 
BMI_bf_108	 2	 38	 38	 1	 1	 6.657063e+01	 126.tif	 i	 6.258871e-01	 14	 1	 
BMI_bf_108	 2	 53	 39	 0	 0	 6.823729e+01	 413.tif	 u	 6.631737e-01	 0	 0	 
BMI_bf_108	 2	 59	 40	 0	 0	 6.995385e+01	 419.tif	 u	 7.225470e-01	 0	 0	 
BMI_bf_108	 2	 6	 41	 1	 1	 7.172058e+01	 010.tif	 i	 6.917392e-01	 47	 0	 
BMI_bf_108	 2	 26	 42	 1	 1	 7.345375e+01	 108.tif	 i	 6.464814e-01	 37	 0	 
BMI_bf_108	 2	 40	 43	 1	 1	 7.515387e+01	 129.tif	 i	 6.342727e-01	 10	 0	 
BMI_bf_108	 2	 12	 44	 1	 1	 7.683717e+01	 017.tif	 i	 6.069068e-01	 11	 1	 
BMI_bf_108	 2	 36	 45	 1	 1	 7.848715e+01	 123.tif	 i	 5.168603e-01	 35	 1	 
BMI_bf_108	 2	 23	 46	 1	 1	 8.005380e+01	 103.tif	 i	 6.061186e-01	 42	 0	 
BMI_bf_108	 2	 9	 47	 1	 1	 8.170379e+01	 013.tif	 i	 8.040351e-01	 44	 0	 
BMI_bf_108	 2	 30	 48	 1	 1	 8.355375e+01	 113.tif	 i	 7.059945e-01	 25	 0	 
BMI_bf_108	 2	 52	 49	 0	 0	 8.530375e+01	 412.tif	 u	 6.279310e-01	 0	 0	 
BMI_bf_108	 2	 58	 50	 0	 0	 8.698706e+01	 418.tif	 u	 6.645381e-01	 0	 0	 
BMI_bf_108	 2	 37	 51	 1	 1	 8.870371e+01	 124.tif	 i	 6.358032e-01	 12	 0	 
BMI_bf_108	 2	 10	 52	 1	 1	 9.038700e+01	 015.tif	 i	 9.364142e-01	 43	 1	 
BMI_bf_108	 2	 19	 53	 1	 1	 9.237032e+01	 026.tif	 i	 7.610105e-01	 40	 1	 
BMI_bf_108	 2	 29	 54	 1	 1	 9.417028e+01	 112.tif	 i	 6.089700e-01	 18	 0	 
BMI_bf_108	 2	 4	 55	 1	 1	 9.582028e+01	 005.tif	 i	 6.708976e-01	 53	 0	 
BMI_bf_108	 2	 17	 56	 1	 1	 9.753691e+01	 023.tif	 i	 4.421997e-01	 16	 1	 
BMI_bf_108	 2	 51	 57	 0	 0	 9.902024e+01	 411.tif	 u	 6.867803e-01	 0	 0	 
BMI_bf_108	 2	 57	 58	 0	 0	 1.007534e+02	 417.tif	 u	 5.055602e-01	 0	 0	 
