Subject StimName StimNum Rank Wins Loses Total
BMI_bf_102 001.tif 1 3.553850e-01 4 6 10
BMI_bf_102 002.tif 2 1.439116e-01 1 9 10
BMI_bf_102 003.tif 3 6.152140e-01 5 5 10
BMI_bf_102 004.tif 4 4.948404e-01 5 5 10
BMI_bf_102 005.tif 5 2.275100e-01 1 9 10
BMI_bf_102 006.tif 6 2.188770e-01 2 8 10
BMI_bf_102 007.tif 7 9.335318e-01 10 0 10
BMI_bf_102 008.tif 8 1.385908e-01 0 10 10
BMI_bf_102 009.tif 9 7.280344e-01 8 2 10
BMI_bf_102 010.tif 10 8.825760e-01 8 2 10
BMI_bf_102 011.tif 11 8.468058e-01 9 1 10
BMI_bf_102 012.tif 12 1.057654e-01 1 9 10
BMI_bf_102 013.tif 13 8.328904e-01 9 1 10
BMI_bf_102 014.tif 14 3.808746e-01 4 6 10
BMI_bf_102 015.tif 15 6.790735e-01 8 2 10
BMI_bf_102 016.tif 16 1.154705e-01 0 10 10
BMI_bf_102 017.tif 17 1.677583e-01 0 10 10
BMI_bf_102 018.tif 18 6.300209e-01 6 4 10
BMI_bf_102 019.tif 19 7.014410e-01 8 2 10
BMI_bf_102 020.tif 20 9.127901e-01 10 0 10
BMI_bf_102 021.tif 21 4.387490e-01 3 7 10
BMI_bf_102 022.tif 22 5.380120e-01 6 4 10
BMI_bf_102 023.tif 23 9.311526e-03 0 10 10
BMI_bf_102 024.tif 24 7.761809e-01 9 1 10
BMI_bf_102 025.tif 25 2.181145e-01 2 8 10
BMI_bf_102 026.tif 26 3.194156e-01 2 8 10
BMI_bf_102 027.tif 27 6.430827e-01 7 3 10
BMI_bf_102 028.tif 28 7.247049e-01 9 1 10
BMI_bf_102 029.tif 29 3.058959e-01 3 7 10
BMI_bf_102 030.tif 30 4.708769e-01 4 6 10
BMI_bf_102 101.tif 31 6.186191e-01 6 4 10
BMI_bf_102 102.tif 32 6.465469e-01 7 3 10
BMI_bf_102 103.tif 33 4.233980e-01 5 5 10
BMI_bf_102 104.tif 34 5.201924e-01 5 5 10
BMI_bf_102 105.tif 35 1.670515e-01 0 10 10
BMI_bf_102 106.tif 36 6.226887e-01 7 3 10
BMI_bf_102 107.tif 37 5.287049e-01 6 4 10
BMI_bf_102 108.tif 38 3.705622e-01 3 7 10
BMI_bf_102 109.tif 39 2.532365e-01 3 7 10
BMI_bf_102 110.tif 40 6.145674e-01 6 4 10
BMI_bf_102 111.tif 41 6.825951e-01 7 3 10
BMI_bf_102 112.tif 42 4.587920e-01 4 6 10
BMI_bf_102 113.tif 43 3.004227e-01 3 7 10
BMI_bf_102 114.tif 44 3.974412e-01 4 6 10
BMI_bf_102 115.tif 45 4.426519e-01 4 6 10
BMI_bf_102 116.tif 46 5.990966e-01 6 4 10
BMI_bf_102 117.tif 47 5.198764e-01 6 4 10
BMI_bf_102 118.tif 48 3.357485e-01 2 8 10
BMI_bf_102 119.tif 49 6.139562e-01 6 4 10
BMI_bf_102 120.tif 50 4.564044e-01 4 6 10
BMI_bf_102 121.tif 51 7.856646e-01 8 2 10
BMI_bf_102 122.tif 52 6.046540e-01 6 4 10
BMI_bf_102 123.tif 53 5.926615e-01 5 5 10
BMI_bf_102 124.tif 54 6.678880e-01 8 2 10
BMI_bf_102 125.tif 55 3.961264e-01 5 5 10
BMI_bf_102 126.tif 56 5.006171e-01 5 5 10
BMI_bf_102 127.tif 57 7.478610e-01 9 1 10
BMI_bf_102 128.tif 58 5.858219e-01 7 3 10
BMI_bf_102 129.tif 59 2.962063e-01 2 8 10
BMI_bf_102 130.tif 60 6.942413e-01 7 3 10
