1	 14	 021.tif	 1	 1	 1	 0	 41 
2	 13	 020.tif	 1	 1	 0	 0	 15 
3	 17	 026.tif	 1	 1	 0	 0	 10 
4	 28	 112.tif	 1	 1	 1	 1	 46 
5	 24	 107.tif	 1	 1	 0	 0	 50 
6	 34	 121.tif	 1	 1	 1	 1	 26 
7	 33	 120.tif	 1	 1	 0	 1	 53 
8	 2	 004.tif	 1	 1	 1	 1	 23 
9	 7	 013.tif	 1	 1	 1	 1	 40 
10	 6	 009.tif	 1	 1	 1	 1	 11 
11	 23	 106.tif	 1	 1	 1	 1	 54 
12	 36	 123.tif	 1	 1	 1	 0	 51 
13	 25	 108.tif	 1	 1	 1	 1	 19 
14	 37	 127.tif	 1	 1	 0	 1	 18 
15	 20	 030.tif	 1	 1	 1	 1	 38 
16	 39	 129.tif	 1	 1	 1	 1	 35 
17	 15	 022.tif	 1	 1	 1	 1	 16 
18	 31	 116.tif	 1	 1	 0	 1	 25 
19	 30	 115.tif	 1	 1	 1	 1	 17 
20	 29	 113.tif	 1	 1	 0	 1	 45 
21	 4	 006.tif	 1	 1	 0	 1	 7 
22	 9	 015.tif	 1	 1	 0	 1	 47 
23	 26	 110.tif	 1	 1	 0	 1	 44 
24	 10	 016.tif	 1	 1	 0	 0	 52 
25	 12	 019.tif	 1	 1	 0	 0	 24 
26	 16	 025.tif	 1	 1	 0	 0	 13 
27	 22	 103.tif	 1	 1	 0	 1	 21 
28	 3	 005.tif	 1	 1	 0	 1	 20 
29	 18	 027.tif	 1	 1	 0	 1	 39 
30	 19	 028.tif	 1	 1	 1	 1	 8 
31	 8	 014.tif	 1	 1	 1	 1	 14 
32	 40	 130.tif	 1	 1	 1	 0	 43 
33	 11	 018.tif	 1	 1	 0	 0	 36 
34	 32	 119.tif	 1	 1	 1	 1	 48 
35	 27	 111.tif	 1	 1	 1	 1	 49 
