subjid runtrial onsettime ImageLeft ImageRight StimNumLeft StimNumRight Response Outcome RT 
BMI_bf_101 1 5.329185e-01 104.tif 002.tif 34 2 u 0 1.222761e+03
BMI_bf_101 2 4.032926e+00 118.tif 121.tif 48 51 i 0 1.618492e+03
BMI_bf_101 3 7.532824e+00 101.tif 121.tif 31 51 u 0 1.246392e+03
BMI_bf_101 4 1.103272e+01 107.tif 023.tif 37 23 u 0 8.183054e+02
BMI_bf_101 5 1.453263e+01 019.tif 021.tif 19 21 u 0 1.830089e+03
BMI_bf_101 6 1.803250e+01 109.tif 027.tif 39 27 u 0 1.250024e+03
BMI_bf_101 7 2.153242e+01 128.tif 007.tif 58 7 u 0 6.539182e+02
BMI_bf_101 8 2.503230e+01 103.tif 006.tif 33 6 u 0 1.369766e+03
BMI_bf_101 9 2.853221e+01 114.tif 001.tif 44 1 u 0 8.536670e+02
BMI_bf_101 10 3.203216e+01 027.tif 118.tif 27 48 i 0 9.134730e+02
BMI_bf_101 11 3.553202e+01 014.tif 115.tif 14 45 i 0 8.054035e+02
BMI_bf_101 12 3.903190e+01 024.tif 116.tif 24 46 i 0 7.372878e+02
BMI_bf_101 13 4.253170e+01 028.tif 017.tif 28 17 u 0 1.109239e+03
BMI_bf_101 14 4.603170e+01 002.tif 109.tif 2 39 i 0 7.130338e+02
BMI_bf_101 15 4.953161e+01 007.tif 003.tif 7 3 u 0 1.092877e+03
BMI_bf_101 16 5.303150e+01 113.tif 014.tif 43 14 u 0 7.927725e+02
BMI_bf_101 17 5.653140e+01 004.tif 101.tif 4 31 i 0 6.446621e+02
BMI_bf_101 18 6.003130e+01 123.tif 001.tif 53 1 u 0 9.444996e+02
BMI_bf_101 19 6.353119e+01 128.tif 028.tif 58 28 i 0 1.260370e+03
BMI_bf_101 20 6.703108e+01 016.tif 017.tif 16 17 i 0 8.962625e+02
BMI_bf_101 21 7.053099e+01 023.tif 129.tif 23 59 i 0 5.641547e+02
BMI_bf_101 22 7.403087e+01 017.tif 011.tif 17 11 i 0 9.840159e+02
BMI_bf_101 23 7.753079e+01 004.tif 129.tif 4 59 i 0 5.318968e+02
BMI_bf_101 24 8.103069e+01 119.tif 101.tif 49 31 i 0 1.335710e+03
BMI_bf_101 25 8.453056e+01 016.tif 026.tif 16 26 i 0 1.475610e+03
BMI_bf_101 26 8.803053e+01 019.tif 026.tif 19 26 u 0 1.311415e+03
BMI_bf_101 27 9.153038e+01 109.tif 016.tif 39 16 u 0 8.593741e+02
BMI_bf_101 28 9.503028e+01 104.tif 021.tif 34 21 u 0 1.575194e+03
BMI_bf_101 29 9.853017e+01 006.tif 012.tif 6 12 u 0 9.471161e+02
BMI_bf_101 30 1.020301e+02 011.tif 119.tif 11 49 i 0 7.110063e+02
BMI_bf_101 31 1.055300e+02 118.tif 021.tif 48 21 u 0 7.868269e+02
BMI_bf_101 32 1.090299e+02 119.tif 107.tif 49 37 u 0 7.667496e+02
BMI_bf_101 33 1.125298e+02 110.tif 113.tif 40 43 u 0 1.234606e+03
BMI_bf_101 34 1.160297e+02 017.tif 108.tif 17 38 i 0 7.424984e+02
BMI_bf_101 35 1.195296e+02 119.tif 129.tif 49 59 i 0 1.234329e+03
BMI_bf_101 36 1.230295e+02 014.tif 018.tif 14 18 u 0 2.014100e+03
BMI_bf_101 37 1.265294e+02 116.tif 021.tif 46 21 u 0 8.341132e+02
BMI_bf_101 38 1.300293e+02 111.tif 023.tif 41 23 u 0 7.659757e+02
BMI_bf_101 39 1.335291e+02 003.tif 115.tif 3 45 u 0 1.649804e+03
BMI_bf_101 40 1.370291e+02 015.tif 022.tif 15 22 i 0 1.117705e+03
BMI_bf_101 41 1.405289e+02 130.tif 129.tif 60 59 u 0 1.681553e+03
BMI_bf_101 42 1.440288e+02 123.tif 121.tif 53 51 i 0 1.173443e+03
BMI_bf_101 43 1.475287e+02 019.tif 125.tif 19 55 i 0 1.505299e+03
BMI_bf_101 44 1.510286e+02 103.tif 013.tif 33 13 u 0 1.509165e+03
BMI_bf_101 45 1.545285e+02 124.tif 108.tif 54 38 u 0 9.930752e+02
BMI_bf_101 46 1.580284e+02 010.tif 128.tif 10 58 i 0 1.036945e+03
BMI_bf_101 47 1.615283e+02 002.tif 102.tif 2 32 i 0 9.048315e+02
BMI_bf_101 48 1.650282e+02 015.tif 006.tif 15 6 u 0 7.167189e+02
BMI_bf_101 49 1.685281e+02 026.tif 106.tif 26 36 i 0 8.645711e+02
BMI_bf_101 50 1.720280e+02 030.tif 118.tif 30 48 i 0 1.004435e+03
BMI_bf_101 51 1.755279e+02 119.tif 022.tif 49 22 u 0 9.363242e+02
BMI_bf_101 52 1.790278e+02 117.tif 125.tif 47 55 i 0 1.604152e+03
BMI_bf_101 53 1.825277e+02 113.tif 006.tif 43 6 u 0 9.520632e+02
BMI_bf_101 54 1.860276e+02 016.tif 105.tif 16 35 u 0 1.531902e+03
BMI_bf_101 55 1.895275e+02 112.tif 124.tif 42 54 i 0 1.231795e+03
BMI_bf_101 56 1.930274e+02 109.tif 126.tif 39 56 u 0 1.235630e+03
BMI_bf_101 57 1.965273e+02 002.tif 123.tif 2 53 i 0 1.375526e+03
BMI_bf_101 58 2.000272e+02 018.tif 112.tif 18 42 i 0 1.107449e+03
BMI_bf_101 59 2.035271e+02 101.tif 113.tif 31 43 u 0 1.631257e+03
BMI_bf_101 60 2.070270e+02 106.tif 124.tif 36 54 i 0 8.352086e+02
BMI_bf_101 61 2.105269e+02 105.tif 108.tif 35 38 i 0 7.510714e+02
BMI_bf_101 62 2.140268e+02 109.tif 119.tif 39 49 i 0 7.229552e+02
BMI_bf_101 63 2.175268e+02 114.tif 022.tif 44 22 i 0 1.806655e+03
BMI_bf_101 64 2.210266e+02 004.tif 110.tif 4 40 i 0 8.186936e+02
BMI_bf_101 65 2.245265e+02 025.tif 103.tif 25 33 i 0 8.465541e+02
BMI_bf_101 66 2.280264e+02 027.tif 008.tif 27 8 u 0 1.922359e+03
BMI_bf_101 67 2.315263e+02 013.tif 102.tif 13 32 i 0 7.103024e+02
BMI_bf_101 68 2.350262e+02 123.tif 014.tif 53 14 u 0 9.461677e+02
BMI_bf_101 69 2.385261e+02 026.tif 108.tif 26 38 i 0 6.700622e+02
BMI_bf_101 70 2.420260e+02 004.tif 121.tif 4 51 i 0 1.129903e+03
BMI_bf_101 71 2.455259e+02 126.tif 119.tif 56 49 u 0 1.341775e+03
BMI_bf_101 72 2.490258e+02 120.tif 019.tif 50 19 u 0 1.193655e+03
BMI_bf_101 73 2.525257e+02 026.tif 013.tif 26 13 i 0 1.165537e+03
BMI_bf_101 74 2.560256e+02 025.tif 021.tif 25 21 u 0 9.374151e+02
BMI_bf_101 75 2.595255e+02 101.tif 122.tif 31 52 u 0 1.445255e+03
BMI_bf_101 76 2.630254e+02 010.tif 019.tif 10 19 i 0 2.393073e+03
BMI_bf_101 77 2.665252e+02 127.tif 016.tif 57 16 u 0 9.891158e+02
BMI_bf_101 78 2.700251e+02 008.tif 025.tif 8 25 i 0 9.929209e+02
BMI_bf_101 79 2.735251e+02 126.tif 022.tif 56 22 u 0 1.116769e+03
BMI_bf_101 80 2.770250e+02 122.tif 102.tif 52 32 i 0 1.064602e+03
BMI_bf_101 81 2.805249e+02 120.tif 102.tif 50 32 i 0 1.316468e+03
BMI_bf_101 82 2.840248e+02 122.tif 029.tif 52 29 u 0 1.560360e+03
BMI_bf_101 83 2.875247e+02 004.tif 126.tif 4 56 i 0 8.042803e+02
BMI_bf_101 84 2.910245e+02 005.tif 024.tif 5 24 i 0 1.312141e+03
BMI_bf_101 85 2.945244e+02 115.tif 129.tif 45 59 i 0 8.040449e+02
BMI_bf_101 86 2.980243e+02 109.tif 007.tif 39 7 u 0 8.638636e+02
BMI_bf_101 87 3.015242e+02 117.tif 101.tif 47 31 i 0 1.379739e+03
BMI_bf_101 88 3.050241e+02 128.tif 118.tif 58 48 i 0 1.023649e+03
BMI_bf_101 89 3.085240e+02 127.tif 024.tif 57 24 u 0 8.995113e+02
