subjectID order itemIndABC runtrial isOld? subjectAnswer onsettime Name resp_choice RT bidInd isBeep? 
BMI_bf_122	 2	 34	 1	 1	 1	 2.748720e-02	 121.tif	 i	 1.923636e+00	 20	 0	 
BMI_bf_122	 2	 22	 2	 1	 1	 3.010779e+00	 104.tif	 i	 1.220211e+00	 16	 1	 
BMI_bf_122	 2	 27	 3	 1	 1	 5.277506e+00	 110.tif	 i	 9.853495e-01	 44	 0	 
BMI_bf_122	 2	 56	 4	 0	 0	 7.310776e+00	 416.tif	 u	 6.559595e-01	 0	 0	 
BMI_bf_122	 2	 33	 5	 1	 1	 9.010735e+00	 119.tif	 i	 1.035851e+00	 21	 0	 
BMI_bf_122	 2	 43	 6	 0	 0	 1.109387e+01	 403.tif	 u	 9.205895e-01	 0	 0	 
BMI_bf_122	 2	 2	 7	 1	 1	 1.306062e+01	 002.tif	 i	 7.537707e-01	 22	 1	 
BMI_bf_122	 2	 39	 8	 1	 1	 1.486058e+01	 127.tif	 i	 8.977123e-01	 23	 1	 
BMI_bf_122	 2	 13	 9	 1	 1	 1.681055e+01	 021.tif	 i	 8.595916e-01	 38	 1	 
BMI_bf_122	 2	 3	 10	 1	 1	 1.871048e+01	 003.tif	 i	 6.395633e-01	 15	 0	 
BMI_bf_122	 2	 31	 11	 1	 1	 2.039363e+01	 116.tif	 i	 6.842967e-01	 50	 0	 
BMI_bf_122	 2	 41	 12	 0	 0	 2.212707e+01	 401.tif	 u	 5.907652e-01	 0	 0	 
BMI_bf_122	 2	 32	 13	 1	 1	 2.376036e+01	 118.tif	 i	 7.973643e-01	 14	 1	 
BMI_bf_122	 2	 42	 14	 0	 0	 2.561028e+01	 402.tif	 u	 9.553152e-01	 0	 0	 
BMI_bf_122	 2	 44	 15	 0	 0	 2.761024e+01	 404.tif	 u	 7.792439e-01	 0	 0	 
BMI_bf_122	 2	 45	 16	 0	 0	 2.944351e+01	 405.tif	 u	 6.178678e-01	 0	 0	 
BMI_bf_122	 2	 54	 17	 0	 0	 3.111015e+01	 414.tif	 u	 6.391232e-01	 0	 0	 
BMI_bf_122	 2	 15	 18	 1	 1	 3.279349e+01	 025.tif	 i	 8.996617e-01	 46	 1	 
BMI_bf_122	 2	 46	 19	 0	 0	 3.474338e+01	 406.tif	 u	 8.376504e-01	 0	 0	 
BMI_bf_122	 2	 55	 20	 0	 0	 3.662666e+01	 415.tif	 u	 7.942552e-01	 0	 0	 
BMI_bf_122	 2	 49	 21	 0	 0	 3.845994e+01	 409.tif	 u	 6.168678e-01	 0	 0	 
BMI_bf_122	 2	 50	 22	 0	 0	 4.012656e+01	 410.tif	 u	 5.981464e-01	 0	 0	 
BMI_bf_122	 2	 16	 23	 1	 1	 4.177652e+01	 026.tif	 i	 6.760914e-01	 49	 1	 
BMI_bf_122	 2	 21	 24	 1	 1	 4.349313e+01	 101.tif	 i	 7.993348e-01	 11	 1	 
