subjectID	 scanner	 order	 block	 run	 trial	 onsettime	 ImageLeft	 ImageRight	 bidIndexLeft	 bidIndexRight	 IsleftGo	 Response	 PairType	 Outcome	 RT	 bidLeft	 bidRight	 
BMI_bf_117	 0	 1	 02	 2	 1	 2.033366e+00	 015.tif	 009.tif	 51	 50	 0	 i	 2	 1	 870.34	 0.29	 0.30	 
BMI_bf_117	 0	 1	 02	 2	 2	 7.033520e+00	 014.tif	 115.tif	 8	 18	 0	 u	 1	 0	 686.11	 0.80	 0.63	 
BMI_bf_117	 0	 1	 02	 2	 3	 1.503360e+01	 116.tif	 009.tif	 54	 50	 0	 i	 2	 1	 973.88	 0.19	 0.30	 
BMI_bf_117	 0	 1	 02	 2	 4	 1.803371e+01	 106.tif	 116.tif	 42	 54	 1	 u	 2	 1	 1189.71	 0.38	 0.19	 
BMI_bf_117	 0	 1	 02	 2	 5	 2.503378e+01	 014.tif	 110.tif	 8	 10	 0	 u	 1	 0	 637.47	 0.80	 0.73	 
BMI_bf_117	 0	 1	 02	 2	 6	 2.803388e+01	 018.tif	 108.tif	 17	 7	 0	 i	 1	 1	 933.36	 0.65	 0.81	 
BMI_bf_117	 0	 1	 02	 2	 7	 3.903402e+01	 029.tif	 001.tif	 45	 43	 1	 u	 2	 1	 797.02	 0.36	 0.37	 
BMI_bf_117	 0	 1	 02	 2	 8	 4.303415e+01	 029.tif	 008.tif	 45	 40	 1	 u	 2	 1	 836.82	 0.36	 0.39	 
BMI_bf_117	 0	 1	 02	 2	 9	 4.703413e+01	 012.tif	 130.tif	 38	 26	 0	 i	 4	 1	 844.76	 0.40	 0.55	 
BMI_bf_117	 0	 1	 02	 2	 10	 5.003425e+01	 106.tif	 015.tif	 42	 51	 1	 u	 2	 1	 1364.56	 0.38	 0.29	 
BMI_bf_117	 0	 1	 02	 2	 11	 5.303423e+01	 123.tif	 028.tif	 22	 20	 0	 i	 1	 1	 1012.55	 0.58	 0.61	 
BMI_bf_117	 0	 1	 02	 2	 12	 5.803434e+01	 008.tif	 019.tif	 40	 53	 0	 i	 2	 1	 972.32	 0.39	 0.25	 
BMI_bf_117	 0	 1	 02	 2	 13	 6.203438e+01	 001.tif	 016.tif	 43	 39	 0	 u	 2	 0	 732.19	 0.37	 0.40	 
BMI_bf_117	 0	 1	 02	 2	 14	 7.103462e+01	 028.tif	 018.tif	 20	 17	 1	 u	 1	 1	 891.83	 0.61	 0.65	 
BMI_bf_117	 0	 1	 02	 2	 15	 7.403462e+01	 022.tif	 106.tif	 49	 42	 0	 i	 2	 1	 1075.76	 0.32	 0.38	 
BMI_bf_117	 0	 1	 02	 2	 16	 7.903475e+01	 127.tif	 005.tif	 13	 11	 1	 u	 1	 1	 739.56	 0.69	 0.71	 
BMI_bf_117	 0	 1	 02	 2	 17	 8.503479e+01	 115.tif	 010.tif	 18	 14	 1	 u	 1	 1	 779.42	 0.63	 0.68	 
BMI_bf_117	 0	 1	 02	 2	 18	 8.803493e+01	 129.tif	 026.tif	 16	 21	 0	 i	 1	 1	 787.22	 0.68	 0.59	 
BMI_bf_117	 0	 1	 02	 2	 19	 9.303482e+01	 023.tif	 015.tif	 47	 51	 1	 u	 2	 1	 651.23	 0.36	 0.29	 
BMI_bf_117	 0	 1	 02	 2	 20	 9.703507e+01	 105.tif	 116.tif	 44	 54	 1	 u	 2	 1	 834.91	 0.37	 0.19	 
