subjectID order itemIndABC runtrial isOld? subjectAnswer onsettime Name resp_choice RT bidInd isBeep? 
BMI_bf_109	 1	 34	 1	 1	 1	 3.398362e-02	 123.tif	 u	 1.977330e+00	 18	 1	 
BMI_bf_109	 1	 22	 2	 1	 1	 3.067286e+00	 101.tif	 u	 1.255917e+00	 36	 1	 
BMI_bf_109	 1	 27	 3	 1	 1	 5.367452e+00	 113.tif	 u	 8.276607e-01	 20	 1	 
BMI_bf_109	 1	 56	 4	 0	 0	 7.234085e+00	 416.tif	 i	 1.080921e+00	 0	 0	 
BMI_bf_109	 1	 33	 5	 1	 1	 9.367191e+00	 121.tif	 u	 7.717343e-01	 7	 1	 
BMI_bf_109	 1	 43	 6	 0	 0	 1.118404e+01	 403.tif	 i	 9.147863e-01	 0	 0	 
BMI_bf_109	 1	 2	 7	 1	 1	 1.315069e+01	 002.tif	 u	 7.960452e-01	 14	 0	 
BMI_bf_109	 1	 39	 8	 1	 1	 1.500067e+01	 129.tif	 u	 8.499768e-01	 37	 1	 
BMI_bf_109	 1	 13	 9	 1	 1	 1.690058e+01	 020.tif	 u	 6.220000e-01	 23	 0	 
BMI_bf_109	 1	 3	 10	 1	 1	 1.856728e+01	 007.tif	 u	 6.832123e-01	 48	 0	 
BMI_bf_109	 1	 31	 11	 1	 1	 2.030064e+01	 117.tif	 u	 5.577722e-01	 45	 1	 
BMI_bf_109	 1	 41	 12	 0	 0	 2.190059e+01	 401.tif	 i	 7.337429e-01	 0	 0	 
BMI_bf_109	 1	 32	 13	 1	 1	 2.368390e+01	 119.tif	 u	 9.423410e-01	 25	 1	 
BMI_bf_109	 1	 42	 14	 0	 0	 2.566719e+01	 402.tif	 i	 7.909558e-01	 0	 0	 
BMI_bf_109	 1	 44	 15	 0	 0	 2.750051e+01	 404.tif	 i	 7.655547e-01	 0	 0	 
BMI_bf_109	 1	 45	 16	 0	 0	 2.931715e+01	 405.tif	 i	 6.128296e-01	 0	 0	 
BMI_bf_109	 1	 54	 17	 0	 0	 3.098381e+01	 414.tif	 i	 5.860963e-01	 0	 0	 
BMI_bf_109	 1	 15	 18	 1	 1	 3.261710e+01	 022.tif	 u	 7.847149e-01	 40	 0	 
BMI_bf_109	 1	 46	 19	 0	 0	 3.445043e+01	 406.tif	 i	 8.473042e-01	 0	 0	 
BMI_bf_109	 1	 55	 20	 0	 0	 3.635049e+01	 415.tif	 i	 6.351572e-01	 0	 0	 
BMI_bf_109	 1	 49	 21	 0	 0	 3.803372e+01	 409.tif	 i	 5.758467e-01	 0	 0	 
BMI_bf_109	 1	 50	 22	 0	 0	 3.965035e+01	 410.tif	 i	 5.831453e-01	 0	 0	 
BMI_bf_109	 1	 16	 23	 1	 1	 4.128368e+01	 023.tif	 u	 1.141696e+00	 50	 1	 
BMI_bf_109	 1	 21	 24	 1	 1	 4.346696e+01	 030.tif	 u	 8.143336e-01	 21	 1	 
BMI_bf_109	 1	 5	 25	 1	 1	 4.533363e+01	 009.tif	 u	 6.435824e-01	 53	 1	 
