1	 10	 015.tif	 1	 1	 0	 0	 18 
2	 13	 019.tif	 1	 1	 0	 0	 50 
3	 37	 125.tif	 1	 1	 0	 0	 37 
4	 21	 028.tif	 1	 1	 0	 0	 13 
5	 28	 108.tif	 1	 1	 0	 0	 20 
6	 34	 122.tif	 1	 1	 0	 0	 7 
7	 33	 120.tif	 1	 1	 0	 0	 36 
8	 2	 003.tif	 1	 1	 0	 0	 53 
9	 19	 026.tif	 1	 1	 0	 0	 12 
10	 8	 013.tif	 1	 1	 1	 1	 48 
11	 6	 009.tif	 1	 1	 1	 0	 38 
12	 29	 114.tif	 1	 1	 0	 0	 21 
13	 38	 126.tif	 1	 1	 1	 1	 14 
14	 35	 123.tif	 1	 1	 1	 0	 8 
15	 12	 017.tif	 1	 1	 0	 0	 25 
16	 5	 007.tif	 1	 1	 0	 0	 52 
17	 39	 128.tif	 1	 1	 1	 1	 26 
18	 15	 021.tif	 1	 1	 1	 0	 41 
19	 31	 118.tif	 1	 1	 0	 0	 10 
20	 40	 130.tif	 1	 1	 0	 0	 15 
21	 9	 014.tif	 1	 1	 0	 0	 47 
22	 30	 116.tif	 1	 1	 1	 1	 9 
23	 26	 105.tif	 1	 1	 1	 1	 43 
24	 7	 010.tif	 1	 1	 1	 1	 46 
25	 11	 016.tif	 1	 1	 1	 1	 40 
26	 36	 124.tif	 1	 1	 0	 0	 45 
27	 18	 025.tif	 1	 1	 0	 0	 42 
28	 16	 022.tif	 1	 1	 1	 0	 17 
29	 22	 030.tif	 1	 1	 0	 0	 39 
30	 4	 006.tif	 1	 1	 1	 1	 54 
31	 3	 004.tif	 1	 1	 1	 1	 11 
32	 24	 103.tif	 1	 1	 1	 0	 19 
33	 23	 101.tif	 1	 1	 0	 0	 44 
34	 20	 027.tif	 1	 1	 0	 0	 24 
35	 25	 104.tif	 1	 1	 1	 1	 16 
36	 1	 002.tif	 1	 1	 1	 1	 49 
37	 14	 020.tif	 1	 1	 1	 1	 51 
38	 17	 023.tif	 1	 1	 1	 1	 23 
39	 32	 119.tif	 1	 1	 1	 0	 35 
40	 27	 106.tif	 1	 1	 1	 0	 22 
