Trial	StimName	Liking	RT
1	158.bmp	1.71111111111	3647
2	118.bmp	4.84444444444	2355
3	156.bmp	3.88888888889	2496
4	121.bmp	8.02222222222	2684
5	134.bmp	3.71111111111	2217
6	160.bmp	6.95555555556	2317
7	120.bmp	9.95555555556	2537
8	116.bmp	1.62222222222	2845
9	151.bmp	3.82222222222	2336
10	153.bmp	8.04444444444	3248
11	132.bmp	4.77777777778	3936
12	155.bmp	6.97777777778	2567
13	102.bmp	9.93333333333	2733
14	150.bmp	8.08888888889	3330
15	145.bmp	3.8	3555
16	111.bmp	6.0	5834
17	131.bmp	2.68888888889	2331
18	129.bmp	7.04444444444	2703
19	157.bmp	9.95555555556	2114
20	106.bmp	8.0	3581
21	124.bmp	4.88888888889	4324
22	104.bmp	3.66666666667	2326
23	117.bmp	5.88888888889	3754
24	139.bmp	3.8	2416
25	149.bmp	2.71111111111	2782
26	152.bmp	1.62222222222	2851
27	110.bmp	5.93333333333	3237
28	159.bmp	3.82222222222	4167
29	114.bmp	1.64444444444	3838
30	105.bmp	9.13333333333	2596
31	141.bmp	2.88888888889	2451
32	109.bmp	3.86666666667	3804
33	101.bmp	9.13333333333	3083
34	127.bmp	7.0	2600
35	136.bmp	3.71111111111	2814
36	135.bmp	5.84444444444	8242
37	140.bmp	3.8	2468
38	103.bmp	4.8	3117
39	154.bmp	2.64444444444	2498
40	133.bmp	7.0	5739
41	126.bmp	2.75555555556	2365
42	147.bmp	0.533333333333	2314
43	113.bmp	9.04444444444	2565
44	146.bmp	1.68888888889	6305
45	122.bmp	9.95555555556	7725
46	128.bmp	0.6	2415
47	119.bmp	1.68888888889	4084
48	144.bmp	2.84444444444	3184
49	138.bmp	0.777777777778	2751
50	142.bmp	2.71111111111	3020
51	143.bmp	9.0	2146
52	130.bmp	9.88888888889	6171
53	115.bmp	5.95555555556	3168
54	107.bmp	1.64444444444	2464
55	125.bmp	1.62222222222	2286
56	137.bmp	4.8	3353
57	108.bmp	7.04444444444	4180
58	148.bmp	3.68888888889	3485
59	123.bmp	6.02222222222	3218
60	112.bmp	2.64444444444	7755
