  1  0.465
  1  0.423
  1  0.480
  0  0.710
  1  0.596
  1  0.702
  1  0.472
  0  0.619
  0  0.531
  0  0.431
  1  1.040
  1  0.269
  0  0.950
  1  0.305
  1  1.033
  1  0.604
  1  0.969
  1  0.319
  1  0.347
  0  0.432
  0  0.966
  1  0.272
  1  0.313
  1  0.485
  0  0.346
  1  1.051
  0  0.563
  0  0.616
  0  0.447
  1  0.683
  0  0.603
  1  0.389
  1  0.323
  0  0.396
  1  0.374
  0  0.682
  0  0.527
  1  0.505
  1  0.399
  1  0.536
  1  0.280
  1  0.371
  1  0.493
  1  0.499
  1  0.378
  0  0.883
  0  1.440
  1  0.341
  1  0.496
  1  0.379
  1  0.657
  1  0.386
  1  0.486
  1  0.638
  1  0.294
  1  0.365
  1  0.530
  1  0.387
  1  0.434
  1  0.373
  1  0.312
  1  0.273
  1  0.477
  1  0.766
  1  0.437
  0  0.564
  1  0.355
  0  0.643
  1  0.374
  1  0.337
  1  0.331
  0  0.569
  0  0.444
  0  0.551
  1  0.375
  1  0.312
  1  0.373
  0  0.515
  1  0.355
  1  0.352
  1  0.355
  1  0.362
  1  0.347
  1  0.349
  1  0.448
  1  0.307
  1  0.315
  0  0.408
  1  0.324
  1  0.620
  1  0.355
  1  0.524
  1  0.301
  1  0.495
  0  0.465
  1  0.307
  1  0.369
  1  0.297
  1  0.317
  1  0.351
  1  0.558
  1  0.381
  1  0.361
  0  0.524
  1  0.388
  1  0.481
  0  0.466
  1  0.365
  1  0.297
  1  0.309
  1  0.359
  0  0.783
  1  0.358
  1  0.347
  1  0.702
  1  0.406
  1  0.683
  0  0.879
  1  0.334
  0  0.637
  1  0.381
  0  0.985
  1  0.353
  1  0.364
  0  0.575
  1  0.393
  1  0.377
  1  0.480
  1  0.316
  1  0.732
  1  0.387
  1  0.519
  1  0.365
  0  0.552
  1  0.864
  1  0.330
  1  0.378
  1  0.359
  1  0.462
  1  0.420
  0  0.658
  1  0.489
  1  0.534
  1  0.371
  1  0.824
  1  0.369
  1  0.333
  1  0.285
  0  0.591
  1  0.642
  1  0.410
  1  0.706
  1  0.268
  1  0.535
  0  0.526
  1  0.303
  1  0.380
  1  0.853
  1  0.362
  1  0.480
  1  0.271
  1  0.637
  1  0.431
  1  0.390
  1  0.405
  1  0.400
  1  0.371
  0  0.459
  0  0.382
  0  0.382
  0  0.427
  1  0.335
  1  0.440
  0  0.442
  1  0.734
  1  0.294
  1  0.381
  0  1.052
  0  0.794
  1  0.483
  0  0.738
  0  0.451
  1  0.512
  1  0.495
  1  0.463
  1  0.903
  1  0.389
  0  0.349
  0  0.576
  1  0.850
  1  0.462
  1  0.358
  1  0.434
  1  0.408
  1  0.670
  1  0.334
  1  0.327
  1  0.367
  0  0.577
  1  0.390
  1  0.380
  1  0.552
  1  0.295
  1  0.469
  0  0.411
  0  0.435
  0  0.420
  1  0.478
  0  0.355
  0  0.510
  1  0.704
  1  0.429
  1  0.409
  1  0.370
  0  0.521
  0  0.400
  1  0.280
  0  0.421
  0  0.578
  1  0.549
  1  0.421
  1  0.533
  1  0.310
  1  0.341
  0  0.460
  1  0.588
  1  0.331
  1  0.371
  1  0.281
  1  0.286
  1  0.412
  0  0.503
  1  0.412
  0  1.126
  1  0.484
  1  0.367
  1  1.331
  1  0.318
  1  0.296
  1  0.338
  1  0.382
  1  0.339
  1  0.560
  1  0.281
  1  0.449
  1  0.415
  0  0.556
  0  0.629
  1  0.400
  1  0.525
  1  0.437
  1  0.286
  1  0.291
  0  0.825
  1  0.338
  1  0.357
  1  0.340
  1  0.301
  1  0.421
  0  0.578
  1  0.642
  1  0.326
  1  0.351
  1  0.282
  1  0.281
  1  0.534
  1  0.362
  1  0.402
  1  0.356
  0  0.443
  1  0.272
  1  0.305
  1  0.295
  1  0.380
  0  0.474
  1  0.333
  1  0.342
  0  0.739
  0  0.397
  1  0.441
  1  0.325
  1  0.399
  1  0.495
  1  0.366
  0  0.530
  0  0.440
  1  0.555
  1  0.335
  1  0.353
  0  0.417
  0  0.488
  1  0.505
  1  0.428
  1  0.491
  0  0.633
  1  0.326
  1  0.518
  1  0.358
  1  0.509
  1  0.343
  0  1.057
  1  0.387
  1  0.508
  1  0.497
  0  0.459
  1  0.394
  0  0.563
  1  0.408
  1  0.429
  1  0.326
  1  0.321
  1  0.347
  0  0.500
  1  0.715
  0  1.144
  0  0.448
  0  0.472
  0  0.492
  1  0.286
  1  0.480
  1  0.299
  1  0.375
  0  0.557
  1  0.314
  1  0.789
  1  0.346
  0  0.624
  0  0.367
  1  0.323
  1  0.500
  1  0.391
  1  0.352
  1  0.396
  1  0.308
  1  0.391
  1  0.335
  1  0.293
  1  0.351
  1  0.335
  0  0.590
  0  0.521
  1  0.337
  1  0.316
  1  0.774
  0  0.570
  1  0.403
  1  0.547
  1  0.377
  1  0.637
  1  0.401
  1  0.361
  1  0.481
  1  0.615
  0  0.527
  1  0.358
  1  0.305
  0  0.439
  1  0.276
  1  0.463
  0  0.512
  1  0.347
  1  0.547
  1  0.453
  0  0.448
  0  0.751
  1  0.362
  0  0.624
  1  0.380
  1  0.547
  0  0.509
  1  0.334
  0  0.503
  1  0.603
  1  0.427
  1  0.383
  1  0.504
  1  0.345
  1  0.850
  1  0.486
  1  0.392
  1  0.364
  1  0.293
  1  0.441
  1  0.371
  1  0.317
  1  0.560
  1  1.018
  1  0.595
  0  0.403
  1  0.413
  0  0.616
  1  0.494
  0  0.508
  1  0.612
  1  0.328
  0  0.599
  1  0.376
  1  0.339
  1  0.422
  1  0.286
  1  0.399
  1  0.412
  1  0.378
  1  0.646
  1  0.340
  1  0.811
  1  0.778
  1  0.670
  1  0.365
  0  0.881
  1  0.363
  0  0.519
  1  0.402
  1  0.551
  1  0.288
  0  0.565
  1  0.331
  0  0.480
  1  0.372
  1  0.371
  1  0.408
  1  0.332
  1  0.307
  1  0.513
  0  0.582
  1  0.573
