  1  0.780
  1  0.503
  1  0.597
  0  0.392
  1  0.456
  0  0.519
  1  0.396
  0  0.411
  1  0.641
  0  0.698
  1  0.486
  1  0.564
  1  0.327
  1  0.358
  1  0.619
  1  0.319
  1  0.471
  1  0.402
  0  0.353
  1  0.342
  1  0.605
  1  0.383
  1  1.062
  1  1.171
  1  0.440
  1  0.906
  0  0.418
  1  0.359
  0  0.481
  0  0.344
  1  0.870
  1  0.383
  1  0.426
  1  0.381
  1  0.933
  1  0.477
  1  0.680
  1  0.368
  1  0.343
  0  0.433
  1  0.382
  1  0.510
  1  0.442
  1  0.581
  1  0.458
  1  0.834
  1  0.674
  1  0.336
  1  0.736
  0  1.079
  1  0.586
  0  0.366
  1  0.360
  0  0.419
  1  0.647
  1  0.343
  1  0.394
  0  0.429
  1  0.538
  0  0.429
  1  0.917
  1  0.575
  1  0.450
  1  0.343
  1  0.473
  1  0.435
  1  0.403
  1  1.539
  1  0.580
  1  0.554
  0  0.351
  1  0.369
  1  0.486
  1  0.418
  1  0.472
  1  1.347
  1  0.452
  1  1.117
  1  0.386
  1  0.398
  1  0.700
  1  0.366
  1  0.436
  1  0.404
  1  0.416
  0  0.506
  1  0.560
  1  0.378
  1  0.835
  0  0.392
  0  0.586
  1  0.574
  0  0.435
  0  0.803
  1  0.467
  1  0.603
  1  0.380
  0  0.644
  1  0.454
  1  0.498
  0  0.425
  1  0.451
  1  0.669
  1  0.474
  0  0.447
  1  0.420
  1  0.425
  1  0.406
  0  0.843
  1  0.511
  1  0.369
  1  0.470
  0  0.494
  1  0.338
  1  0.332
  1  0.899
  1  0.510
  0  0.727
  1  0.506
  0  0.496
  0  0.360
  1  0.522
  1  0.393
  1  0.660
  1  0.669
  1  0.790
  0  0.735
  0  0.368
  0  0.809
  1  0.492
  0  0.370
  0  0.911
  1  0.360
  0  0.549
  1  0.338
  1  0.361
  0  0.776
  1  0.931
  1  0.541
  1  0.478
  1  0.323
  1  0.664
  1  0.351
  1  0.523
  1  0.981
  0  0.755
  1  0.506
  1  0.641
  1  0.551
  1  0.358
  1  0.375
  1  0.478
  1  0.474
  1  0.737
  1  0.363
  1  0.334
  1  0.503
  1  0.426
  0  0.751
  0  0.419
  1  0.976
  0  0.435
  1  0.492
  1  0.352
  1  0.384
  1  0.781
  1  0.522
  1  0.392
  1  0.578
  1  0.384
  1  1.024
  1  0.539
  1  0.355
  1  0.428
  1  0.473
  1  0.928
  1  0.433
  1  0.444
  0  0.571
  1  0.374
  0  0.424
  1  0.625
  1  0.434
  1  0.488
  1  0.528
  1  0.483
  1  0.716
  1  0.526
  0  0.496
  1  0.873
  1  0.436
  1  0.593
  1  0.378
  1  0.325
  1  0.634
  1  0.386
  0  0.539
  1  0.870
  1  0.506
  0  0.442
  0  0.720
  1  0.989
  0  0.803
  1  0.374
  1  0.389
  0  0.723
  0  0.312
  1  0.439
  1  0.633
  1  0.537
  1  0.308
  0  0.566
  1  0.374
  1  0.735
  0  0.388
  1  0.705
  1  0.378
  1  0.637
  0  0.603
  1  0.545
  1  0.425
  0  0.445
  1  0.417
  1  0.400
  0  0.525
  1  0.627
  1  0.476
  1  0.298
  1  0.378
  0  0.514
  0  0.786
  1  0.322
  1  0.926
  1  0.318
  1  0.396
  1  0.841
  1  0.429
  1  0.481
  1  0.589
  1  0.686
  1  0.308
  0  0.499
  1  0.516
  1  0.370
  1  0.947
  1  0.298
  1  0.627
  1  0.679
  1  0.400
  0  0.491
  0  0.511
  1  0.375
  1  0.512
  0  0.303
  0  0.594
  1  0.400
  1  0.594
  0  0.365
  1  0.666
  1  0.409
  1  0.379
  0  0.452
  1  0.547
  1  0.700
  1  0.351
  0  0.390
  1  0.357
  1  0.558
  1  0.396
  1  0.464
  1  0.567
  1  0.464
  1  0.616
  1  0.368
  0  0.441
  1  0.415
  0  0.563
  1  0.420
  1  0.354
  0  0.491
  0  0.633
  1  0.467
  1  1.028
  1  0.604
  0  1.120
  0  0.669
  1  0.380
  0  0.457
  1  0.520
  1  0.405
  0  0.373
  1  0.323
  1  0.519
  0  0.883
  1  0.377
  1  0.707
  1  0.357
  1  0.443
  0  0.438
  1  0.490
