  1  0.352
  1  0.304
  1  0.298
  1  0.334
  1  0.365
  1  0.342
  1  0.605
  1  0.464
  1  0.305
  1  0.292
  1  0.382
  1  0.358
  0  0.546
  0  0.892
  1  0.362
  1  0.344
  1  0.489
  1  0.620
  1  0.463
  1  0.376
  0  0.479
  1  0.324
  1  0.395
  1  0.386
  1  0.313
  1  0.450
  1  0.316
  1  0.423
  0  0.680
  1  0.533
  1  0.448
  1  0.345
  1  0.330
  1  0.285
  1  0.541
  1  0.325
  1  0.529
  0  0.572
  1  0.668
  1  0.349
  1  0.303
  1  0.296
  1  0.345
  1  0.292
  0  0.416
  1  0.273
  0  0.508
  1  0.356
  1  0.318
  1  0.642
  0  0.576
  1  0.516
  0  0.879
  1  0.829
  1  0.393
  1  0.360
  1  0.546
  1  0.335
  1  1.007
  1  0.296
  1  0.352
  1  0.282
  0  1.864
  1  0.461
  1  0.352
  0  0.491
  1  0.463
  1  0.276
  1  0.370
  1  0.571
  1  0.437
  1  0.406
  1  0.294
  1  0.673
  1  0.330
  0  0.523
  0  0.437
  1  0.394
  1  1.039
  1  0.374
  1  0.541
  1  0.321
  1  0.369
  1  0.770
  1  0.501
  1  0.341
  1  0.381
  1  0.585
  1  0.408
  1  0.366
  1  0.747
  1  0.437
  0  0.734
  1  0.419
  1  0.594
  1  0.384
  1  0.372
  0  0.467
  1  0.638
  1  0.285
  1  0.442
  1  0.466
  1  0.350
  1  0.289
  1  0.639
  1  0.428
  0  0.462
  0  0.464
  0  0.570
  0  0.448
  1  0.306
  1  0.293
  1  0.445
  0  0.555
  1  0.502
  1  0.654
  1  0.637
  1  0.461
  1  0.349
  1  0.304
  1  0.796
  1  0.349
  0  0.444
  0  0.590
  1  0.673
  0  0.609
  0  0.395
  1  0.350
  0  0.509
  1  0.416
  1  0.318
  1  0.375
  1  0.299
  1  0.350
  1  0.370
  1  0.375
  1  0.733
  0  0.444
  1  0.406
  1  0.350
  1  0.335
  1  0.614
  1  0.576
  0  1.182
  1  0.389
  1  0.464
  1  0.403
  0  0.829
  1  0.290
  1  0.294
  1  0.315
  0  0.449
  0  0.596
  1  0.644
  1  0.427
  1  0.309
  0  0.523
  1  0.358
  1  0.352
  1  0.366
  1  0.771
  1  0.361
  1  0.481
  1  0.480
  0  0.678
  1  0.547
  0  0.559
  1  0.777
  1  0.481
  1  0.334
  1  0.335
  1  0.364
  1  0.329
  0  0.380
  0  0.727
  1  0.424
  1  0.373
  1  0.365
  0  0.876
  1  0.329
  1  0.847
  1  0.299
  0  0.482
  1  1.103
  0  0.477
  1  0.332
  0  0.386
  1  0.632
  0  0.459
  1  0.371
  1  0.418
  1  0.308
  1  0.757
  1  0.367
  1  0.325
  1  0.567
  1  0.323
  1  0.268
  1  0.316
  0  0.547
  1  0.353
  1  0.738
  1  0.700
  0  0.488
  1  0.273
  1  0.795
  0  0.450
  1  0.282
  0  0.749
  1  0.376
  1  0.335
  0  0.387
  1  0.529
  1  0.349
  1  0.334
  1  0.344
  1  0.341
  1  0.471
  1  0.379
  0  0.443
  1  0.280
  1  0.661
  0  0.393
  1  0.350
  1  0.258
  1  0.397
  1  0.351
  1  0.375
  1  0.543
  1  0.356
  0  0.593
  1  0.300
  1  0.301
  1  0.642
  0  0.793
  1  0.526
  0  0.384
  0  0.496
  0  0.488
  1  0.606
  1  0.337
  1  0.688
  1  0.521
  1  0.503
  1  0.309
  0  0.500
  1  0.429
  1  0.588
  1  0.345
  1  0.380
  1  0.466
  1  0.414
  1  0.317
  0  0.634
  0  0.585
  0  0.435
  0  0.626
  1  0.550
  1  0.325
  1  0.689
  1  0.454
  1  0.327
  1  0.373
  0  0.631
  1  0.491
  1  0.339
  1  0.305
  1  0.364
  1  0.363
  1  0.363
  0  0.697
  1  0.324
  1  0.304
  1  0.362
  1  0.373
  1  1.007
  1  0.402
  1  0.420
  1  0.498
  1  0.503
  1  0.444
  0  0.627
  1  0.342
  1  0.346
  0  0.868
  0  0.830
  1  0.708
  1  0.664
  1  0.381
  1  1.021
  1  0.471
  1  0.370
