  1  0.298
  1  0.456
  1  0.342
  1  0.544
  0  0.777
  1  0.323
  0  0.644
  1  0.469
  1  0.480
  1  0.291
  1  0.786
  1  0.369
  1  0.382
  1  0.360
  1  0.429
  1  0.376
  0  0.765
  1  0.468
  1  0.296
  1  0.318
  1  0.504
  1  1.129
  0  0.514
  1  0.415
  1  0.397
  0  0.839
  1  0.449
  1  0.680
  1  0.343
  1  0.630
  0  0.507
  1  0.349
  1  0.626
  0  0.476
  0  0.324
  1  0.424
  1  0.706
  0  0.426
  0  0.503
  1  0.337
  0  0.652
  1  0.368
  1  0.682
  0  0.604
  1  0.500
  1  0.340
  1  0.336
  0  0.429
  1  1.284
  1  0.273
  0  0.348
  0  0.503
  1  0.388
  0  0.402
  1  0.442
  1  0.605
  1  0.340
  0  0.425
  1  0.290
  0  0.381
  1  0.308
  1  0.366
  1  0.292
  1  0.627
  0  0.646
  1  0.414
  1  0.309
  1  0.623
  1  0.364
  1  0.523
  1  0.383
  1  0.340
  1  0.330
  1  0.293
  1  0.512
  1  0.365
  1  0.494
  0  0.420
  1  0.306
  1  0.280
  1  0.329
  1  0.297
  0  0.696
  1  0.390
  1  0.401
  1  0.346
  1  0.284
  1  0.316
  1  0.516
  1  0.360
  1  0.403
  1  0.495
  1  0.627
  1  0.350
  1  0.631
  1  0.353
  1  0.405
  1  0.338
  1  1.218
  0  0.643
  1  0.313
  1  0.393
  1  0.488
  0  0.789
  0  0.580
  1  0.557
  1  0.293
  0  0.396
  1  0.365
  1  0.343
  0  0.809
  1  0.397
  1  0.317
  1  0.291
  1  0.332
  0  0.642
  0  0.503
  1  0.289
  0  0.910
  0  0.576
  0  0.544
  1  0.311
  1  0.402
  1  0.341
  1  0.322
  1  0.741
  1  0.339
  1  0.610
  1  0.442
  0  0.480
  1  0.431
  1  0.308
  1  0.337
  1  0.288
  1  0.337
  0  0.562
  1  0.367
  1  0.485
  0  1.202
  1  0.451
  1  0.437
  1  0.312
  1  0.384
  1  0.362
  1  0.436
  1  0.393
  1  0.725
  1  0.382
  1  0.364
  1  0.384
  1  0.316
  1  0.477
  1  0.369
  1  0.334
  0  0.802
  1  0.361
  1  0.364
  0  0.776
  1  0.406
  1  0.392
  1  0.337
  1  0.593
  0  0.364
  1  0.395
  1  0.407
  0  0.420
  1  0.308
  1  0.826
  1  0.386
  0  0.832
  1  0.316
  1  0.366
  0  0.482
  0  0.350
  1  0.326
  1  0.388
  1  0.361
  1  0.326
  1  0.444
  1  0.308
  1  0.365
  1  0.436
  0  0.568
  1  0.474
  1  0.552
  1  0.313
  1  0.346
  0  0.418
  1  0.435
  0  0.594
  0  0.422
  1  0.502
  1  0.360
  1  0.527
  1  0.595
  1  0.437
  1  0.387
  1  0.535
  1  0.421
  1  0.479
  1  0.707
  1  0.397
  1  0.337
  1  0.436
  1  0.344
  1  0.341
  1  0.373
  1  0.360
  1  0.596
  1  0.377
  1  0.899
  1  0.328
  0  0.629
  1  0.374
  1  0.323
  0  0.854
  0  1.209
  0  0.533
  1  0.299
  1  0.360
  1  0.679
  0  0.619
  0  0.481
  1  0.617
  1  0.301
  0  0.381
  0  0.367
  0  0.946
  1  0.464
  0  0.707
  1  0.520
  0  0.613
  1  0.852
  1  0.349
  0  0.521
  1  0.330
  1  0.350
  1  0.347
  1  0.502
  1  0.294
  0  0.372
  1  0.316
  1  0.370
  1  0.363
  1  0.391
  0  0.745
  1  0.335
  1  0.476
  1  0.554
  1  0.827
  0  0.545
  1  0.429
  1  0.375
  1  0.522
