  1  0.497
  1  0.479
  1  0.602
  0  0.357
  1  0.696
  1  0.533
  1  0.791
  1  0.387
  1  0.577
  1  0.750
  1  0.602
  1  0.338
  1  0.949
  0  0.320
  1  0.370
  0  0.533
  0  0.421
  0  0.483
  0  0.450
  1  0.407
  1  0.389
  1  0.397
  1  0.473
  0  0.452
  1  0.526
  1  0.701
  0  0.409
  1  0.826
  1  1.526
  1  0.524
  0  0.578
  1  0.454
  1  0.513
  0  0.348
  1  0.474
  1  0.566
  0  0.551
  1  0.831
  1  0.345
  1  0.415
  1  0.419
  1  0.440
  1  0.396
  0  0.334
  1  0.428
  1  0.444
  1  0.523
  1  0.532
  0  0.530
  1  0.396
  0  0.791
  0  0.589
  1  0.315
  1  0.452
  0  0.332
  1  0.374
  1  0.435
  1  0.480
  1  1.648
  1  0.385
  1  0.523
  1  0.422
  1  0.451
  1  0.570
  1  0.346
  1  0.506
  1  0.429
  0  0.355
  1  0.426
  1  0.536
  1  0.548
  1  0.776
  1  0.826
  1  0.811
  0  0.361
  0  0.365
  1  1.259
  1  0.482
  1  0.614
  1  0.458
  1  0.739
  1  0.414
  1  0.698
  1  0.660
  1  0.414
  1  0.398
  1  0.327
  1  0.606
  1  0.654
  0  0.725
  1  0.638
  1  0.538
  1  0.429
  0  0.677
  1  0.327
  1  0.297
  0  0.493
  1  0.375
  1  0.352
  1  0.735
  1  0.737
  0  0.300
  0  0.405
  0  0.407
  0  0.327
  0  0.739
  1  0.348
  0  0.565
  1  0.386
  1  0.766
  1  0.452
  1  0.328
  1  0.406
  1  0.978
  1  0.404
  1  0.364
  1  0.372
  1  0.609
  0  0.607
  1  1.262
  1  0.396
  1  0.407
  0  0.436
  1  0.416
  1  0.584
  1  0.706
  1  0.363
  1  0.734
  1  0.947
  1  0.490
  1  0.353
  1  0.304
  1  0.370
  1  0.466
  0  0.589
  1  0.537
  0  0.483
  1  0.474
  1  0.764
  0  0.677
  1  0.797
  1  0.922
  0  0.642
  1  0.347
  1  0.425
  0  0.584
  1  0.698
  0  0.319
  1  0.498
  1  0.461
  1  0.667
  1  0.376
  1  0.527
  1  0.741
  1  0.385
  1  0.509
  0  0.618
  1  0.769
  1  0.399
  1  0.386
  1  0.411
  1  0.680
  1  0.526
  1  0.555
  0  0.414
  1  0.489
  1  0.386
  1  0.399
  0  0.362
  1  0.448
  1  0.465
  1  0.471
  1  0.476
  0  0.350
  1  0.341
  0  0.731
  1  0.577
  1  0.700
  1  0.339
  1  0.377
