102	0	2	1	1	2	7.02	2089	1192	49	44	1	1	2	1	529.59	0.35	0.37
102	0	2	1	1	4	18	2164	1226	51	50	1	1	2	1	571.98	0.34	0.34
102	0	2	1	1	6	28	2089	1007	49	47	1	1	2	1	452.88	0.35	0.36
102	0	2	1	1	8	43	1127	2039	12	11	0	0	1	1	490.93	0.68	0.69
102	0	2	1	1	10	50	1216	2218	18	17	0	0	1	1	620.92	0.61	0.63
102	0	2	1	1	12	58	2024	1031	16	10	1	0	1	0	1141.5	0.64	0.7
102	0	2	1	1	14	71	1031	2039	10	11	0	0	1	1	619.15	0.7	0.69
102	0	2	1	1	16	79	1202	2015	46	53	1	0	2	0	823.08	0.36	0.32
102	0	2	1	1	18	88	1052	1216	14	18	1	1	1	1	705.13	0.67	0.61
102	0	2	1	1	20	97	2212	1031	8	10	1	1	1	1	532.9	0.72	0.7
102	0	2	1	1	22	107	2248	2218	7	17	0	0	1	1	438.78	0.74	0.63
102	0	2	1	1	24	113	1007	2164	47	51	0	0	2	1	494.85	0.36	0.34
102	0	2	1	1	26	129	2212	2248	8	7	1	0	1	0	560.97	0.72	0.74
102	0	2	1	1	28	139	1052	1031	14	10	1	1	1	1	512.74	0.67	0.7
102	0	2	1	1	30	149	1007	2149	47	54	0	0	2	1	531.17	0.36	0.29
102	0	2	1	1	32	158	1226	1202	50	46	0	0	2	1	488.14	0.34	0.36
102	0	2	1	1	34	169	1127	2218	12	17	0	0	1	1	326.32	0.68	0.63
102	0	2	1	1	36	176	1027	1150	45	48	0	0	2	1	410.51	0.36	0.35
102	0	2	1	1	38	182	1150	1192	48	44	1	0	2	0	416.53	0.35	0.37
102	0	2	1	2	2	7.02	1052	1262	14	15	1	0	1	0	360.76	0.67	0.64
102	0	2	1	2	4	18	1192	2164	44	51	0	0	2	1	428.14	0.37	0.34
102	0	2	1	2	6	28	1027	2164	45	51	0	0	2	1	417.36	0.36	0.34
102	0	2	1	2	8	43	1013	2058	6	56	1	0	4	0	505.4	0.78	0.26
102	0	2	1	2	10	50	1202	1192	46	44	1	1	2	1	514.56	0.36	0.37
102	0	2	1	2	12	58	2089	1027	49	45	1	0	2	0	505.93	0.35	0.36
102	0	2	1	2	14	71	1150	2015	48	53	1	0	2	0	508.65	0.35	0.32
102	0	2	1	2	16	79	1226	1150	50	48	0	1	2	0	466.73	0.34	0.35
102	0	2	1	2	18	88	2039	1216	11	18	1	1	1	1	369.6	0.69	0.61
102	0	2	1	2	20	97	2110	2209	55	5	0	0	4	1	376.55	0.28	0.8
102	0	2	1	2	22	107	2006	2218	13	17	0	0	1	1	495.02	0.68	0.63
102	0	2	1	2	24	113	1027	2240	45	43	0	0	2	1	476.08	0.36	0.38
102	0	2	1	2	26	129	1192	2149	44	54	0	0	2	1	513	0.37	0.29
102	0	2	1	2	28	139	1007	1150	47	48	0	0	2	1	606.43	0.36	0.35
102	0	2	1	2	30	149	1202	1007	46	47	1	0	2	0	462.37	0.36	0.36
102	0	2	1	2	32	158	2149	2015	54	53	1	1	2	1	465.18	0.29	0.32
102	0	2	1	2	34	169	1202	1027	46	45	1	0	2	0	445	0.36	0.36
102	0	2	1	2	36	176	1027	2149	45	54	0	0	2	1	425.03	0.36	0.29
102	0	2	1	2	38	182	2248	2181	7	9	0	0	1	1	672.73	0.74	0.7
102	0	2	2	1	2	8.03	1216	2181	18	9	0	0	1	1	384.98	0.61	0.7
102	0	2	2	1	4	14	2212	2248	8	7	1	0	1	0	441.05	0.72	0.74
102	0	2	2	1	6	21	2164	1027	51	45	1	1	2	1	587.72	0.34	0.36
102	0	2	2	1	8	34	1127	2181	12	9	0	0	1	1	427.87	0.68	0.7
102	0	2	2	1	10	42	2110	1013	55	6	0	0	4	1	569.25	0.28	0.78
102	0	2	2	1	12	51	1216	1052	18	14	0	0	1	1	526.26	0.61	0.67
102	0	2	2	1	14	58	2240	1007	43	47	1	1	2	1	543.74	0.38	0.36
102	0	2	2	1	16	70	2015	2149	53	54	0	0	2	1	360	0.32	0.29
102	0	2	2	1	18	82	1027	2240	45	43	0	0	2	1	426.29	0.36	0.38
102	0	2	2	1	20	91	1226	1202	50	46	0	0	2	1	645.79	0.34	0.36
102	0	2	2	1	22	99	2248	2181	7	9	0	0	1	1	687.19	0.74	0.7
102	0	2	2	1	24	111	1007	1202	47	46	0	0	2	1	1078.5	0.36	0.36
102	0	2	2	1	26	121	2089	1226	49	50	1	1	2	1	696.91	0.35	0.34
102	0	2	2	1	28	128	2209	2058	5	56	1	0	4	0	776.9	0.8	0.26
102	0	2	2	1	30	136	2039	1262	11	15	1	1	1	1	509.95	0.69	0.64
102	0	2	2	1	32	143	1127	2039	12	11	0	0	1	1	577.41	0.68	0.69
102	0	2	2	1	34	151	2248	2039	7	11	0	0	1	1	647.99	0.74	0.69
102	0	2	2	1	36	168	1027	1150	45	48	0	0	2	1	633.91	0.36	0.35
102	0	2	2	1	38	179	2089	1027	49	45	1	1	2	1	651.25	0.35	0.36
102	0	2	2	2	2	5.01	2058	1013	56	6	0	1	4	0	499.43	0.26	0.78
102	0	2	2	2	4	16	2149	1192	54	44	1	1	2	1	437.58	0.29	0.37
102	0	2	2	2	6	25	1031	2039	10	11	0	0	1	1	407.06	0.7	0.69
102	0	2	2	2	8	32	1027	2149	45	54	0	0	2	1	437.02	0.36	0.29
102	0	2	2	2	10	40	1031	2218	10	17	0	0	1	1	407.6	0.7	0.63
102	0	2	2	2	12	49	2089	1007	49	47	1	1	2	1	452.15	0.35	0.36
102	0	2	2	2	14	56	1216	2024	18	16	0	0	1	1	407.1	0.61	0.64
102	0	2	2	2	16	66	2218	1127	17	12	1	1	1	1	413.01	0.63	0.68
102	0	2	2	2	18	76	1204	2149	52	54	0	0	2	1	464.77	0.33	0.29
102	0	2	2	2	20	86	1192	2240	44	43	0	0	2	1	408.19	0.37	0.38
