StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 3.444762e-01	 3.433210e-01	 3.182674e-01	 42	 42	 42	 3	 7	 10	 0
2	 2.345048e-01	 2.299454e-01	 2.142756e-01	 53	 53	 51	 1	 9	 10	 0
3	 1.404977e-01	 1.382147e-01	 1.200772e-01	 58	 58	 58	 1	 9	 10	 0
4	 8.614992e-01	 8.627897e-01	 8.358412e-01	 3	 4	 3	 10	 0	 10	 0
5	 4.098183e-01	 4.078497e-01	 3.870908e-01	 39	 39	 39	 5	 5	 10	 0
6	 2.642799e-01	 2.357631e-01	 2.233786e-01	 47	 52	 50	 3	 6	 9	 1
7	 2.989887e-01	 2.973670e-01	 2.781903e-01	 44	 43	 43	 3	 7	 10	 0
8	 3.559540e-01	 3.561959e-01	 3.367850e-01	 41	 40	 41	 3	 7	 10	 0
9	 5.777169e-01	 5.788478e-01	 5.567878e-01	 25	 26	 24	 6	 4	 10	 0
10	 6.619633e-01	 6.667940e-01	 6.332077e-01	 15	 15	 15	 6	 4	 10	 0
11	 4.735214e-01	 4.693349e-01	 4.522419e-01	 33	 34	 33	 5	 5	 10	 0
12	 2.292536e-01	 2.270442e-01	 2.054959e-01	 54	 54	 54	 2	 8	 10	 0
13	 5.468382e-01	 5.453347e-01	 5.243062e-01	 29	 29	 28	 5	 5	 10	 0
14	 4.482230e-01	 4.473955e-01	 4.312001e-01	 36	 36	 36	 4	 6	 10	 0
15	 2.655310e-01	 2.660985e-01	 2.473029e-01	 46	 45	 46	 1	 9	 10	 0
16	 2.394511e-01	 2.436977e-01	 2.029286e-01	 51	 49	 55	 2	 7	 9	 1
17	 1.858226e-01	 1.850238e-01	 1.481991e-01	 56	 56	 56	 1	 8	 9	 1
18	 5.522581e-01	 5.508489e-01	 5.352314e-01	 28	 28	 26	 6	 4	 10	 0
19	 2.348633e-01	 2.359359e-01	 2.141496e-01	 52	 51	 52	 1	 9	 10	 0
20	 2.518293e-01	 2.504329e-01	 2.260371e-01	 49	 48	 48	 2	 8	 10	 0
21	 4.731873e-01	 4.756651e-01	 4.507407e-01	 34	 33	 34	 5	 5	 10	 0
22	 5.252137e-01	 5.264921e-01	 5.024083e-01	 30	 30	 29	 5	 5	 10	 0
23	 2.440975e-01	 2.417405e-01	 2.256543e-01	 50	 50	 49	 2	 8	 10	 0
24	 5.899193e-01	 5.893089e-01	 5.644829e-01	 24	 25	 23	 7	 3	 10	 0
25	 4.928462e-01	 4.978735e-01	 4.648545e-01	 32	 32	 32	 4	 6	 10	 0
26	 2.888288e-01	 2.899120e-01	 2.704205e-01	 45	 44	 44	 2	 8	 10	 0
27	 1.743727e-01	 1.802043e-01	 1.462667e-01	 57	 57	 57	 0	 10	 10	 0
28	 4.649116e-01	 4.650344e-01	 4.391003e-01	 35	 35	 35	 6	 4	 10	 0
29	 3.030763e-01	 2.523645e-01	 2.537018e-01	 43	 47	 45	 2	 7	 9	 1
30	 1.297191e-01	 1.289601e-01	 1.105534e-01	 59	 59	 59	 0	 10	 10	 0
31	 6.137252e-01	 5.997245e-01	 5.414550e-01	 23	 23	 25	 5	 4	 9	 1
32	 8.061848e-01	 8.065695e-01	 7.879156e-01	 7	 7	 6	 7	 3	 10	 0
33	 7.169830e-01	 7.267050e-01	 6.388019e-01	 14	 12	 14	 7	 2	 9	 1
34	 6.335336e-01	 6.303725e-01	 6.135930e-01	 17	 17	 17	 8	 2	 10	 0
35	 2.574141e-01	 2.576790e-01	 2.379038e-01	 48	 46	 47	 2	 8	 10	 0
36	 4.151661e-01	 4.156691e-01	 3.884321e-01	 38	 38	 38	 5	 5	 10	 0
37	 2.268522e-01	 2.261543e-01	 2.074785e-01	 55	 55	 53	 1	 9	 10	 0
38	 7.829660e-01	 7.872185e-01	 7.603490e-01	 9	 8	 8	 8	 2	 10	 0
39	 5.559718e-01	 5.525616e-01	 5.315197e-01	 27	 27	 27	 5	 5	 10	 0
40	 6.258585e-01	 6.217845e-01	 6.009726e-01	 18	 20	 18	 7	 3	 10	 0
