StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 2.791510e-01	 2.790706e-01	 2.759076e-01	 49	 48	 48	 3	 7	 10	 0
2	 6.997364e-01	 6.994593e-01	 6.956528e-01	 14	 14	 14	 8	 2	 10	 0
3	 5.444798e-01	 5.446215e-01	 5.400645e-01	 29	 29	 29	 5	 5	 10	 0
4	 1.229348e-01	 1.245691e-01	 1.157323e-01	 59	 59	 60	 0	 10	 10	 0
5	 4.845918e-01	 5.031735e-01	 4.396661e-01	 31	 30	 35	 5	 4	 9	 1
6	 1.424595e-01	 1.441544e-01	 1.357810e-01	 57	 57	 57	 0	 10	 10	 0
7	 2.852768e-01	 2.854650e-01	 2.819496e-01	 48	 47	 47	 2	 8	 10	 0
8	 3.937844e-01	 3.935267e-01	 3.898579e-01	 39	 39	 39	 4	 6	 10	 0
9	 1.754075e-01	 1.754595e-01	 1.716990e-01	 53	 53	 53	 0	 10	 10	 0
10	 6.449818e-01	 6.449703e-01	 6.412782e-01	 24	 24	 24	 7	 3	 10	 0
11	 8.139982e-01	 8.139600e-01	 8.039613e-01	 4	 4	 4	 9	 1	 10	 0
12	 1.525974e-01	 1.510597e-01	 1.467170e-01	 56	 56	 56	 0	 10	 10	 0
13	 2.908038e-01	 2.721361e-01	 2.602141e-01	 47	 49	 49	 2	 7	 9	 1
14	 7.133783e-01	 7.117857e-01	 7.069305e-01	 13	 13	 13	 9	 1	 10	 0
15	 2.995550e-01	 2.995469e-01	 2.957890e-01	 44	 44	 44	 2	 8	 10	 0
16	 2.304097e-01	 2.318719e-01	 2.229807e-01	 51	 51	 51	 0	 10	 10	 0
17	 3.518429e-01	 3.521192e-01	 3.477324e-01	 42	 42	 42	 4	 6	 10	 0
18	 4.491821e-01	 4.491527e-01	 4.454957e-01	 35	 35	 34	 5	 5	 10	 0
19	 1.598861e-01	 1.599934e-01	 1.559942e-01	 55	 55	 55	 1	 9	 10	 0
20	 6.500307e-01	 6.499119e-01	 6.461564e-01	 23	 23	 23	 7	 3	 10	 0
21	 4.128782e-01	 4.128062e-01	 4.090637e-01	 38	 38	 38	 5	 5	 10	 0
