StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 3.959056e-01	 3.958641e-01	 3.902675e-01	 38	 38	 37	 4	 6	 10	 0
2	 2.488784e-01	 2.495752e-01	 2.414462e-01	 49	 49	 49	 1	 9	 10	 0
3	 4.175375e-01	 4.162108e-01	 4.093801e-01	 36	 36	 35	 4	 6	 10	 0
4	 4.480436e-01	 4.504413e-01	 4.369084e-01	 34	 34	 34	 3	 7	 10	 0
5	 3.746804e-01	 3.730679e-01	 3.666504e-01	 43	 43	 43	 4	 6	 10	 0
6	 1.489523e-01	 1.487018e-01	 1.434932e-01	 58	 58	 58	 1	 9	 10	 0
7	 3.621401e-01	 3.628835e-01	 3.539481e-01	 44	 44	 44	 2	 8	 10	 0
8	 -3.842612e-02	 -3.978363e-02	 -4.573955e-02	 60	 60	 60	 0	 10	 10	 0
9	 3.921109e-01	 3.921679e-01	 3.864395e-01	 39	 39	 39	 4	 6	 10	 0
10	 2.142133e-01	 2.142823e-01	 2.085521e-01	 51	 51	 51	 1	 9	 10	 0
11	 6.640257e-01	 6.643649e-01	 6.586623e-01	 18	 18	 18	 8	 2	 10	 0
12	 1.822638e-01	 1.823873e-01	 1.761597e-01	 54	 54	 54	 1	 9	 10	 0
13	 4.304210e-01	 4.450563e-01	 3.880119e-01	 35	 35	 38	 3	 6	 9	 1
14	 2.453445e-01	 2.451745e-01	 2.399814e-01	 50	 50	 50	 2	 8	 10	 0
15	 1.786070e-01	 1.785145e-01	 1.736154e-01	 56	 56	 56	 2	 8	 10	 0
16	 1.800792e-01	 1.802673e-01	 1.747890e-01	 55	 55	 55	 1	 9	 10	 0
17	 1.981226e-01	 1.982943e-01	 1.923427e-01	 52	 52	 52	 1	 9	 10	 0
18	 1.969550e-01	 1.967831e-01	 1.915385e-01	 53	 53	 53	 0	 10	 10	 0
19	 4.839619e-01	 4.840976e-01	 4.735762e-01	 31	 31	 31	 5	 5	 10	 0
20	 7.083226e-01	 7.096177e-01	 6.998316e-01	 14	 14	 14	 8	 2	 10	 0
21	 1.751904e-01	 1.638857e-01	 1.520136e-01	 57	 57	 57	 0	 9	 9	 1
