StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 3.655016e-01	 3.678634e-01	 3.430431e-01	 38	 38	 38	 4	 6	 10	 0
2	 2.653825e-01	 2.639200e-01	 2.442121e-01	 49	 50	 49	 2	 8	 10	 0
3	 5.005315e-01	 5.024663e-01	 4.740075e-01	 30	 30	 30	 5	 5	 10	 0
4	 4.418663e-01	 4.419973e-01	 4.260955e-01	 32	 32	 32	 4	 6	 10	 0
5	 2.216828e-01	 2.218561e-01	 2.009306e-01	 54	 53	 54	 2	 8	 10	 0
6	 2.224076e-01	 2.213609e-01	 2.042684e-01	 53	 54	 53	 1	 9	 10	 0
7	 2.471391e-01	 2.477646e-01	 2.295809e-01	 52	 52	 51	 2	 8	 10	 0
8	 2.725132e-01	 2.730013e-01	 2.555655e-01	 47	 47	 47	 3	 7	 10	 0
9	 4.130018e-01	 4.129611e-01	 3.880316e-01	 34	 35	 35	 5	 5	 10	 0
10	 4.410085e-01	 4.384441e-01	 4.191087e-01	 33	 33	 33	 4	 6	 10	 0
11	 3.253417e-01	 3.243074e-01	 3.049359e-01	 41	 41	 41	 1	 9	 10	 0
12	 6.972399e-02	 7.250889e-02	 4.923771e-02	 60	 60	 60	 0	 10	 10	 0
13	 3.527953e-01	 3.529425e-01	 3.368160e-01	 39	 39	 39	 3	 7	 10	 0
14	 5.733731e-01	 5.786084e-01	 5.475178e-01	 25	 25	 24	 7	 3	 10	 0
15	 3.394135e-01	 3.388484e-01	 3.195858e-01	 40	 40	 40	 2	 8	 10	 0
16	 1.789941e-01	 1.446815e-01	 1.461327e-01	 57	 58	 58	 1	 8	 9	 1
17	 3.216128e-01	 3.225651e-01	 3.036110e-01	 42	 42	 42	 3	 7	 10	 0
18	 2.940015e-01	 2.947433e-01	 2.749692e-01	 45	 45	 46	 3	 7	 10	 0
19	 2.927374e-01	 2.897458e-01	 2.755201e-01	 46	 46	 45	 4	 6	 10	 0
20	 1.176628e-01	 1.207519e-01	 9.740995e-02	 59	 59	 59	 1	 9	 10	 0
21	 4.121987e-01	 4.147171e-01	 3.906747e-01	 35	 34	 34	 4	 6	 10	 0
22	 1.834552e-01	 1.836408e-01	 1.672141e-01	 56	 56	 56	 0	 10	 10	 0
23	 1.677358e-01	 1.709219e-01	 1.471830e-01	 58	 57	 57	 1	 9	 10	 0
24	 5.605633e-01	 5.538161e-01	 4.961859e-01	 26	 27	 27	 5	 4	 9	 1
25	 3.117555e-01	 3.108966e-01	 2.937930e-01	 43	 43	 43	 2	 8	 10	 0
26	 2.207599e-01	 2.187353e-01	 1.987858e-01	 55	 55	 55	 1	 9	 10	 0
27	 3.045471e-01	 3.049274e-01	 2.778492e-01	 44	 44	 44	 3	 7	 10	 0
28	 3.899287e-01	 3.899095e-01	 3.693709e-01	 37	 37	 36	 4	 6	 10	 0
29	 2.524204e-01	 2.541411e-01	 2.295263e-01	 51	 51	 52	 2	 8	 10	 0
30	 3.912877e-01	 3.914140e-01	 3.693004e-01	 36	 36	 37	 4	 6	 10	 0
31	 5.450741e-01	 5.460328e-01	 5.210453e-01	 27	 28	 26	 5	 5	 10	 0
32	 8.036389e-01	 8.041026e-01	 7.823987e-01	 8	 8	 7	 9	 1	 10	 0
33	 8.160714e-01	 8.136036e-01	 7.865714e-01	 7	 7	 6	 9	 1	 10	 0
34	 6.745872e-01	 6.742718e-01	 6.570303e-01	 17	 17	 17	 7	 3	 10	 0
35	 2.722078e-01	 2.704888e-01	 2.543334e-01	 48	 48	 48	 2	 8	 10	 0
36	 5.141363e-01	 5.135961e-01	 4.895312e-01	 29	 29	 28	 5	 5	 10	 0
37	 5.998899e-01	 5.999754e-01	 5.838067e-01	 24	 23	 22	 7	 3	 10	 0
38	 7.428908e-01	 7.411590e-01	 7.212970e-01	 12	 12	 12	 8	 2	 10	 0
39	 8.500218e-01	 8.503745e-01	 8.291880e-01	 5	 5	 4	 9	 1	 10	 0
40	 8.693771e-01	 8.947979e-01	 7.802263e-01	 3	 3	 8	 9	 0	 9	 1
41	 4.824479e-01	 4.825552e-01	 4.668263e-01	 31	 31	 31	 4	 6	 10	 0
42	 6.122083e-01	 6.128828e-01	 5.920615e-01	 22	 22	 21	 7	 3	 10	 0
43	 7.635609e-01	 7.626672e-01	 7.426210e-01	 11	 11	 11	 8	 2	 10	 0
44	 7.844149e-01	 7.832940e-01	 7.649596e-01	 9	 9	 9	 9	 1	 10	 0
45	 6.555791e-01	 6.526180e-01	 6.367617e-01	 19	 19	 19	 7	 3	 10	 0
46	 6.291124e-01	 6.325760e-01	 5.561208e-01	 21	 20	 23	 5	 4	 9	 1
47	 5.419059e-01	 5.766455e-01	 4.825155e-01	 28	 26	 29	 6	 3	 9	 1
48	 7.244514e-01	 7.243645e-01	 7.079756e-01	 15	 15	 15	 8	 2	 10	 0
49	 7.316286e-01	 7.286938e-01	 7.105177e-01	 14	 14	 14	 8	 2	 10	 0
50	 7.382160e-01	 7.386385e-01	 7.210439e-01	 13	 13	 13	 8	 2	 10	 0
51	 8.265244e-01	 8.297122e-01	 8.071368e-01	 6	 6	 5	 9	 1	 10	 0
52	 6.325080e-01	 6.315873e-01	 6.086930e-01	 20	 21	 20	 7	 3	 10	 0
53	 9.108120e-01	 9.112944e-01	 8.868072e-01	 2	 2	 2	 9	 1	 10	 0
54	 9.793500e-01	 9.765148e-01	 9.578033e-01	 1	 1	 1	 10	 0	 10	 0
55	 2.638233e-01	 2.648093e-01	 2.424534e-01	 50	 49	 50	 2	 8	 10	 0
56	 7.731735e-01	 7.748705e-01	 7.515592e-01	 10	 10	 10	 8	 2	 10	 0
57	 8.605181e-01	 8.606288e-01	 8.433915e-01	 4	 4	 3	 9	 1	 10	 0
58	 6.615155e-01	 6.616286e-01	 6.454287e-01	 18	 18	 18	 8	 2	 10	 0
59	 6.041353e-01	 5.794125e-01	 5.305403e-01	 23	 24	 25	 4	 5	 9	 1
