StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 2.264987e-01	 1.780872e-01	 1.947096e-01	 51	 53	 51	 2	 7	 9	 1
2	 5.829378e-01	 5.832222e-01	 5.727407e-01	 22	 22	 22	 6	 4	 10	 0
3	 6.611765e-01	 6.612503e-01	 6.513419e-01	 15	 15	 15	 6	 4	 10	 0
4	 7.448985e-01	 7.446432e-01	 7.346876e-01	 10	 11	 10	 8	 2	 10	 0
5	 4.717339e-01	 4.753532e-01	 4.555437e-01	 32	 32	 32	 5	 5	 10	 0
6	 1.663175e-01	 1.653573e-01	 1.505109e-01	 55	 55	 55	 1	 9	 10	 0
7	 4.931307e-01	 4.994942e-01	 4.424269e-01	 30	 30	 36	 3	 6	 9	 1
8	 4.118414e-01	 4.125659e-01	 4.020572e-01	 40	 40	 39	 3	 7	 10	 0
9	 5.176744e-01	 5.178520e-01	 5.071711e-01	 29	 29	 28	 5	 5	 10	 0
10	 6.442775e-01	 6.450241e-01	 6.314186e-01	 18	 19	 18	 7	 3	 10	 0
11	 9.394334e-01	 9.404720e-01	 9.272393e-01	 2	 2	 2	 10	 0	 10	 0
12	 4.117980e-01	 4.114368e-01	 4.017441e-01	 41	 41	 40	 4	 6	 10	 0
13	 6.533014e-01	 6.533839e-01	 6.407758e-01	 17	 17	 17	 6	 4	 10	 0
14	 9.288936e-01	 9.297301e-01	 9.160338e-01	 3	 3	 3	 10	 0	 10	 0
15	 8.398828e-01	 8.404378e-01	 8.297242e-01	 6	 6	 6	 9	 1	 10	 0
16	 1.751065e-01	 1.746476e-01	 1.637909e-01	 54	 54	 54	 1	 9	 10	 0
17	 2.006949e-01	 1.964536e-01	 1.899489e-01	 52	 51	 52	 2	 8	 10	 0
18	 5.326193e-01	 5.336519e-01	 5.224958e-01	 27	 27	 27	 6	 4	 10	 0
19	 3.413737e-01	 3.409420e-01	 3.330390e-01	 45	 45	 45	 4	 6	 10	 0
20	 7.697511e-01	 7.696509e-01	 7.601526e-01	 7	 8	 7	 8	 2	 10	 0
21	 4.464766e-01	 4.500247e-01	 4.293489e-01	 38	 37	 38	 3	 7	 10	 0
22	 4.682915e-01	 4.687283e-01	 4.565733e-01	 33	 33	 30	 5	 5	 10	 0
23	 4.732083e-01	 4.762839e-01	 4.563709e-01	 31	 31	 31	 4	 6	 10	 0
