StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 2.430919e-01	 2.425118e-01	 2.191792e-01	 52	 52	 51	 2	 8	 10	 0
2	 8.237510e-01	 8.231472e-01	 7.998399e-01	 2	 2	 2	 10	 0	 10	 0
3	 6.033474e-01	 5.989273e-01	 5.730786e-01	 21	 22	 21	 6	 4	 10	 0
4	 6.302575e-01	 6.325722e-01	 5.961900e-01	 17	 17	 17	 7	 3	 10	 0
5	 2.154853e-01	 2.121992e-01	 1.836651e-01	 53	 55	 55	 1	 9	 10	 0
6	 9.816237e-02	 9.426937e-02	 6.520735e-02	 60	 60	 60	 1	 9	 10	 0
7	 6.177252e-01	 6.238230e-01	 5.780981e-01	 19	 18	 20	 6	 4	 10	 0
8	 9.344639e-01	 9.317871e-01	 9.045160e-01	 1	 1	 1	 10	 0	 10	 0
9	 5.345004e-01	 5.349582e-01	 5.051375e-01	 28	 28	 27	 5	 5	 10	 0
10	 3.453614e-01	 3.460396e-01	 3.051348e-01	 47	 47	 49	 3	 7	 10	 0
11	 7.273751e-01	 7.298040e-01	 6.307389e-01	 7	 7	 14	 7	 2	 9	 1
12	 6.470845e-01	 6.478114e-01	 6.246567e-01	 15	 15	 15	 7	 3	 10	 0
13	 3.726549e-01	 3.760879e-01	 3.372473e-01	 44	 44	 43	 3	 7	 10	 0
14	 8.117923e-01	 8.134509e-01	 7.872925e-01	 3	 3	 3	 9	 1	 10	 0
15	 3.733003e-01	 3.904292e-01	 3.141572e-01	 43	 43	 47	 2	 7	 9	 1
16	 3.439235e-01	 3.411017e-01	 3.175328e-01	 48	 48	 46	 3	 7	 10	 0
17	 6.975438e-01	 6.978960e-01	 6.758861e-01	 11	 12	 8	 8	 2	 10	 0
18	 1.789725e-01	 1.793144e-01	 1.570954e-01	 58	 57	 56	 1	 9	 10	 0
19	 2.783741e-01	 2.769320e-01	 2.465443e-01	 50	 50	 50	 2	 8	 10	 0
20	 7.089826e-01	 7.088777e-01	 6.856418e-01	 9	 9	 6	 7	 3	 10	 0
21	 2.151748e-01	 2.152684e-01	 1.936142e-01	 54	 54	 53	 2	 8	 10	 0
22	 2.484391e-01	 2.460335e-01	 2.169993e-01	 51	 51	 52	 2	 8	 10	 0
23	 6.403879e-01	 6.385378e-01	 6.123661e-01	 16	 16	 16	 7	 3	 10	 0
24	 7.582451e-01	 7.571588e-01	 7.293338e-01	 6	 6	 4	 9	 1	 10	 0
25	 4.424409e-01	 4.418534e-01	 4.191161e-01	 39	 38	 38	 4	 6	 10	 0
26	 4.245615e-01	 4.273272e-01	 3.917704e-01	 40	 40	 39	 3	 7	 10	 0
27	 2.129641e-01	 2.158876e-01	 1.858612e-01	 55	 53	 54	 1	 9	 10	 0
28	 5.811032e-01	 5.784717e-01	 5.464941e-01	 24	 25	 23	 6	 4	 10	 0
29	 7.645445e-01	 7.743150e-01	 6.648090e-01	 5	 5	 9	 7	 2	 9	 1
30	 4.586641e-01	 4.571083e-01	 4.345630e-01	 36	 36	 34	 5	 5	 10	 0
31	 4.867014e-01	 4.899105e-01	 4.526024e-01	 33	 32	 33	 5	 5	 10	 0
32	 6.826763e-01	 6.837826e-01	 6.575671e-01	 13	 13	 12	 8	 2	 10	 0
33	 4.098137e-01	 4.104906e-01	 3.861288e-01	 42	 42	 41	 4	 6	 10	 0
34	 5.813408e-01	 5.785508e-01	 5.530707e-01	 23	 24	 22	 6	 4	 10	 0
35	 2.004288e-01	 1.452682e-01	 1.430163e-01	 56	 58	 58	 1	 7	 8	 2
36	 7.211839e-01	 7.224809e-01	 6.883006e-01	 8	 8	 5	 8	 2	 10	 0
37	 1.876164e-01	 1.844604e-01	 1.552909e-01	 57	 56	 57	 1	 9	 10	 0
38	 4.519950e-01	 4.539101e-01	 4.251186e-01	 37	 37	 35	 5	 5	 10	 0
39	 4.778351e-01	 4.779076e-01	 4.545935e-01	 34	 33	 32	 5	 5	 10	 0
40	 3.507848e-01	 3.509603e-01	 3.279753e-01	 46	 46	 45	 3	 7	 10	 0
41	 4.231623e-01	 4.199733e-01	 3.882705e-01	 41	 41	 40	 4	 6	 10	 0
42	 6.215585e-01	 6.197563e-01	 5.948685e-01	 18	 19	 18	 7	 3	 10	 0
43	 5.695331e-01	 5.682152e-01	 5.379041e-01	 25	 26	 24	 6	 4	 10	 0
44	 5.105360e-01	 5.090825e-01	 4.759869e-01	 31	 31	 31	 6	 4	 10	 0
45	 5.573245e-01	 5.923173e-01	 4.781093e-01	 26	 23	 30	 5	 4	 9	 1
46	 3.623489e-01	 3.609435e-01	 3.353325e-01	 45	 45	 44	 3	 7	 10	 0
47	 3.351649e-01	 3.383557e-01	 3.085422e-01	 49	 49	 48	 3	 7	 10	 0
48	 6.070245e-01	 6.073203e-01	 5.825098e-01	 20	 20	 19	 6	 4	 10	 0
49	 5.883154e-01	 5.997618e-01	 5.078171e-01	 22	 21	 26	 5	 4	 9	 1
50	 5.226425e-01	 5.222709e-01	 4.998246e-01	 29	 29	 28	 5	 5	 10	 0
51	 5.118173e-01	 5.107608e-01	 4.837478e-01	 30	 30	 29	 6	 4	 10	 0
52	 4.916992e-01	 4.656366e-01	 4.209899e-01	 32	 34	 37	 4	 5	 9	 1
53	 4.608403e-01	 4.629946e-01	 4.219524e-01	 35	 35	 36	 4	 6	 10	 0
54	 6.952087e-01	 6.992247e-01	 6.623148e-01	 12	 11	 10	 7	 3	 10	 0
55	 1.094402e-01	 1.087604e-01	 8.511504e-02	 59	 59	 59	 0	 10	 10	 0
56	 6.783653e-01	 6.812291e-01	 6.481214e-01	 14	 14	 13	 8	 2	 10	 0
57	 5.506784e-01	 5.500596e-01	 5.193747e-01	 27	 27	 25	 5	 5	 10	 0
58	 4.436391e-01	 4.289414e-01	 3.823169e-01	 38	 39	 42	 4	 5	 9	 1
59	 7.038718e-01	 7.022657e-01	 6.608455e-01	 10	 10	 11	 7	 3	 10	 0
60	 7.737777e-01	 8.005064e-01	 6.787596e-01	 4	 4	 7	 8	 1	 9	 1
