StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
46	 5.989390e-01	 5.962136e-01	 5.964242e-01	 23	 23	 23	 6	 4	 10	 0
47	 3.905604e-01	 3.904710e-01	 3.882089e-01	 42	 43	 42	 3	 7	 10	 0
48	 7.170303e-01	 7.171932e-01	 7.142924e-01	 8	 8	 8	 7	 3	 10	 0
49	 5.378728e-01	 5.373399e-01	 5.357515e-01	 28	 29	 28	 5	 5	 10	 0
50	 5.078854e-01	 5.085645e-01	 5.052880e-01	 32	 31	 32	 5	 5	 10	 0
51	 7.330369e-01	 7.328569e-01	 7.310384e-01	 5	 5	 5	 9	 1	 10	 0
52	 7.041870e-01	 7.039890e-01	 7.020637e-01	 11	 11	 11	 8	 2	 10	 0
53	 6.951205e-01	 6.973061e-01	 6.900923e-01	 13	 13	 14	 8	 2	 10	 0
54	 7.307799e-01	 7.306202e-01	 7.284813e-01	 6	 6	 6	 8	 2	 10	 0
55	 4.129233e-01	 4.107336e-01	 4.100976e-01	 41	 41	 41	 4	 6	 10	 0
56	 5.764489e-01	 5.763027e-01	 5.744221e-01	 25	 25	 25	 7	 3	 10	 0
57	 7.070065e-01	 7.065053e-01	 7.051875e-01	 9	 10	 9	 8	 2	 10	 0
58	 4.266097e-01	 4.265793e-01	 4.213395e-01	 40	 40	 40	 5	 5	 10	 0
59	 5.660507e-01	 5.659462e-01	 5.637946e-01	 26	 26	 26	 6	 4	 10	 0
60	 6.912244e-01	 6.914177e-01	 6.886376e-01	 15	 15	 15	 7	 3	 10	 0
