StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 3.325115e-01	 3.323475e-01	 3.297725e-01	 47	 47	 47	 3	 7	 10	 0
2	 3.853566e-01	 3.853116e-01	 3.827932e-01	 39	 40	 39	 4	 6	 10	 0
3	 2.740356e-01	 2.723423e-01	 2.697798e-01	 52	 52	 52	 3	 7	 10	 0
4	 7.416263e-01	 7.430429e-01	 7.361273e-01	 5	 5	 5	 7	 3	 10	 0
5	 3.891326e-01	 3.904467e-01	 3.838052e-01	 38	 38	 38	 3	 7	 10	 0
6	 1.056093e-01	 1.038957e-01	 1.009559e-01	 60	 60	 60	 0	 10	 10	 0
7	 2.106435e-01	 2.104717e-01	 2.074228e-01	 56	 56	 55	 1	 9	 10	 0
8	 2.493401e-01	 2.492762e-01	 2.463864e-01	 53	 53	 53	 2	 8	 10	 0
9	 5.052114e-01	 5.055409e-01	 5.022060e-01	 32	 32	 32	 5	 5	 10	 0
10	 5.912747e-01	 5.909895e-01	 5.883075e-01	 23	 23	 22	 6	 4	 10	 0
11	 5.829810e-01	 5.816575e-01	 5.783809e-01	 25	 25	 25	 6	 4	 10	 0
12	 2.126477e-01	 2.141070e-01	 2.073040e-01	 55	 55	 56	 1	 9	 10	 0
13	 3.656020e-01	 3.666866e-01	 3.600501e-01	 42	 42	 41	 3	 7	 10	 0
14	 1.926209e-01	 1.927479e-01	 1.896150e-01	 58	 57	 57	 2	 8	 10	 0
15	 2.358469e-01	 2.361975e-01	 2.324433e-01	 54	 54	 54	 2	 8	 10	 0
16	 5.581091e-01	 5.580437e-01	 5.550905e-01	 29	 29	 29	 6	 4	 10	 0
17	 3.834639e-01	 3.836318e-01	 3.810505e-01	 40	 41	 40	 4	 6	 10	 0
18	 5.871711e-01	 5.855269e-01	 5.823375e-01	 24	 24	 24	 6	 4	 10	 0
19	 3.091892e-01	 3.094938e-01	 3.065437e-01	 50	 50	 50	 3	 7	 10	 0
20	 2.021980e-01	 1.857681e-01	 1.807063e-01	 57	 58	 58	 1	 8	 9	 1
21	 2.754828e-01	 2.756657e-01	 2.725735e-01	 51	 51	 51	 2	 8	 10	 0
22	 3.602899e-01	 3.604259e-01	 3.569537e-01	 43	 43	 42	 3	 7	 10	 0
23	 3.571494e-01	 3.569576e-01	 3.545370e-01	 44	 44	 44	 3	 7	 10	 0
24	 5.951092e-01	 5.951603e-01	 5.881098e-01	 21	 21	 23	 7	 3	 10	 0
25	 3.568092e-01	 3.568039e-01	 3.546364e-01	 45	 45	 43	 3	 7	 10	 0
26	 1.229811e-01	 1.229846e-01	 1.202626e-01	 59	 59	 59	 0	 10	 10	 0
27	 6.688567e-01	 6.691842e-01	 6.655745e-01	 14	 14	 15	 6	 4	 10	 0
28	 5.690632e-01	 5.670866e-01	 5.646155e-01	 28	 28	 28	 7	 3	 10	 0
29	 3.485625e-01	 3.485922e-01	 3.458977e-01	 46	 46	 45	 3	 7	 10	 0
30	 3.196624e-01	 3.196199e-01	 3.170619e-01	 49	 49	 49	 3	 7	 10	 0
31	 6.681808e-01	 6.680180e-01	 6.658009e-01	 15	 15	 14	 7	 3	 10	 0
32	 6.991898e-01	 6.990775e-01	 6.963311e-01	 11	 11	 11	 7	 3	 10	 0
33	 5.711412e-01	 5.726955e-01	 5.654484e-01	 27	 27	 27	 7	 3	 10	 0
34	 4.434609e-01	 4.450467e-01	 4.380740e-01	 36	 36	 36	 5	 5	 10	 0
35	 4.391140e-01	 4.390449e-01	 4.363518e-01	 37	 37	 37	 4	 6	 10	 0
