StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 4.675178e-01	 4.681173e-01	 4.614416e-01	 35	 35	 34	 5	 5	 10	 0
2	 5.419280e-01	 5.413426e-01	 5.340906e-01	 26	 26	 26	 6	 4	 10	 0
3	 6.886506e-01	 6.887971e-01	 6.820792e-01	 16	 16	 16	 8	 2	 10	 0
4	 3.133975e-01	 3.153608e-01	 3.047022e-01	 44	 44	 44	 3	 7	 10	 0
5	 2.377119e-01	 2.322233e-01	 2.111244e-01	 50	 50	 51	 2	 7	 9	 1
6	 9.983870e-02	 1.001665e-01	 9.196589e-02	 59	 59	 59	 1	 9	 10	 0
7	 6.707930e-01	 6.684049e-01	 6.638069e-01	 18	 19	 18	 7	 3	 10	 0
8	 3.631202e-01	 3.631459e-01	 3.565409e-01	 40	 40	 40	 3	 7	 10	 0
9	 4.711534e-01	 4.708286e-01	 4.653803e-01	 34	 34	 32	 5	 5	 10	 0
10	 4.363421e-01	 4.363227e-01	 4.302080e-01	 37	 37	 37	 4	 6	 10	 0
11	 4.883561e-01	 4.861492e-01	 4.805738e-01	 30	 31	 30	 5	 5	 10	 0
12	 1.085188e-02	 1.144474e-02	 4.541523e-03	 60	 60	 60	 0	 10	 10	 0
13	 7.279265e-01	 7.277021e-01	 7.219084e-01	 13	 13	 13	 7	 3	 10	 0
14	 7.089683e-01	 7.084705e-01	 7.033938e-01	 15	 15	 15	 7	 3	 10	 0
15	 6.740327e-01	 6.762458e-01	 6.646437e-01	 17	 17	 17	 8	 2	 10	 0
16	 4.711651e-01	 4.718327e-01	 4.627183e-01	 33	 32	 33	 6	 4	 10	 0
17	 1.689487e-01	 1.682344e-01	 1.619066e-01	 56	 56	 56	 2	 8	 10	 0
18	 3.558735e-01	 3.554176e-01	 3.503689e-01	 41	 41	 41	 3	 7	 10	 0
19	 4.649846e-01	 4.648486e-01	 4.589149e-01	 36	 36	 35	 5	 5	 10	 0
20	 7.418461e-01	 7.423972e-01	 7.354639e-01	 11	 11	 11	 8	 2	 10	 0
21	 3.918982e-01	 3.894510e-01	 3.841162e-01	 39	 39	 39	 4	 6	 10	 0
22	 2.995450e-01	 2.990621e-01	 2.920995e-01	 45	 46	 45	 2	 8	 10	 0
23	 1.860997e-01	 1.867958e-01	 1.791467e-01	 55	 53	 54	 1	 9	 10	 0
24	 4.832653e-01	 5.103548e-01	 4.372026e-01	 31	 29	 36	 4	 5	 9	 1
25	 6.677906e-01	 6.681777e-01	 6.596555e-01	 20	 20	 19	 6	 4	 10	 0
26	 2.152361e-01	 2.149411e-01	 2.093918e-01	 52	 52	 52	 1	 9	 10	 0
27	 5.020939e-01	 5.024686e-01	 4.944727e-01	 29	 30	 29	 6	 4	 10	 0
28	 2.951596e-01	 3.009156e-01	 2.643130e-01	 46	 45	 49	 2	 7	 9	 1
29	 2.253282e-01	 2.255537e-01	 2.194337e-01	 51	 51	 50	 2	 8	 10	 0
30	 9.060098e-01	 9.062274e-01	 9.003094e-01	 3	 3	 3	 10	 0	 10	 0
31	 8.277392e-01	 8.271882e-01	 8.218871e-01	 7	 7	 7	 8	 2	 10	 0
32	 8.301318e-01	 8.297793e-01	 8.227069e-01	 6	 6	 6	 9	 1	 10	 0
33	 6.119511e-01	 6.121014e-01	 6.059446e-01	 22	 22	 22	 6	 4	 10	 0
34	 7.943117e-01	 7.940496e-01	 7.888365e-01	 9	 9	 9	 8	 2	 10	 0
35	 2.879337e-01	 2.876145e-01	 2.756918e-01	 47	 47	 46	 2	 8	 10	 0
36	 5.164122e-01	 5.173395e-01	 5.072964e-01	 28	 28	 28	 5	 5	 10	 0
37	 1.862028e-01	 1.862755e-01	 1.798496e-01	 54	 54	 53	 0	 10	 10	 0
38	 3.348783e-01	 3.378315e-01	 3.234945e-01	 43	 42	 43	 3	 7	 10	 0
39	 5.309647e-01	 5.287371e-01	 5.234118e-01	 27	 27	 27	 5	 5	 10	 0
40	 7.618219e-01	 7.640250e-01	 7.520803e-01	 10	 10	 10	 7	 3	 10	 0
41	 9.308625e-01	 9.305893e-01	 9.203211e-01	 1	 1	 1	 10	 0	 10	 0
42	 2.012287e-01	 1.740984e-01	 1.763664e-01	 53	 55	 55	 1	 8	 9	 1
43	 9.073348e-01	 9.070724e-01	 9.006131e-01	 2	 2	 2	 10	 0	 10	 0
44	 7.255575e-01	 7.252888e-01	 7.195207e-01	 14	 14	 14	 7	 3	 10	 0
45	 4.717164e-01	 4.715150e-01	 4.654334e-01	 32	 33	 31	 4	 6	 10	 0
46	 5.974001e-01	 5.955199e-01	 5.893487e-01	 23	 23	 23	 6	 4	 10	 0
47	 5.459790e-01	 5.460655e-01	 5.395851e-01	 24	 24	 25	 6	 4	 10	 0
48	 5.455490e-01	 5.451930e-01	 5.397514e-01	 25	 25	 24	 6	 4	 10	 0
49	 7.329754e-01	 7.331515e-01	 7.254776e-01	 12	 12	 12	 8	 2	 10	 0
50	 1.120273e-01	 1.118888e-01	 1.041686e-01	 58	 58	 58	 0	 10	 10	 0
51	 4.132358e-01	 4.107908e-01	 4.054810e-01	 38	 38	 38	 5	 5	 10	 0
52	 1.200353e-01	 1.178260e-01	 1.128094e-01	 57	 57	 57	 0	 10	 10	 0
53	 6.639004e-01	 6.635066e-01	 6.546231e-01	 21	 21	 21	 7	 3	 10	 0
54	 8.479217e-01	 8.504664e-01	 8.385710e-01	 5	 5	 5	 9	 1	 10	 0
55	 2.731763e-01	 2.730365e-01	 2.674916e-01	 49	 49	 48	 2	 8	 10	 0
56	 8.151489e-01	 8.155972e-01	 8.052404e-01	 8	 8	 8	 10	 0	 10	 0
57	 8.528440e-01	 8.528513e-01	 8.460411e-01	 4	 4	 4	 9	 1	 10	 0
58	 2.786672e-01	 2.806446e-01	 2.693382e-01	 48	 48	 47	 3	 7	 10	 0
59	 3.378199e-01	 3.374313e-01	 3.297766e-01	 42	 43	 42	 2	 8	 10	 0
60	 6.684395e-01	 6.711250e-01	 6.584240e-01	 19	 18	 20	 7	 3	 10	 0
