StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 7.219015e-01	 7.217628e-01	 7.190939e-01	 6	 7	 6	 7	 3	 10	 0
2	 6.761464e-01	 6.758048e-01	 6.731726e-01	 15	 15	 15	 8	 2	 10	 0
3	 2.736053e-01	 2.734483e-01	 2.707705e-01	 47	 47	 47	 1	 9	 10	 0
4	 7.601834e-01	 7.583586e-01	 7.552738e-01	 4	 4	 4	 8	 2	 10	 0
5	 7.234117e-01	 7.236161e-01	 7.201172e-01	 5	 5	 5	 8	 2	 10	 0
6	 2.467236e-01	 2.467812e-01	 2.431080e-01	 50	 50	 50	 2	 8	 10	 0
7	 7.109393e-01	 7.109067e-01	 7.074335e-01	 10	 10	 10	 8	 2	 10	 0
8	 3.686626e-01	 3.685199e-01	 3.648779e-01	 41	 41	 41	 3	 7	 10	 0
9	 3.161053e-01	 3.163280e-01	 3.123474e-01	 46	 46	 46	 2	 8	 10	 0
10	 6.912525e-01	 6.913152e-01	 6.880744e-01	 13	 13	 13	 8	 2	 10	 0
11	 6.728288e-01	 6.728709e-01	 6.696494e-01	 17	 17	 17	 7	 3	 10	 0
12	 1.428528e-01	 1.428893e-01	 1.397655e-01	 59	 59	 59	 0	 10	 10	 0
13	 6.873808e-01	 6.895570e-01	 6.806925e-01	 14	 14	 14	 8	 2	 10	 0
14	 6.256251e-01	 6.271365e-01	 6.190951e-01	 25	 25	 26	 6	 4	 10	 0
15	 4.009614e-01	 3.992310e-01	 3.959419e-01	 37	 37	 38	 4	 6	 10	 0
16	 6.649373e-01	 6.649160e-01	 6.611873e-01	 19	 19	 19	 7	 3	 10	 0
17	 4.785755e-01	 4.785588e-01	 4.750591e-01	 33	 33	 33	 5	 5	 10	 0
18	 3.844810e-01	 3.860166e-01	 3.784496e-01	 40	 40	 40	 4	 6	 10	 0
19	 1.866276e-01	 1.867619e-01	 1.836852e-01	 58	 58	 58	 1	 9	 10	 0
20	 7.049326e-01	 7.053793e-01	 7.013446e-01	 12	 12	 12	 7	 3	 10	 0
21	 3.992544e-01	 3.987883e-01	 3.961799e-01	 38	 38	 37	 3	 7	 10	 0
22	 6.593870e-01	 6.595805e-01	 6.513643e-01	 20	 20	 20	 8	 2	 10	 0
23	 1.310185e-01	 1.311878e-01	 1.271510e-01	 60	 60	 60	 0	 10	 10	 0
24	 7.075269e-01	 7.075725e-01	 7.043506e-01	 11	 11	 11	 8	 2	 10	 0
25	 2.261255e-01	 2.058721e-01	 2.016562e-01	 54	 55	 55	 1	 8	 9	 1
26	 2.060513e-01	 2.042918e-01	 2.007896e-01	 56	 56	 56	 1	 9	 10	 0
27	 2.675934e-01	 2.672852e-01	 2.596004e-01	 48	 48	 48	 2	 8	 10	 0
28	 6.533382e-01	 6.552817e-01	 6.470997e-01	 21	 21	 22	 7	 3	 10	 0
29	 2.542412e-01	 2.543430e-01	 2.509045e-01	 49	 49	 49	 1	 9	 10	 0
30	 6.230316e-01	 6.228674e-01	 6.193887e-01	 26	 26	 25	 7	 3	 10	 0
31	 6.658712e-01	 6.657265e-01	 6.626866e-01	 18	 18	 18	 7	 3	 10	 0
32	 8.701352e-01	 8.703445e-01	 8.666410e-01	 1	 1	 1	 10	 0	 10	 0
33	 4.078283e-01	 4.060835e-01	 4.028466e-01	 36	 36	 35	 4	 6	 10	 0
34	 8.665658e-01	 8.661931e-01	 8.631468e-01	 2	 2	 2	 9	 1	 10	 0
35	 2.136010e-01	 2.134294e-01	 2.100101e-01	 55	 54	 54	 2	 8	 10	 0
36	 5.352842e-01	 5.367957e-01	 5.286754e-01	 29	 29	 30	 5	 5	 10	 0
37	 2.353919e-01	 2.354012e-01	 2.318477e-01	 52	 52	 52	 2	 8	 10	 0
38	 7.216671e-01	 7.217660e-01	 7.187934e-01	 7	 6	 7	 9	 1	 10	 0
39	 7.190592e-01	 7.171263e-01	 7.135540e-01	 8	 8	 8	 8	 2	 10	 0
40	 6.450182e-01	 6.450596e-01	 6.418764e-01	 23	 23	 23	 7	 3	 10	 0
41	 6.516240e-01	 6.514707e-01	 6.484459e-01	 22	 22	 21	 7	 3	 10	 0
42	 1.992904e-01	 2.010923e-01	 1.929529e-01	 57	 57	 57	 1	 9	 10	 0
43	 6.746412e-01	 6.745032e-01	 6.717635e-01	 16	 16	 16	 6	 4	 10	 0
44	 4.978375e-01	 4.993807e-01	 4.918231e-01	 32	 32	 32	 5	 5	 10	 0
45	 6.420494e-01	 6.402826e-01	 6.370359e-01	 24	 24	 24	 7	 3	 10	 0
46	 2.308439e-01	 2.310159e-01	 2.278695e-01	 53	 53	 53	 2	 8	 10	 0
47	 3.388190e-01	 3.390519e-01	 3.355251e-01	 44	 44	 44	 3	 7	 10	 0
48	 3.950079e-01	 3.948565e-01	 3.922033e-01	 39	 39	 39	 3	 7	 10	 0
49	 5.589094e-01	 5.590546e-01	 5.559591e-01	 28	 28	 28	 6	 4	 10	 0
50	 3.386768e-01	 3.389734e-01	 3.350101e-01	 45	 45	 45	 3	 7	 10	 0
51	 5.331390e-01	 5.332974e-01	 5.297247e-01	 30	 30	 29	 5	 5	 10	 0
52	 3.590184e-01	 3.589137e-01	 3.558724e-01	 42	 42	 42	 4	 6	 10	 0
53	 4.363619e-01	 4.565569e-01	 3.962622e-01	 35	 34	 36	 4	 5	 9	 1
54	 8.538299e-01	 8.539304e-01	 8.504431e-01	 3	 3	 3	 10	 0	 10	 0
55	 4.516955e-01	 4.513761e-01	 4.486329e-01	 34	 35	 34	 4	 6	 10	 0
56	 5.863329e-01	 5.866791e-01	 5.830330e-01	 27	 27	 27	 6	 4	 10	 0
57	 7.140303e-01	 7.123540e-01	 7.088617e-01	 9	 9	 9	 9	 1	 10	 0
58	 2.394710e-01	 2.395964e-01	 2.360948e-01	 51	 51	 51	 1	 9	 10	 0
59	 3.410092e-01	 3.412014e-01	 3.375975e-01	 43	 43	 43	 3	 7	 10	 0
60	 5.112880e-01	 5.112580e-01	 5.082283e-01	 31	 31	 31	 5	 5	 10	 0
