StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 2.809448e-01	 2.792614e-01	 2.469558e-01	 46	 46	 44	 2	 8	 10	 0
2	 7.311765e-01	 7.289467e-01	 6.926825e-01	 13	 14	 14	 9	 1	 10	 0
3	 2.383561e-01	 1.947065e-01	 1.867330e-01	 52	 53	 53	 2	 7	 9	 1
4	 3.120156e-01	 3.208611e-01	 2.470202e-01	 43	 42	 43	 2	 7	 9	 1
5	 5.080484e-01	 5.098379e-01	 4.774349e-01	 30	 30	 29	 6	 4	 10	 0
6	 1.107756e-01	 1.108794e-01	 8.052419e-02	 57	 57	 56	 0	 10	 10	 0
7	 5.881715e-01	 5.832861e-01	 5.543112e-01	 26	 27	 25	 7	 3	 10	 0
8	 2.497156e-01	 2.464159e-01	 2.149563e-01	 51	 51	 51	 2	 8	 10	 0
9	 4.727491e-01	 4.727943e-01	 4.322276e-01	 34	 34	 33	 5	 5	 10	 0
10	 4.408853e-01	 4.443580e-01	 3.986895e-01	 36	 35	 35	 3	 7	 10	 0
11	 7.127440e-01	 7.548625e-01	 6.210334e-01	 17	 10	 17	 9	 0	 9	 1
12	 3.292799e-01	 3.308862e-01	 2.720314e-01	 40	 40	 41	 2	 7	 9	 1
13	 4.570355e-01	 4.407556e-01	 3.809947e-01	 35	 36	 37	 2	 7	 9	 1
14	 7.284689e-01	 7.273091e-01	 6.934874e-01	 14	 15	 13	 8	 2	 10	 0
15	 3.063276e-01	 2.992914e-01	 2.505925e-01	 44	 43	 42	 2	 7	 9	 1
16	 2.220073e-01	 2.245788e-01	 1.896665e-01	 53	 52	 52	 1	 9	 10	 0
17	 1.163836e-01	 1.185103e-01	 7.279548e-02	 56	 56	 58	 0	 10	 10	 0
18	 2.627092e-01	 2.690952e-01	 2.233592e-01	 49	 49	 50	 2	 8	 10	 0
19	 2.155196e-01	 1.547530e-01	 1.590895e-01	 54	 55	 55	 0	 9	 9	 1
20	 8.535646e-01	 8.588968e-01	 8.166620e-01	 3	 2	 2	 9	 1	 10	 0
21	 2.872074e-01	 2.878106e-01	 2.431315e-01	 45	 45	 45	 1	 9	 10	 0
22	 4.147761e-01	 4.153121e-01	 3.759401e-01	 38	 38	 38	 4	 6	 10	 0
23	 1.928847e-01	 1.923051e-01	 1.610056e-01	 55	 54	 54	 0	 10	 10	 0
24	 5.644570e-01	 5.661523e-01	 5.317904e-01	 27	 28	 27	 6	 4	 10	 0
25	 3.149486e-01	 2.947680e-01	 2.295377e-01	 42	 44	 48	 2	 6	 8	 2
26	 3.254797e-01	 3.264197e-01	 2.865758e-01	 41	 41	 40	 2	 8	 10	 0
27	 2.720054e-01	 2.727254e-01	 2.374308e-01	 48	 48	 47	 2	 8	 10	 0
28	 3.625329e-01	 3.611135e-01	 3.180289e-01	 39	 39	 39	 3	 7	 10	 0
29	 1.027554e-01	 1.087555e-01	 5.881104e-02	 59	 59	 59	 0	 10	 10	 0
30	 5.555272e-01	 5.851500e-01	 4.716543e-01	 29	 26	 30	 6	 3	 9	 1
31	 7.997889e-01	 7.979527e-01	 7.636261e-01	 8	 8	 6	 9	 1	 10	 0
32	 8.562235e-01	 9.194284e-01	 7.525642e-01	 1	 1	 8	 9	 0	 9	 1
33	 6.374348e-01	 6.479038e-01	 5.516880e-01	 20	 20	 26	 7	 2	 9	 1
34	 6.557154e-01	 6.481500e-01	 6.170425e-01	 19	 19	 18	 7	 3	 10	 0
35	 9.761160e-02	 9.503410e-02	 5.455167e-02	 60	 60	 60	 0	 10	 10	 0
36	 4.945636e-01	 4.802845e-01	 4.200330e-01	 31	 32	 34	 4	 5	 9	 1
37	 1.088469e-01	 1.104253e-01	 7.432104e-02	 58	 58	 57	 0	 10	 10	 0
38	 6.297896e-01	 6.276840e-01	 5.991833e-01	 23	 23	 21	 7	 3	 10	 0
39	 8.541195e-01	 8.567110e-01	 8.187610e-01	 2	 3	 1	 10	 0	 10	 0
40	 8.040689e-01	 8.046331e-01	 7.749421e-01	 7	 6	 5	 9	 1	 10	 0
41	 4.754231e-01	 4.762550e-01	 4.459513e-01	 33	 33	 31	 5	 5	 10	 0
42	 4.858734e-01	 4.837248e-01	 4.434251e-01	 32	 31	 32	 5	 5	 10	 0
43	 8.058584e-01	 8.058765e-01	 7.762048e-01	 5	 5	 4	 9	 1	 10	 0
44	 6.780434e-01	 6.909629e-01	 5.881782e-01	 18	 18	 23	 8	 1	 9	 1
45	 7.255926e-01	 7.183825e-01	 6.885424e-01	 15	 16	 15	 8	 2	 10	 0
