StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 1.443531e-01	 1.442763e-01	 1.397848e-01	 57	 57	 57	 0	 10	 10	 0
2	 6.334902e-02	 6.155884e-02	 5.610110e-02	 60	 60	 60	 0	 10	 10	 0
3	 2.265018e-01	 2.265058e-01	 2.213801e-01	 54	 54	 54	 1	 9	 10	 0
4	 4.271991e-01	 4.273897e-01	 4.228146e-01	 34	 34	 34	 4	 6	 10	 0
5	 2.520772e-01	 2.521698e-01	 2.473079e-01	 52	 52	 52	 2	 8	 10	 0
6	 7.273182e-02	 7.283597e-02	 6.822685e-02	 59	 59	 59	 0	 10	 10	 0
7	 3.268818e-01	 3.287394e-01	 3.178057e-01	 44	 44	 44	 4	 6	 10	 0
8	 2.824642e-01	 2.824971e-01	 2.780439e-01	 49	 49	 49	 2	 8	 10	 0
9	 3.583577e-01	 3.581931e-01	 3.544895e-01	 40	 40	 39	 3	 7	 10	 0
10	 8.179846e-01	 8.163369e-01	 8.105221e-01	 6	 6	 6	 10	 0	 10	 0
11	 5.457231e-01	 5.450632e-01	 5.407832e-01	 27	 27	 25	 6	 4	 10	 0
12	 3.789230e-01	 3.786673e-01	 3.746186e-01	 38	 38	 38	 3	 7	 10	 0
13	 7.088050e-01	 7.087038e-01	 7.048512e-01	 14	 14	 14	 7	 3	 10	 0
14	 5.999299e-01	 5.995691e-01	 5.942811e-01	 23	 24	 23	 6	 4	 10	 0
15	 6.472295e-01	 6.472818e-01	 6.428380e-01	 20	 20	 20	 7	 3	 10	 0
16	 2.887795e-01	 2.887643e-01	 2.835631e-01	 48	 48	 48	 2	 8	 10	 0
17	 4.237252e-01	 4.233309e-01	 4.188205e-01	 35	 35	 35	 3	 7	 10	 0
18	 4.289439e-01	 4.286635e-01	 4.239573e-01	 33	 33	 33	 5	 5	 10	 0
19	 2.794357e-01	 2.791656e-01	 2.739368e-01	 50	 50	 50	 2	 8	 10	 0
20	 3.440146e-01	 3.437235e-01	 3.391115e-01	 42	 41	 41	 3	 7	 10	 0
21	 2.385152e-01	 2.388580e-01	 2.341287e-01	 53	 53	 53	 2	 8	 10	 0
22	 3.117843e-01	 3.102419e-01	 3.037702e-01	 45	 45	 45	 3	 7	 10	 0
23	 1.691961e-01	 1.693626e-01	 1.630923e-01	 56	 56	 56	 1	 9	 10	 0
24	 4.050712e-01	 4.054378e-01	 4.005703e-01	 37	 37	 37	 4	 6	 10	 0
25	 3.585300e-01	 3.587455e-01	 3.537976e-01	 39	 39	 40	 3	 7	 10	 0
26	 3.580686e-01	 3.354118e-01	 3.203661e-01	 41	 43	 43	 2	 7	 9	 1
27	 1.384686e-01	 1.383771e-01	 1.341055e-01	 58	 58	 58	 1	 9	 10	 0
28	 5.507450e-01	 5.505462e-01	 5.386028e-01	 26	 26	 27	 5	 5	 10	 0
29	 2.698999e-01	 2.678906e-01	 2.620081e-01	 51	 51	 51	 2	 8	 10	 0
30	 2.890862e-01	 2.891876e-01	 2.843654e-01	 47	 47	 47	 1	 9	 10	 0
31	 7.914906e-01	 7.911748e-01	 7.873633e-01	 8	 8	 8	 8	 2	 10	 0
32	 8.798704e-01	 8.800649e-01	 8.750743e-01	 2	 2	 2	 9	 1	 10	 0
33	 6.483378e-01	 6.483840e-01	 6.435021e-01	 19	 19	 19	 7	 3	 10	 0
34	 6.224683e-01	 6.222705e-01	 6.185908e-01	 22	 22	 22	 6	 4	 10	 0
35	 1.727914e-01	 1.731041e-01	 1.676362e-01	 55	 55	 55	 1	 9	 10	 0
36	 5.946225e-01	 6.172833e-01	 5.393134e-01	 24	 23	 26	 5	 4	 9	 1
37	 2.929595e-01	 2.929149e-01	 2.878548e-01	 46	 46	 46	 4	 6	 10	 0
38	 7.464136e-01	 7.465510e-01	 7.415758e-01	 13	 13	 13	 9	 1	 10	 0
39	 7.652569e-01	 7.656106e-01	 7.594274e-01	 11	 11	 11	 8	 2	 10	 0
40	 5.540100e-01	 5.538755e-01	 5.486444e-01	 25	 25	 24	 5	 5	 10	 0
41	 8.038409e-01	 8.059846e-01	 7.951579e-01	 7	 7	 7	 9	 1	 10	 0
42	 4.409510e-01	 4.409996e-01	 4.364331e-01	 32	 32	 32	 4	 6	 10	 0
43	 8.924910e-01	 8.905815e-01	 8.853243e-01	 1	 1	 1	 10	 0	 10	 0
44	 6.944394e-01	 6.944233e-01	 6.900364e-01	 17	 17	 16	 7	 3	 10	 0
45	 5.217812e-01	 5.220781e-01	 5.172639e-01	 30	 30	 30	 6	 4	 10	 0
46	 6.771722e-01	 6.788260e-01	 6.678076e-01	 18	 18	 18	 7	 3	 10	 0
47	 3.413806e-01	 3.417061e-01	 3.367550e-01	 43	 42	 42	 3	 7	 10	 0
48	 8.335866e-01	 8.333501e-01	 8.289799e-01	 4	 4	 4	 10	 0	 10	 0
49	 8.377059e-01	 8.358468e-01	 8.300795e-01	 3	 3	 3	 9	 1	 10	 0
50	 4.186858e-01	 4.206035e-01	 4.097604e-01	 36	 36	 36	 4	 6	 10	 0
51	 6.326170e-01	 6.330187e-01	 6.281463e-01	 21	 21	 21	 7	 3	 10	 0
52	 7.551309e-01	 7.550871e-01	 7.434569e-01	 12	 12	 12	 9	 1	 10	 0
53	 7.825767e-01	 7.825975e-01	 7.781352e-01	 10	 10	 10	 9	 1	 10	 0
54	 5.107813e-01	 5.128411e-01	 5.013818e-01	 31	 31	 31	 5	 5	 10	 0
55	 5.362319e-01	 5.378606e-01	 5.275865e-01	 28	 28	 29	 5	 5	 10	 0
56	 8.287262e-01	 8.287979e-01	 8.247750e-01	 5	 5	 5	 10	 0	 10	 0
57	 6.979316e-01	 6.996273e-01	 6.891489e-01	 16	 16	 17	 8	 2	 10	 0
58	 5.327860e-01	 5.327236e-01	 5.291094e-01	 29	 29	 28	 5	 5	 10	 0
59	 7.031095e-01	 7.014403e-01	 6.955811e-01	 15	 15	 15	 8	 2	 10	 0
60	 7.830784e-01	 7.828778e-01	 7.782136e-01	 9	 9	 9	 8	 2	 10	 0
