StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
50	 1.848275e-01	 1.855836e-01	 1.602749e-01	 56	 56	 56	 1	 9	 10	 0
51	 7.027615e-01	 7.029803e-01	 6.809517e-01	 13	 13	 12	 7	 3	 10	 0
52	 5.642235e-01	 5.640722e-01	 5.447201e-01	 25	 25	 23	 7	 3	 10	 0
53	 6.829465e-01	 6.825871e-01	 6.618646e-01	 16	 16	 15	 8	 2	 10	 0
54	 8.092606e-01	 8.089133e-01	 7.865250e-01	 6	 6	 6	 9	 1	 10	 0
55	 3.031776e-01	 3.030789e-01	 2.746489e-01	 47	 47	 47	 3	 7	 10	 0
56	 7.141029e-01	 7.130964e-01	 6.895085e-01	 12	 12	 11	 8	 2	 10	 0
57	 9.990227e-01	 9.994030e-01	 9.602628e-01	 1	 1	 1	 10	 0	 10	 0
58	 7.428817e-01	 7.399145e-01	 7.145853e-01	 10	 11	 10	 9	 1	 10	 0
59	 7.540640e-01	 7.540021e-01	 7.318377e-01	 9	 10	 9	 9	 1	 10	 0
60	 6.626358e-01	 6.605966e-01	 6.355993e-01	 18	 18	 17	 7	 3	 10	 0
