StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 3.431375e-01	 3.431375e-01	 3.431375e-01	 44	 44	 44	 3	 7	 10	 0
2	 1.933014e-01	 1.933014e-01	 1.933014e-01	 55	 55	 55	 1	 9	 10	 0
3	 2.518231e-01	 2.518231e-01	 2.518231e-01	 52	 52	 52	 2	 8	 10	 0
4	 2.307524e-01	 2.307524e-01	 2.307524e-01	 54	 54	 54	 1	 9	 10	 0
5	 4.370789e-01	 4.370789e-01	 4.370789e-01	 37	 37	 37	 6	 4	 10	 0
6	 1.445647e-01	 1.445647e-01	 1.445647e-01	 58	 58	 58	 1	 9	 10	 0
7	 2.943336e-01	 2.943336e-01	 2.943336e-01	 46	 46	 46	 2	 8	 10	 0
8	 3.009902e-01	 3.009902e-01	 3.009902e-01	 45	 45	 45	 3	 7	 10	 0
9	 5.445854e-01	 5.445854e-01	 5.445854e-01	 27	 27	 27	 5	 5	 10	 0
10	 5.435525e-01	 5.435525e-01	 5.435525e-01	 28	 28	 28	 6	 4	 10	 0
11	 5.577709e-01	 5.577709e-01	 5.577709e-01	 25	 25	 25	 5	 5	 10	 0
12	 4.644757e-02	 4.644757e-02	 4.644757e-02	 60	 60	 60	 1	 9	 10	 0
13	 4.956801e-01	 4.956801e-01	 4.956801e-01	 32	 32	 32	 5	 5	 10	 0
14	 2.938628e-01	 2.938628e-01	 2.938628e-01	 48	 48	 48	 2	 8	 10	 0
15	 7.455524e-01	 7.455524e-01	 7.455524e-01	 9	 9	 9	 8	 2	 10	 0
16	 6.405027e-01	 6.405027e-01	 6.405027e-01	 17	 17	 17	 7	 3	 10	 0
17	 2.941178e-01	 2.941178e-01	 2.941178e-01	 47	 47	 47	 3	 7	 10	 0
18	 2.759410e-01	 2.759410e-01	 2.759410e-01	 49	 49	 49	 3	 7	 10	 0
19	 4.915039e-01	 4.915039e-01	 4.915039e-01	 34	 34	 34	 5	 5	 10	 0
20	 3.616335e-01	 3.616335e-01	 3.616335e-01	 43	 43	 43	 2	 8	 10	 0
21	 5.505292e-01	 5.505292e-01	 5.505292e-01	 26	 26	 26	 5	 5	 10	 0
22	 4.971089e-01	 4.971089e-01	 4.971089e-01	 31	 31	 31	 5	 5	 10	 0
23	 1.796995e-01	 1.796995e-01	 1.796995e-01	 56	 56	 56	 1	 9	 10	 0
24	 6.307072e-01	 6.307072e-01	 6.307072e-01	 19	 19	 19	 6	 4	 10	 0
25	 4.526269e-01	 4.526269e-01	 4.526269e-01	 35	 35	 35	 4	 6	 10	 0
26	 2.646946e-01	 2.646946e-01	 2.646946e-01	 50	 50	 50	 2	 8	 10	 0
27	 1.665662e-01	 1.665662e-01	 1.665662e-01	 57	 57	 57	 1	 9	 10	 0
28	 2.309957e-01	 2.309957e-01	 2.309957e-01	 53	 53	 53	 2	 8	 10	 0
29	 6.994952e-01	 6.994952e-01	 6.994952e-01	 12	 12	 12	 7	 3	 10	 0
30	 8.281181e-01	 8.281181e-01	 8.281181e-01	 6	 6	 6	 9	 1	 10	 0
31	 8.660088e-01	 8.660088e-01	 8.660088e-01	 3	 3	 3	 10	 0	 10	 0
32	 7.442237e-01	 7.442237e-01	 7.442237e-01	 10	 10	 10	 9	 1	 10	 0
33	 6.668962e-01	 6.668962e-01	 6.668962e-01	 15	 15	 15	 7	 3	 10	 0
34	 6.152095e-01	 6.152095e-01	 6.152095e-01	 21	 21	 21	 6	 4	 10	 0
35	 4.047795e-01	 4.047795e-01	 4.047795e-01	 40	 40	 40	 4	 6	 10	 0
36	 6.757780e-01	 6.757780e-01	 6.757780e-01	 13	 13	 13	 7	 3	 10	 0
37	 2.588592e-01	 2.588592e-01	 2.588592e-01	 51	 51	 51	 1	 9	 10	 0
38	 5.033421e-01	 5.033421e-01	 5.033421e-01	 29	 29	 29	 5	 5	 10	 0
39	 8.425072e-01	 8.425072e-01	 8.425072e-01	 4	 4	 4	 9	 1	 10	 0
40	 5.688570e-01	 5.688570e-01	 5.688570e-01	 24	 24	 24	 6	 4	 10	 0
41	 8.664711e-01	 8.664711e-01	 8.664711e-01	 2	 2	 2	 9	 1	 10	 0
42	 4.167353e-01	 4.167353e-01	 4.167353e-01	 38	 38	 38	 4	 6	 10	 0
43	 6.358472e-01	 6.358472e-01	 6.358472e-01	 18	 18	 18	 7	 3	 10	 0
44	 7.191485e-01	 7.191485e-01	 7.191485e-01	 11	 11	 11	 8	 2	 10	 0
45	 6.653231e-01	 6.653231e-01	 6.653231e-01	 16	 16	 16	 7	 3	 10	 0
46	 4.993300e-01	 4.993300e-01	 4.993300e-01	 30	 30	 30	 5	 5	 10	 0
47	 1.197000e-01	 1.197000e-01	 1.197000e-01	 59	 59	 59	 1	 9	 10	 0
48	 3.835464e-01	 3.835464e-01	 3.835464e-01	 42	 42	 42	 4	 6	 10	 0
49	 6.736271e-01	 6.736271e-01	 6.736271e-01	 14	 14	 14	 7	 3	 10	 0
50	 3.989634e-01	 3.989634e-01	 3.989634e-01	 41	 41	 41	 4	 6	 10	 0
51	 8.224128e-01	 8.224128e-01	 8.224128e-01	 7	 7	 7	 9	 1	 10	 0
52	 4.146448e-01	 4.146448e-01	 4.146448e-01	 39	 39	 39	 4	 6	 10	 0
53	 8.336041e-01	 8.336041e-01	 8.336041e-01	 5	 5	 5	 9	 1	 10	 0
54	 5.741744e-01	 5.741744e-01	 5.741744e-01	 23	 23	 23	 7	 3	 10	 0
55	 5.974965e-01	 5.974965e-01	 5.974965e-01	 22	 22	 22	 6	 4	 10	 0
56	 9.058157e-01	 9.058157e-01	 9.058157e-01	 1	 1	 1	 9	 1	 10	 0
57	 7.741504e-01	 7.741504e-01	 7.741504e-01	 8	 8	 8	 8	 2	 10	 0
58	 4.945689e-01	 4.945689e-01	 4.945689e-01	 33	 33	 33	 6	 4	 10	 0
59	 4.453947e-01	 4.453947e-01	 4.453947e-01	 36	 36	 36	 3	 7	 10	 0
60	 6.249109e-01	 6.249109e-01	 6.249109e-01	 20	 20	 20	 6	 4	 10	 0
