StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
44	 3.974412e-01	 3.974412e-01	 3.974412e-01	 40	 40	 40	 4	 6	 10	 0
45	 4.426519e-01	 4.426519e-01	 4.426519e-01	 37	 37	 37	 4	 6	 10	 0
46	 5.990966e-01	 5.990966e-01	 5.990966e-01	 25	 25	 25	 6	 4	 10	 0
47	 5.198764e-01	 5.198764e-01	 5.198764e-01	 31	 31	 31	 6	 4	 10	 0
48	 3.357485e-01	 3.357485e-01	 3.357485e-01	 45	 45	 45	 2	 8	 10	 0
49	 6.139562e-01	 6.139562e-01	 6.139562e-01	 23	 23	 23	 6	 4	 10	 0
50	 4.564044e-01	 4.564044e-01	 4.564044e-01	 36	 36	 36	 4	 6	 10	 0
51	 7.856646e-01	 7.856646e-01	 7.856646e-01	 6	 6	 6	 8	 2	 10	 0
52	 6.046540e-01	 6.046540e-01	 6.046540e-01	 24	 24	 24	 6	 4	 10	 0
53	 5.926615e-01	 5.926615e-01	 5.926615e-01	 26	 26	 26	 5	 5	 10	 0
54	 6.678880e-01	 6.678880e-01	 6.678880e-01	 15	 15	 15	 8	 2	 10	 0
55	 3.961264e-01	 3.961264e-01	 3.961264e-01	 41	 41	 41	 5	 5	 10	 0
56	 5.006171e-01	 5.006171e-01	 5.006171e-01	 32	 32	 32	 5	 5	 10	 0
57	 7.478610e-01	 7.478610e-01	 7.478610e-01	 8	 8	 8	 9	 1	 10	 0
58	 5.858219e-01	 5.858219e-01	 5.858219e-01	 27	 27	 27	 7	 3	 10	 0
59	 2.962063e-01	 2.962063e-01	 2.962063e-01	 49	 49	 49	 2	 8	 10	 0
60	 6.942413e-01	 6.942413e-01	 6.942413e-01	 12	 12	 12	 7	 3	 10	 0
