StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 2.555957e-01	 2.555957e-01	 2.555957e-01	 53	 53	 53	 3	 7	 10	 0
2	 2.883554e-01	 2.883554e-01	 2.883554e-01	 52	 52	 52	 2	 8	 10	 0
3	 3.504114e-01	 3.504114e-01	 3.504114e-01	 46	 46	 46	 3	 7	 10	 0
4	 3.390867e-01	 3.390867e-01	 3.390867e-01	 49	 49	 49	 3	 7	 10	 0
5	 4.914019e-01	 4.914019e-01	 4.914019e-01	 28	 28	 28	 5	 5	 10	 0
6	 3.467208e-01	 3.467208e-01	 3.467208e-01	 47	 47	 47	 3	 7	 10	 0
7	 3.391131e-01	 3.391131e-01	 3.391131e-01	 48	 48	 48	 3	 7	 10	 0
8	 4.313471e-01	 4.313471e-01	 4.313471e-01	 34	 34	 34	 4	 6	 10	 0
9	 2.435246e-01	 2.435246e-01	 2.435246e-01	 56	 56	 56	 3	 7	 10	 0
10	 3.542265e-01	 3.542265e-01	 3.542265e-01	 45	 45	 45	 4	 6	 10	 0
11	 2.493486e-01	 2.493486e-01	 2.493486e-01	 54	 54	 54	 2	 8	 10	 0
12	 3.559907e-01	 3.559907e-01	 3.559907e-01	 43	 43	 43	 3	 7	 10	 0
13	 4.988679e-01	 4.988679e-01	 4.988679e-01	 26	 26	 26	 5	 5	 10	 0
14	 4.702447e-01	 4.702447e-01	 4.702447e-01	 31	 31	 31	 5	 5	 10	 0
15	 3.008113e-01	 3.008113e-01	 3.008113e-01	 50	 50	 50	 2	 8	 10	 0
16	 2.466980e-01	 2.466980e-01	 2.466980e-01	 55	 55	 55	 2	 8	 10	 0
17	 6.288336e-01	 6.288336e-01	 6.288336e-01	 19	 19	 19	 7	 3	 10	 0
18	 3.750200e-01	 3.750200e-01	 3.750200e-01	 41	 41	 41	 4	 6	 10	 0
19	 2.914897e-01	 2.914897e-01	 2.914897e-01	 51	 51	 51	 2	 8	 10	 0
20	 3.611140e-01	 3.611140e-01	 3.611140e-01	 42	 42	 42	 4	 6	 10	 0
21	 4.871494e-01	 4.871494e-01	 4.871494e-01	 29	 29	 29	 5	 5	 10	 0
22	 2.142190e-01	 2.142190e-01	 2.142190e-01	 58	 58	 58	 1	 9	 10	 0
23	 4.255514e-01	 4.255514e-01	 4.255514e-01	 35	 35	 35	 4	 6	 10	 0
24	 3.905076e-01	 3.905076e-01	 3.905076e-01	 38	 38	 38	 4	 6	 10	 0
25	 3.863892e-01	 3.863892e-01	 3.863892e-01	 39	 39	 39	 3	 7	 10	 0
26	 1.924902e-01	 1.924902e-01	 1.924902e-01	 59	 59	 59	 1	 9	 10	 0
27	 4.686822e-01	 4.686822e-01	 4.686822e-01	 32	 32	 32	 6	 4	 10	 0
28	 3.909516e-01	 3.909516e-01	 3.909516e-01	 37	 37	 37	 4	 6	 10	 0
29	 3.544237e-01	 3.544237e-01	 3.544237e-01	 44	 44	 44	 3	 7	 10	 0
30	 4.829206e-01	 4.829206e-01	 4.829206e-01	 30	 30	 30	 5	 5	 10	 0
31	 7.014649e-01	 7.014649e-01	 7.014649e-01	 14	 14	 14	 7	 3	 10	 0
32	 7.314890e-01	 7.314890e-01	 7.314890e-01	 9	 9	 9	 8	 2	 10	 0
33	 7.447390e-01	 7.447390e-01	 7.447390e-01	 8	 8	 8	 8	 2	 10	 0
34	 8.140307e-01	 8.140307e-01	 8.140307e-01	 3	 3	 3	 9	 1	 10	 0
35	 2.172505e-01	 2.172505e-01	 2.172505e-01	 57	 57	 57	 1	 9	 10	 0
36	 4.379900e-01	 4.379900e-01	 4.379900e-01	 33	 33	 33	 4	 6	 10	 0
37	 6.183401e-01	 6.183401e-01	 6.183401e-01	 21	 21	 21	 6	 4	 10	 0
38	 8.673513e-01	 8.673513e-01	 8.673513e-01	 1	 1	 1	 9	 1	 10	 0
39	 4.155072e-01	 4.155072e-01	 4.155072e-01	 36	 36	 36	 4	 6	 10	 0
40	 7.069038e-01	 7.069038e-01	 7.069038e-01	 12	 12	 12	 8	 2	 10	 0
41	 6.956267e-01	 6.956267e-01	 6.956267e-01	 16	 16	 16	 7	 3	 10	 0
42	 7.233514e-01	 7.233514e-01	 7.233514e-01	 10	 10	 10	 8	 2	 10	 0
43	 5.805510e-01	 5.805510e-01	 5.805510e-01	 22	 22	 22	 5	 5	 10	 0
44	 7.653674e-01	 7.653674e-01	 7.653674e-01	 6	 6	 6	 8	 2	 10	 0
45	 3.817288e-01	 3.817288e-01	 3.817288e-01	 40	 40	 40	 4	 6	 10	 0
46	 7.010735e-01	 7.010735e-01	 7.010735e-01	 15	 15	 15	 8	 2	 10	 0
47	 7.198802e-01	 7.198802e-01	 7.198802e-01	 11	 11	 11	 7	 3	 10	 0
48	 5.514987e-01	 5.514987e-01	 5.514987e-01	 24	 24	 24	 6	 4	 10	 0
49	 6.265739e-01	 6.265739e-01	 6.265739e-01	 20	 20	 20	 6	 4	 10	 0
50	 1.806403e-01	 1.806403e-01	 1.806403e-01	 60	 60	 60	 1	 9	 10	 0
51	 6.637680e-01	 6.637680e-01	 6.637680e-01	 17	 17	 17	 7	 3	 10	 0
52	 8.061409e-01	 8.061409e-01	 8.061409e-01	 4	 4	 4	 9	 1	 10	 0
53	 4.939421e-01	 4.939421e-01	 4.939421e-01	 27	 27	 27	 5	 5	 10	 0
54	 7.055957e-01	 7.055957e-01	 7.055957e-01	 13	 13	 13	 7	 3	 10	 0
55	 7.650411e-01	 7.650411e-01	 7.650411e-01	 7	 7	 7	 8	 2	 10	 0
56	 5.381375e-01	 5.381375e-01	 5.381375e-01	 25	 25	 25	 6	 4	 10	 0
57	 6.390713e-01	 6.390713e-01	 6.390713e-01	 18	 18	 18	 6	 4	 10	 0
58	 8.360974e-01	 8.360974e-01	 8.360974e-01	 2	 2	 2	 9	 1	 10	 0
59	 7.860051e-01	 7.860051e-01	 7.860051e-01	 5	 5	 5	 8	 2	 10	 0
60	 5.733559e-01	 5.733559e-01	 5.733559e-01	 23	 23	 23	 6	 4	 10	 0
