StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 4.442247e-01	 4.419040e-01	 3.884080e-01	 32	 33	 29	 4	 6	 10	 0
2	 7.122311e-01	 7.107456e-01	 6.560314e-01	 12	 12	 12	 8	 2	 10	 0
3	 5.135692e-01	 5.125162e-01	 4.572160e-01	 27	 27	 24	 5	 5	 10	 0
4	 5.433480e-01	 5.428207e-01	 4.864256e-01	 23	 24	 22	 5	 5	 10	 0
5	 6.151249e-01	 6.233466e-01	 5.081545e-01	 20	 20	 20	 7	 2	 9	 1
6	 8.030745e-01	 8.016583e-01	 7.321229e-01	 7	 7	 6	 10	 0	 10	 0
7	 3.614138e-01	 3.623334e-01	 3.078500e-01	 42	 41	 37	 4	 6	 10	 0
8	 9.819352e-01	 1.014029e+00	 8.399384e-01	 1	 1	 1	 9	 0	 9	 1
9	 7.396697e-01	 7.394514e-01	 6.782774e-01	 11	 11	 11	 9	 1	 10	 0
10	 4.777955e-01	 4.752917e-01	 3.458035e-01	 31	 31	 36	 3	 5	 8	 2
11	 8.463014e-01	 8.486759e-01	 7.854404e-01	 3	 3	 2	 9	 1	 10	 0
12	 1.682584e-01	 1.581667e-01	 1.028621e-01	 59	 59	 59	 1	 8	 9	 1
13	 3.642614e-01	 3.597325e-01	 3.023850e-01	 40	 42	 39	 4	 6	 10	 0
14	 6.939345e-01	 6.883243e-01	 6.286977e-01	 14	 15	 13	 8	 2	 10	 0
15	 3.204338e-01	 3.310913e-01	 2.327602e-01	 47	 45	 49	 3	 6	 9	 1
16	 2.774072e-01	 2.728412e-01	 2.141080e-01	 52	 52	 52	 3	 7	 10	 0
17	 8.643823e-01	 9.231730e-01	 7.296299e-01	 2	 2	 7	 8	 1	 9	 1
18	 4.260842e-01	 4.181408e-01	 3.032177e-01	 36	 36	 38	 3	 5	 8	 2
19	 5.349406e-01	 5.531298e-01	 4.396890e-01	 24	 23	 27	 5	 4	 9	 1
20	 6.926638e-01	 6.949881e-01	 6.217197e-01	 15	 14	 15	 7	 3	 10	 0
21	 3.619026e-01	 3.694815e-01	 2.952536e-01	 41	 40	 41	 3	 7	 10	 0
22	 6.828855e-01	 6.539761e-01	 5.610772e-01	 16	 17	 19	 7	 2	 9	 1
23	 8.265222e-01	 8.283639e-01	 7.693230e-01	 5	 5	 4	 9	 1	 10	 0
24	 5.028718e-01	 5.016983e-01	 4.454555e-01	 28	 28	 26	 6	 4	 10	 0
25	 6.941977e-01	 7.020304e-01	 6.219826e-01	 13	 13	 14	 7	 3	 10	 0
26	 7.543042e-01	 7.577737e-01	 6.946215e-01	 10	 10	 10	 7	 3	 10	 0
27	 3.791282e-01	 3.951428e-01	 2.962373e-01	 39	 38	 40	 3	 6	 9	 1
28	 7.750397e-01	 7.800502e-01	 7.091969e-01	 8	 8	 8	 7	 3	 10	 0
29	 8.445795e-01	 8.466598e-01	 7.809399e-01	 4	 4	 3	 9	 1	 10	 0
30	 3.799040e-01	 3.742714e-01	 2.873507e-01	 38	 39	 43	 2	 7	 9	 1
31	 4.371386e-01	 4.359970e-01	 3.728325e-01	 34	 34	 31	 4	 6	 10	 0
32	 4.095023e-01	 4.025557e-01	 3.518556e-01	 37	 37	 34	 4	 6	 10	 0
33	 5.982349e-01	 6.122405e-01	 4.916371e-01	 21	 21	 21	 5	 4	 9	 1
34	 1.861129e-01	 1.845365e-01	 1.294841e-01	 58	 56	 57	 1	 9	 10	 0
35	 1.912634e-01	 1.800929e-01	 1.232013e-01	 57	 58	 58	 0	 9	 9	 1
36	 2.423956e-01	 1.821436e-01	 1.607174e-01	 54	 57	 54	 1	 8	 9	 1
37	 3.006774e-01	 2.974995e-01	 2.311795e-01	 50	 50	 50	 3	 7	 10	 0
38	 6.308943e-01	 6.334472e-01	 5.693400e-01	 19	 19	 18	 7	 3	 10	 0
39	 2.072745e-01	 1.877675e-01	 1.314346e-01	 56	 55	 56	 0	 9	 9	 1
40	 3.456127e-01	 3.287600e-01	 2.564446e-01	 44	 46	 47	 2	 7	 9	 1
41	 3.115298e-01	 3.114726e-01	 2.559660e-01	 49	 49	 48	 3	 7	 10	 0
42	 3.216783e-01	 3.212104e-01	 2.588602e-01	 46	 47	 45	 3	 7	 10	 0
43	 3.361772e-01	 3.384958e-01	 2.790415e-01	 45	 44	 44	 3	 7	 10	 0
44	 4.824049e-01	 4.977305e-01	 3.590446e-01	 30	 29	 33	 4	 4	 8	 2
45	 6.745700e-01	 6.742988e-01	 6.044113e-01	 17	 16	 16	 7	 3	 10	 0
46	 5.156389e-01	 5.157229e-01	 3.857485e-01	 25	 25	 30	 4	 4	 8	 2
47	 2.188623e-01	 1.922567e-01	 1.442622e-01	 55	 54	 55	 1	 8	 9	 1
48	 8.258182e-01	 8.241057e-01	 7.587551e-01	 6	 6	 5	 10	 0	 10	 0
49	 3.127418e-01	 3.134093e-01	 2.580962e-01	 48	 48	 46	 4	 6	 10	 0
50	 2.613197e-01	 2.700032e-01	 1.920964e-01	 53	 53	 53	 1	 8	 9	 1
51	 5.142068e-01	 5.130898e-01	 4.468475e-01	 26	 26	 25	 5	 5	 10	 0
52	 7.644476e-01	 7.627294e-01	 7.050714e-01	 9	 9	 9	 9	 1	 10	 0
53	 2.892022e-01	 2.907568e-01	 2.250876e-01	 51	 51	 51	 2	 8	 10	 0
54	 4.889414e-01	 4.917263e-01	 4.285313e-01	 29	 30	 28	 4	 6	 10	 0
55	 1.258229e-01	 1.264409e-01	 6.354884e-02	 60	 60	 60	 1	 9	 10	 0
56	 4.410395e-01	 4.426923e-01	 3.477625e-01	 33	 32	 35	 4	 5	 9	 1
57	 6.496949e-01	 6.467088e-01	 5.892415e-01	 18	 18	 17	 7	 3	 10	 0
58	 5.569121e-01	 5.622722e-01	 4.575701e-01	 22	 22	 23	 5	 4	 9	 1
59	 4.287435e-01	 4.308583e-01	 3.648341e-01	 35	 35	 32	 4	 6	 10	 0
60	 3.487517e-01	 3.471699e-01	 2.896939e-01	 43	 43	 42	 4	 6	 10	 0
