StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 2.655280e-01	 2.643942e-01	 2.278536e-01	 54	 54	 53	 2	 8	 10	 0
2	 3.710660e-01	 3.714360e-01	 3.385460e-01	 40	 41	 37	 5	 5	 10	 0
3	 3.011687e-01	 2.952584e-01	 2.552206e-01	 50	 51	 51	 2	 8	 10	 0
4	 3.161469e-01	 3.134549e-01	 2.806919e-01	 49	 49	 47	 2	 8	 10	 0
5	 3.688688e-01	 3.705882e-01	 3.233407e-01	 42	 42	 41	 3	 7	 10	 0
6	 5.378526e-02	 5.288113e-02	 1.652695e-02	 60	 60	 60	 0	 10	 10	 0
7	 5.637736e-01	 5.587126e-01	 5.234993e-01	 26	 26	 25	 6	 4	 10	 0
8	 1.727600e-01	 1.729464e-01	 1.437957e-01	 56	 56	 56	 1	 9	 10	 0
9	 5.691920e-01	 5.693449e-01	 5.399040e-01	 25	 25	 24	 5	 5	 10	 0
10	 4.408954e-01	 4.408471e-01	 4.092422e-01	 32	 33	 31	 4	 6	 10	 0
11	 5.927865e-01	 5.880352e-01	 5.607819e-01	 23	 24	 21	 6	 4	 10	 0
12	 1.565205e-01	 1.579904e-01	 1.138142e-01	 58	 58	 58	 0	 10	 10	 0
13	 5.279766e-01	 5.284625e-01	 4.959258e-01	 28	 28	 28	 5	 5	 10	 0
14	 3.691238e-01	 3.722159e-01	 3.243802e-01	 41	 40	 40	 3	 7	 10	 0
15	 3.876960e-01	 3.847642e-01	 3.103925e-01	 37	 36	 43	 4	 5	 9	 1
16	 2.910358e-01	 2.887701e-01	 2.586187e-01	 52	 52	 49	 3	 7	 10	 0
17	 3.761171e-01	 3.799921e-01	 3.247368e-01	 39	 38	 38	 2	 8	 10	 0
18	 4.634407e-01	 4.626799e-01	 4.367362e-01	 29	 29	 29	 4	 6	 10	 0
