StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 5.510480e-01	 5.661620e-01	 4.906908e-01	 28	 28	 32	 5	 4	 9	 1
2	 7.749406e-01	 7.764842e-01	 7.562000e-01	 7	 7	 7	 9	 1	 10	 0
3	 5.211457e-01	 5.182370e-01	 5.050841e-01	 30	 31	 29	 6	 4	 10	 0
4	 4.892587e-01	 5.182554e-01	 4.390713e-01	 36	 30	 38	 4	 5	 9	 1
5	 1.604034e-01	 1.599014e-01	 1.495807e-01	 55	 55	 55	 0	 10	 10	 0
6	 1.246024e-01	 1.255657e-01	 1.103607e-01	 59	 58	 58	 0	 10	 10	 0
7	 1.785027e-01	 1.783829e-01	 1.697401e-01	 54	 53	 53	 1	 9	 10	 0
8	 3.493015e-01	 3.520872e-01	 3.375034e-01	 45	 45	 44	 3	 7	 10	 0
9	 5.836432e-01	 5.818261e-01	 5.714817e-01	 22	 22	 22	 6	 4	 10	 0
10	 6.938753e-01	 6.951885e-01	 6.787250e-01	 15	 15	 15	 6	 4	 10	 0
11	 5.898618e-01	 5.902721e-01	 5.791989e-01	 21	 21	 21	 6	 4	 10	 0
12	 6.065886e-01	 6.061315e-01	 5.973865e-01	 20	 20	 19	 7	 3	 10	 0
13	 5.791482e-01	 5.794075e-01	 5.655154e-01	 23	 23	 23	 6	 4	 10	 0
14	 5.672684e-01	 5.672404e-01	 5.566869e-01	 27	 27	 27	 6	 4	 10	 0
15	 8.830204e-01	 8.823683e-01	 8.743821e-01	 3	 3	 3	 9	 1	 10	 0
16	 1.951580e-01	 1.681411e-01	 1.634342e-01	 53	 54	 54	 1	 8	 9	 1
17	 6.698989e-01	 6.707105e-01	 6.587481e-01	 16	 16	 16	 8	 2	 10	 0
18	 7.270468e-01	 7.264328e-01	 7.177481e-01	 10	 12	 10	 7	 3	 10	 0
19	 8.033992e-01	 8.031315e-01	 7.946673e-01	 6	 5	 5	 9	 1	 10	 0
20	 9.146552e-01	 9.153462e-01	 9.046825e-01	 2	 2	 1	 10	 0	 10	 0
21	 3.674299e-01	 3.727100e-01	 2.993211e-01	 42	 42	 46	 3	 5	 8	 2
22	 7.063160e-01	 7.060545e-01	 6.973448e-01	 13	 13	 13	 7	 3	 10	 0
23	 1.330993e-01	 1.104121e-01	 1.086913e-01	 58	 59	 59	 0	 9	 9	 1
24	 4.643860e-01	 4.625248e-01	 4.533860e-01	 37	 37	 36	 5	 5	 10	 0
25	 2.896195e-01	 2.892271e-01	 2.803812e-01	 47	 47	 47	 2	 8	 10	 0
26	 5.214057e-01	 5.190280e-01	 5.107187e-01	 29	 29	 28	 5	 5	 10	 0
27	 7.249292e-01	 7.271666e-01	 7.117785e-01	 11	 11	 11	 7	 3	 10	 0
28	 3.558830e-01	 3.533954e-01	 3.444243e-01	 43	 44	 42	 4	 6	 10	 0
29	 2.172861e-01	 2.191918e-01	 2.044566e-01	 51	 51	 51	 1	 9	 10	 0
30	 6.291623e-01	 6.290137e-01	 6.207233e-01	 17	 17	 17	 7	 3	 10	 0
31	 2.864112e-01	 2.863126e-01	 2.766571e-01	 48	 48	 48	 2	 8	 10	 0
32	 1.403517e-01	 1.400396e-01	 1.295286e-01	 56	 56	 56	 1	 9	 10	 0
33	 2.475907e-01	 2.476986e-01	 2.363973e-01	 50	 50	 49	 2	 8	 10	 0
34	 5.162740e-01	 5.145515e-01	 4.998792e-01	 31	 32	 31	 6	 4	 10	 0
35	 8.316294e-01	 8.288752e-01	 8.199074e-01	 4	 4	 4	 10	 0	 10	 0
36	 5.144999e-01	 5.118448e-01	 5.019383e-01	 32	 33	 30	 6	 4	 10	 0
37	 4.024692e-01	 4.012056e-01	 3.861558e-01	 41	 40	 41	 5	 5	 10	 0
38	 7.467128e-01	 7.471277e-01	 7.368986e-01	 9	 9	 9	 8	 2	 10	 0
39	 4.801498e-02	 4.819248e-02	 3.887640e-02	 60	 60	 60	 0	 10	 10	 0
40	 4.988506e-01	 4.985454e-01	 4.889299e-01	 33	 34	 33	 5	 5	 10	 0
41	 7.584829e-01	 7.624136e-01	 7.418117e-01	 8	 8	 8	 8	 2	 10	 0
42	 4.931340e-01	 4.947724e-01	 4.739697e-01	 35	 36	 35	 5	 5	 10	 0
43	 4.943334e-01	 4.948402e-01	 4.846351e-01	 34	 35	 34	 4	 6	 10	 0
44	 7.030450e-01	 7.029855e-01	 6.931521e-01	 14	 14	 14	 8	 2	 10	 0
45	 7.241492e-01	 7.272186e-01	 7.102272e-01	 12	 10	 12	 7	 3	 10	 0
46	 3.398362e-01	 3.380624e-01	 3.302750e-01	 46	 46	 45	 3	 7	 10	 0
47	 4.127126e-01	 4.104117e-01	 4.011238e-01	 39	 39	 39	 4	 6	 10	 0
48	 3.539359e-01	 3.541256e-01	 3.440590e-01	 44	 43	 43	 3	 7	 10	 0
49	 1.981361e-01	 1.985856e-01	 1.877499e-01	 52	 52	 52	 0	 10	 10	 0
50	 5.736541e-01	 5.744992e-01	 5.630343e-01	 25	 25	 24	 5	 5	 10	 0
51	 9.153665e-01	 9.186331e-01	 9.011746e-01	 1	 1	 2	 10	 0	 10	 0
