StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 2.291028e-01	 2.294388e-01	 2.163770e-01	 51	 51	 51	 1	 9	 10	 0
2	 8.125524e-01	 8.125439e-01	 8.063970e-01	 5	 5	 5	 10	 0	 10	 0
3	 1.577050e-01	 1.576893e-01	 1.494105e-01	 55	 55	 55	 1	 9	 10	 0
4	 4.596450e-01	 4.599787e-01	 4.468255e-01	 34	 34	 35	 4	 6	 10	 0
5	 3.203222e-01	 3.203787e-01	 3.137515e-01	 44	 44	 44	 3	 7	 10	 0
6	 1.433947e-01	 1.431361e-01	 1.316217e-01	 56	 56	 56	 1	 9	 10	 0
7	 3.289520e-01	 3.285782e-01	 3.164089e-01	 40	 40	 43	 2	 8	 10	 0
8	 4.159408e-01	 4.159607e-01	 4.089991e-01	 37	 37	 37	 4	 6	 10	 0
9	 6.008295e-01	 6.008109e-01	 5.937443e-01	 24	 24	 24	 7	 3	 10	 0
10	 7.456235e-01	 7.455452e-01	 7.380924e-01	 9	 10	 10	 9	 1	 10	 0
11	 7.231630e-01	 7.264458e-01	 6.537682e-01	 13	 13	 19	 7	 2	 9	 1
12	 8.487238e-02	 8.486293e-02	 7.764605e-02	 59	 59	 59	 0	 10	 10	 0
13	 6.827357e-01	 6.826869e-01	 6.750905e-01	 18	 18	 16	 7	 3	 10	 0
14	 7.181020e-01	 7.181492e-01	 7.112959e-01	 14	 14	 13	 8	 2	 10	 0
15	 3.509405e-01	 3.512036e-01	 3.390191e-01	 39	 39	 39	 4	 6	 10	 0
16	 4.603907e-01	 4.603617e-01	 4.525297e-01	 33	 33	 33	 5	 5	 10	 0
17	 2.388060e-01	 2.384994e-01	 2.268445e-01	 49	 49	 50	 1	 9	 10	 0
18	 3.284309e-01	 3.283921e-01	 3.224002e-01	 41	 41	 40	 2	 8	 10	 0
19	 3.950285e-01	 3.950382e-01	 3.874799e-01	 38	 38	 38	 4	 6	 10	 0
20	 7.456040e-01	 7.456554e-01	 7.384327e-01	 10	 9	 9	 9	 1	 10	 0
21	 3.067913e-01	 3.066244e-01	 2.942276e-01	 45	 45	 45	 2	 8	 10	 0
22	 3.266345e-01	 3.265842e-01	 3.200622e-01	 43	 43	 41	 3	 7	 10	 0
23	 2.865124e-01	 2.865162e-01	 2.810090e-01	 46	 46	 46	 3	 7	 10	 0
24	 8.932598e-01	 8.932434e-01	 8.870613e-01	 3	 3	 3	 9	 1	 10	 0
25	 3.270242e-01	 3.269759e-01	 3.194884e-01	 42	 42	 42	 3	 7	 10	 0
26	 8.139931e-02	 8.144820e-02	 7.524541e-02	 60	 60	 60	 0	 10	 10	 0
27	 4.325455e-01	 4.328630e-01	 4.201954e-01	 36	 36	 36	 4	 6	 10	 0
28	 1.362138e-01	 1.362185e-01	 1.298077e-01	 57	 57	 57	 0	 10	 10	 0
29	 5.442213e-01	 5.442661e-01	 5.380403e-01	 27	 27	 27	 6	 4	 10	 0
30	 2.836974e-01	 2.834000e-01	 2.708280e-01	 47	 47	 47	 3	 7	 10	 0
31	 6.896657e-01	 6.863817e-01	 6.227906e-01	 17	 17	 23	 8	 1	 9	 1
32	 9.516306e-01	 9.518879e-01	 9.403000e-01	 2	 2	 2	 10	 0	 10	 0
33	 4.581705e-01	 4.581348e-01	 4.501398e-01	 35	 35	 34	 5	 5	 10	 0
34	 6.353422e-01	 6.353663e-01	 6.284553e-01	 23	 23	 22	 6	 4	 10	 0
35	 2.655886e-01	 2.655908e-01	 2.595481e-01	 48	 48	 48	 3	 7	 10	 0
36	 4.734144e-01	 4.734221e-01	 4.662393e-01	 32	 32	 32	 4	 6	 10	 0
37	 5.290368e-01	 5.291145e-01	 5.209685e-01	 30	 30	 30	 6	 4	 10	 0
38	 5.860466e-01	 5.862793e-01	 5.744559e-01	 25	 25	 25	 5	 5	 10	 0
39	 7.447060e-01	 7.446102e-01	 7.368531e-01	 11	 11	 11	 9	 1	 10	 0
40	 7.844061e-01	 7.844352e-01	 7.775585e-01	 6	 6	 6	 9	 1	 10	 0
41	 7.696924e-01	 7.695998e-01	 7.626668e-01	 8	 8	 8	 8	 2	 10	 0
42	 2.375040e-01	 2.375632e-01	 2.307940e-01	 50	 50	 49	 2	 8	 10	 0
43	 5.338846e-01	 5.335678e-01	 5.214163e-01	 29	 29	 29	 5	 5	 10	 0
44	 6.696852e-01	 6.697538e-01	 6.613570e-01	 20	 20	 18	 8	 2	 10	 0
45	 6.397229e-01	 6.397315e-01	 6.311101e-01	 22	 22	 21	 7	 3	 10	 0
46	 7.276709e-01	 7.276533e-01	 7.201754e-01	 12	 12	 12	 7	 3	 10	 0
47	 1.083769e-01	 1.081097e-01	 9.690024e-02	 58	 58	 58	 0	 10	 10	 0
48	 5.550063e-01	 5.552698e-01	 5.425224e-01	 26	 26	 26	 6	 4	 10	 0
49	 5.245085e-01	 5.245485e-01	 5.180594e-01	 31	 31	 31	 4	 6	 10	 0
50	 2.146610e-01	 2.149578e-01	 2.013753e-01	 53	 53	 53	 1	 9	 10	 0
51	 6.917367e-01	 6.917229e-01	 6.851427e-01	 16	 16	 15	 7	 3	 10	 0
52	 6.600546e-01	 6.601221e-01	 6.537272e-01	 21	 21	 20	 7	 3	 10	 0
53	 8.876737e-01	 8.873230e-01	 8.750825e-01	 4	 4	 4	 9	 1	 10	 0
54	 7.776083e-01	 7.776532e-01	 7.702757e-01	 7	 7	 7	 8	 2	 10	 0
55	 2.212487e-01	 2.209600e-01	 2.091795e-01	 52	 52	 52	 1	 9	 10	 0
56	 7.087117e-01	 7.090247e-01	 6.951259e-01	 15	 15	 14	 9	 1	 10	 0
57	 9.831436e-01	 9.831307e-01	 9.766210e-01	 1	 1	 1	 10	 0	 10	 0
58	 5.434955e-01	 5.434968e-01	 5.372469e-01	 28	 28	 28	 6	 4	 10	 0
59	 1.904333e-01	 1.903845e-01	 1.835333e-01	 54	 54	 54	 1	 9	 10	 0
60	 6.767327e-01	 6.767087e-01	 6.699997e-01	 19	 19	 17	 6	 4	 10	 0
