StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 3.399444e-01	 3.388610e-01	 3.260147e-01	 46	 46	 43	 2	 8	 10	 0
2	 8.873128e-01	 8.872532e-01	 8.727797e-01	 3	 3	 3	 8	 2	 10	 0
3	 3.938321e-01	 3.937013e-01	 3.787561e-01	 37	 37	 37	 3	 7	 10	 0
4	 2.019916e-01	 1.988277e-01	 1.841770e-01	 54	 54	 54	 1	 9	 10	 0
5	 3.722057e-01	 3.717710e-01	 3.589459e-01	 41	 40	 39	 3	 7	 10	 0
6	 3.874106e-01	 3.867970e-01	 3.727502e-01	 39	 39	 38	 3	 7	 10	 0
7	 2.161533e-01	 2.158743e-01	 1.988248e-01	 53	 53	 53	 2	 8	 10	 0
8	 4.999984e-01	 5.066426e-01	 4.410753e-01	 30	 29	 32	 5	 4	 9	 1
9	 1.758015e-01	 1.748502e-01	 1.601951e-01	 57	 57	 57	 1	 9	 10	 0
10	 3.745961e-01	 3.444803e-01	 3.248799e-01	 40	 44	 44	 2	 7	 9	 1
11	 4.258976e-01	 4.257660e-01	 4.104507e-01	 35	 35	 34	 4	 6	 10	 0
12	 6.628584e-02	 6.749196e-02	 4.861083e-02	 60	 60	 60	 0	 10	 10	 0
13	 3.532704e-01	 3.534700e-01	 3.401531e-01	 44	 43	 42	 3	 7	 10	 0
14	 4.786531e-01	 4.785249e-01	 4.601154e-01	 32	 32	 31	 4	 6	 10	 0
15	 2.849998e-01	 2.851631e-01	 2.700636e-01	 47	 47	 47	 2	 8	 10	 0
16	 7.307034e-02	 7.372691e-02	 5.665583e-02	 59	 59	 59	 0	 10	 10	 0
17	 5.887261e-01	 5.882486e-01	 5.766032e-01	 25	 25	 25	 5	 5	 10	 0
18	 2.513882e-01	 2.543849e-01	 2.292095e-01	 49	 49	 49	 3	 7	 10	 0
19	 2.329682e-01	 2.301084e-01	 2.124809e-01	 51	 52	 51	 2	 8	 10	 0
20	 5.049833e-01	 5.043279e-01	 4.895420e-01	 29	 30	 28	 5	 5	 10	 0
