StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 3.262920e-01	 3.263648e-01	 3.234348e-01	 45	 45	 45	 3	 7	 10	 0
2	 6.400200e-01	 6.400116e-01	 6.374902e-01	 21	 21	 21	 6	 4	 10	 0
3	 3.350852e-01	 3.350915e-01	 3.326979e-01	 43	 43	 43	 4	 6	 10	 0
4	 2.737264e-01	 2.736423e-01	 2.712566e-01	 48	 49	 48	 2	 8	 10	 0
5	 6.502082e-01	 6.497268e-01	 6.461789e-01	 20	 20	 20	 8	 2	 10	 0
6	 1.866520e-01	 1.867054e-01	 1.835976e-01	 54	 54	 54	 0	 10	 10	 0
7	 7.577827e-01	 7.573352e-01	 7.539512e-01	 7	 7	 7	 8	 2	 10	 0
8	 2.155453e-01	 2.099806e-01	 1.942557e-01	 52	 52	 52	 0	 9	 9	 1
9	 7.958608e-01	 7.959139e-01	 7.934073e-01	 5	 5	 5	 9	 1	 10	 0
10	 7.537989e-01	 7.537183e-01	 7.509156e-01	 11	 11	 11	 8	 2	 10	 0
11	 6.630218e-01	 6.629717e-01	 6.606025e-01	 18	 18	 18	 7	 3	 10	 0
12	 4.027076e-01	 4.027055e-01	 4.001375e-01	 37	 37	 37	 4	 6	 10	 0
13	 9.024500e-01	 9.024994e-01	 8.999991e-01	 1	 1	 1	 10	 0	 10	 0
14	 5.587774e-01	 5.587636e-01	 5.567738e-01	 29	 29	 28	 6	 4	 10	 0
15	 7.560142e-01	 7.559601e-01	 7.538736e-01	 9	 9	 8	 8	 2	 10	 0
16	 3.278537e-01	 3.278067e-01	 3.253305e-01	 44	 44	 44	 3	 7	 10	 0
17	 1.449473e-01	 1.449447e-01	 1.426172e-01	 57	 57	 57	 0	 10	 10	 0
18	 3.185524e-02	 3.188173e-02	 2.966716e-02	 60	 60	 60	 0	 10	 10	 0
19	 1.177339e-01	 1.177218e-01	 1.157975e-01	 59	 59	 59	 1	 9	 10	 0
20	 6.899851e-01	 6.900050e-01	 6.876585e-01	 15	 15	 15	 7	 3	 10	 0
21	 3.692663e-01	 3.686926e-01	 3.650215e-01	 42	 42	 42	 3	 7	 10	 0
22	 4.695699e-01	 4.700062e-01	 4.652787e-01	 33	 33	 33	 5	 5	 10	 0
23	 3.135113e-01	 3.134990e-01	 3.116017e-01	 46	 46	 46	 4	 6	 10	 0
24	 5.968723e-01	 5.968718e-01	 5.941925e-01	 26	 26	 26	 5	 5	 10	 0
25	 3.122099e-01	 3.122189e-01	 3.092705e-01	 47	 47	 47	 2	 8	 10	 0
26	 4.089331e-01	 4.084397e-01	 4.052174e-01	 36	 36	 36	 4	 6	 10	 0
27	 2.181133e-01	 2.182187e-01	 2.157187e-01	 51	 51	 51	 2	 8	 10	 0
28	 1.383379e-01	 1.387902e-01	 1.338703e-01	 58	 58	 58	 0	 10	 10	 0
29	 3.839650e-01	 3.839004e-01	 3.815952e-01	 41	 41	 41	 3	 7	 10	 0
30	 5.668361e-01	 5.668880e-01	 5.644018e-01	 27	 27	 27	 7	 3	 10	 0
31	 5.011492e-01	 5.016221e-01	 4.965886e-01	 31	 31	 31	 5	 5	 10	 0
32	 7.554314e-01	 7.555630e-01	 7.528891e-01	 10	 10	 10	 9	 1	 10	 0
33	 3.931713e-01	 3.926823e-01	 3.894814e-01	 39	 39	 39	 4	 6	 10	 0
34	 7.418622e-01	 7.414556e-01	 7.378799e-01	 12	 12	 12	 8	 2	 10	 0
35	 4.177052e-01	 4.176177e-01	 4.154276e-01	 35	 35	 35	 4	 6	 10	 0
36	 4.025523e-01	 4.026385e-01	 3.999729e-01	 38	 38	 38	 3	 7	 10	 0
37	 2.594411e-01	 2.595428e-01	 2.565182e-01	 50	 50	 49	 1	 9	 10	 0
38	 6.842248e-01	 6.841774e-01	 6.818359e-01	 16	 16	 16	 7	 3	 10	 0
39	 8.138268e-01	 8.138649e-01	 8.114497e-01	 4	 4	 4	 8	 2	 10	 0
40	 6.980362e-01	 6.985893e-01	 6.936488e-01	 14	 14	 14	 8	 2	 10	 0
41	 6.362313e-01	 6.361006e-01	 6.335764e-01	 22	 22	 22	 8	 2	 10	 0
42	 1.573910e-01	 1.573880e-01	 1.551800e-01	 55	 55	 55	 1	 9	 10	 0
43	 7.562749e-01	 7.562926e-01	 7.536377e-01	 8	 8	 9	 7	 3	 10	 0
