StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 2.577747e-01	 2.577747e-01	 2.577747e-01	 49	 49	 49	 2	 8	 10	 0
2	 2.652178e-01	 2.652178e-01	 2.652178e-01	 47	 47	 47	 2	 8	 10	 0
3	 3.337394e-01	 3.337394e-01	 3.337394e-01	 45	 45	 45	 4	 6	 10	 0
4	 9.918032e-01	 9.918032e-01	 9.918032e-01	 1	 1	 1	 10	 0	 10	 0
5	 1.091203e-01	 1.091203e-01	 1.091203e-01	 57	 57	 57	 0	 10	 10	 0
6	 1.279252e-01	 1.279252e-01	 1.279252e-01	 56	 56	 56	 0	 10	 10	 0
7	 5.068441e-01	 5.068441e-01	 5.068441e-01	 32	 32	 32	 5	 5	 10	 0
8	 9.666627e-02	 9.666627e-02	 9.666627e-02	 59	 59	 59	 0	 10	 10	 0
9	 5.752600e-01	 5.752600e-01	 5.752600e-01	 26	 26	 26	 6	 4	 10	 0
10	 6.627528e-01	 6.627528e-01	 6.627528e-01	 18	 18	 18	 7	 3	 10	 0
11	 5.162681e-01	 5.162681e-01	 5.162681e-01	 31	 31	 31	 5	 5	 10	 0
12	 1.086130e-01	 1.086130e-01	 1.086130e-01	 58	 58	 58	 0	 10	 10	 0
13	 7.246119e-01	 7.246119e-01	 7.246119e-01	 14	 14	 14	 8	 2	 10	 0
14	 6.573970e-01	 6.573970e-01	 6.573970e-01	 20	 20	 20	 7	 3	 10	 0
15	 3.415340e-01	 3.415340e-01	 3.415340e-01	 44	 44	 44	 3	 7	 10	 0
16	 8.793921e-02	 8.793921e-02	 8.793921e-02	 60	 60	 60	 0	 10	 10	 0
17	 2.611604e-01	 2.611604e-01	 2.611604e-01	 48	 48	 48	 1	 9	 10	 0
18	 4.591079e-01	 4.591079e-01	 4.591079e-01	 34	 34	 34	 5	 5	 10	 0
19	 1.957602e-01	 1.957602e-01	 1.957602e-01	 52	 52	 52	 1	 9	 10	 0
20	 2.100985e-01	 2.100985e-01	 2.100985e-01	 51	 51	 51	 0	 10	 10	 0
21	 3.569917e-01	 3.569917e-01	 3.569917e-01	 41	 41	 41	 3	 7	 10	 0
22	 3.965512e-01	 3.965512e-01	 3.965512e-01	 39	 39	 39	 4	 6	 10	 0
23	 2.988563e-01	 2.988563e-01	 2.988563e-01	 46	 46	 46	 2	 8	 10	 0
24	 5.806815e-01	 5.806815e-01	 5.806815e-01	 25	 25	 25	 7	 3	 10	 0
25	 3.510991e-01	 3.510991e-01	 3.510991e-01	 43	 43	 43	 3	 7	 10	 0
26	 1.557888e-01	 1.557888e-01	 1.557888e-01	 54	 54	 54	 0	 10	 10	 0
27	 3.515571e-01	 3.515571e-01	 3.515571e-01	 42	 42	 42	 3	 7	 10	 0
28	 7.811015e-01	 7.811015e-01	 7.811015e-01	 8	 8	 8	 9	 1	 10	 0
29	 4.258058e-01	 4.258058e-01	 4.258058e-01	 35	 35	 35	 5	 5	 10	 0
30	 2.122924e-01	 2.122924e-01	 2.122924e-01	 50	 50	 50	 2	 8	 10	 0
31	 8.070407e-01	 8.070407e-01	 8.070407e-01	 5	 5	 5	 9	 1	 10	 0
32	 9.065458e-01	 9.065458e-01	 9.065458e-01	 2	 2	 2	 10	 0	 10	 0
33	 5.969355e-01	 5.969355e-01	 5.969355e-01	 24	 24	 24	 7	 3	 10	 0
34	 6.844642e-01	 6.844642e-01	 6.844642e-01	 17	 17	 17	 8	 2	 10	 0
35	 1.725204e-01	 1.725204e-01	 1.725204e-01	 53	 53	 53	 0	 10	 10	 0
36	 5.210731e-01	 5.210731e-01	 5.210731e-01	 30	 30	 30	 6	 4	 10	 0
37	 1.489247e-01	 1.489247e-01	 1.489247e-01	 55	 55	 55	 0	 10	 10	 0
38	 8.547210e-01	 8.547210e-01	 8.547210e-01	 3	 3	 3	 8	 2	 10	 0
39	 7.809247e-01	 7.809247e-01	 7.809247e-01	 9	 9	 9	 8	 2	 10	 0
40	 7.059702e-01	 7.059702e-01	 7.059702e-01	 16	 16	 16	 7	 3	 10	 0
41	 7.144899e-01	 7.144899e-01	 7.144899e-01	 15	 15	 15	 7	 3	 10	 0
42	 5.494444e-01	 5.494444e-01	 5.494444e-01	 27	 27	 27	 6	 4	 10	 0
43	 7.923984e-01	 7.923984e-01	 7.923984e-01	 7	 7	 7	 9	 1	 10	 0
44	 3.597929e-01	 3.597929e-01	 3.597929e-01	 40	 40	 40	 4	 6	 10	 0
45	 7.770203e-01	 7.770203e-01	 7.770203e-01	 10	 10	 10	 9	 1	 10	 0
