StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 1.906451e-01	 1.904118e-01	 1.858494e-01	 55	 55	 55	 1	 9	 10	 0
2	 5.509075e-02	 5.827101e-02	 4.526721e-02	 60	 60	 60	 0	 10	 10	 0
3	 4.018648e-01	 4.015847e-01	 3.973379e-01	 40	 40	 40	 4	 6	 10	 0
4	 4.156593e-01	 4.154735e-01	 4.111629e-01	 39	 39	 39	 4	 6	 10	 0
5	 4.442974e-01	 4.434843e-01	 4.399309e-01	 34	 34	 33	 3	 7	 10	 0
6	 1.449188e-01	 1.451859e-01	 1.400091e-01	 58	 58	 58	 0	 10	 10	 0
7	 5.492553e-01	 5.467042e-01	 5.427465e-01	 27	 27	 27	 6	 4	 10	 0
8	 2.935634e-01	 2.932306e-01	 2.884672e-01	 46	 46	 46	 2	 8	 10	 0
9	 2.250450e-01	 2.254623e-01	 2.198040e-01	 53	 53	 53	 2	 8	 10	 0
10	 4.359188e-01	 4.386620e-01	 4.271486e-01	 36	 36	 36	 4	 6	 10	 0
11	 6.969209e-01	 6.973996e-01	 6.914691e-01	 15	 15	 15	 8	 2	 10	 0
12	 2.496463e-01	 2.524760e-01	 2.394128e-01	 50	 50	 50	 2	 8	 10	 0
13	 6.360374e-01	 6.356919e-01	 6.313773e-01	 20	 21	 20	 7	 3	 10	 0
14	 7.687780e-01	 7.663679e-01	 7.619047e-01	 10	 11	 11	 8	 2	 10	 0
15	 4.645818e-01	 4.622690e-01	 4.576481e-01	 29	 30	 29	 5	 5	 10	 0
16	 1.562929e-01	 1.562832e-01	 1.512708e-01	 57	 57	 57	 0	 10	 10	 0
17	 1.828614e-01	 1.830518e-01	 1.781057e-01	 56	 56	 56	 1	 9	 10	 0
18	 4.180989e-01	 4.179077e-01	 4.137923e-01	 38	 38	 38	 4	 6	 10	 0
19	 2.409283e-01	 2.384777e-01	 2.344147e-01	 51	 52	 52	 2	 8	 10	 0
20	 8.695002e-01	 8.694535e-01	 8.650054e-01	 2	 2	 2	 10	 0	 10	 0
21	 6.111130e-01	 6.116836e-01	 6.057674e-01	 24	 24	 23	 7	 3	 10	 0
22	 6.476304e-01	 6.455796e-01	 6.396114e-01	 17	 18	 17	 7	 3	 10	 0
23	 3.597950e-01	 3.623236e-01	 3.508319e-01	 43	 43	 43	 3	 7	 10	 0
24	 3.312156e-01	 3.026420e-01	 2.960187e-01	 44	 44	 44	 2	 7	 9	 1
25	 2.739807e-01	 2.740439e-01	 2.694775e-01	 48	 48	 48	 2	 8	 10	 0
26	 4.629216e-01	 4.631120e-01	 4.561562e-01	 30	 29	 30	 5	 5	 10	 0
27	 2.842513e-01	 2.844401e-01	 2.800800e-01	 47	 47	 47	 3	 7	 10	 0
28	 3.635138e-01	 3.633459e-01	 3.596329e-01	 42	 42	 42	 3	 7	 10	 0
29	 4.305424e-01	 4.310503e-01	 4.257539e-01	 37	 37	 37	 6	 4	 10	 0
30	 6.388464e-01	 6.388679e-01	 6.340525e-01	 19	 20	 19	 8	 2	 10	 0
31	 6.253444e-01	 6.540150e-01	 5.678829e-01	 23	 17	 25	 7	 2	 9	 1
32	 8.323422e-01	 8.330116e-01	 8.266042e-01	 5	 5	 5	 8	 2	 10	 0
33	 7.787419e-01	 7.761100e-01	 7.705290e-01	 9	 9	 9	 8	 2	 10	 0
34	 8.423875e-01	 8.444714e-01	 8.333852e-01	 4	 3	 4	 8	 2	 10	 0
35	 3.028890e-01	 3.002456e-01	 2.952186e-01	 45	 45	 45	 1	 9	 10	 0
36	 4.418757e-01	 4.426272e-01	 4.367058e-01	 35	 35	 34	 5	 5	 10	 0
37	 1.052579e-01	 1.053579e-01	 1.013996e-01	 59	 59	 59	 0	 10	 10	 0
38	 7.603911e-01	 7.601369e-01	 7.547898e-01	 12	 12	 12	 8	 2	 10	 0
39	 5.735787e-01	 5.760770e-01	 5.642764e-01	 26	 26	 26	 6	 4	 10	 0
40	 9.048000e-01	 9.047092e-01	 8.995973e-01	 1	 1	 1	 10	 0	 10	 0
41	 8.431095e-01	 8.429141e-01	 8.381874e-01	 3	 4	 3	 9	 1	 10	 0
