StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 3.669908e-01	 3.671111e-01	 3.434650e-01	 43	 41	 38	 4	 6	 10	 0
2	 8.062140e-01	 8.060788e-01	 7.787821e-01	 6	 6	 6	 9	 1	 10	 0
3	 5.077882e-01	 5.077503e-01	 4.831350e-01	 29	 29	 29	 5	 5	 10	 0
4	 2.252683e-01	 2.240515e-01	 1.915659e-01	 56	 56	 56	 1	 9	 10	 0
5	 2.380351e-01	 2.388182e-01	 2.123177e-01	 54	 54	 53	 2	 8	 10	 0
6	 1.694526e-01	 1.696877e-01	 1.455044e-01	 59	 59	 59	 2	 8	 10	 0
7	 3.701336e-01	 3.796792e-01	 3.122799e-01	 40	 40	 43	 3	 6	 9	 1
8	 4.807506e-01	 4.801486e-01	 4.493594e-01	 32	 32	 32	 4	 6	 10	 0
9	 2.641046e-01	 2.641179e-01	 2.356201e-01	 53	 52	 51	 2	 8	 10	 0
10	 4.558173e-01	 4.557713e-01	 4.324732e-01	 33	 33	 33	 5	 5	 10	 0
11	 6.581043e-01	 6.595917e-01	 5.775376e-01	 15	 15	 19	 7	 2	 9	 1
12	 4.943243e-01	 4.944270e-01	 4.655974e-01	 30	 30	 30	 5	 5	 10	 0
13	 2.780252e-01	 2.542939e-01	 1.919418e-01	 50	 53	 55	 1	 6	 7	 3
14	 3.879828e-01	 3.883301e-01	 3.544990e-01	 39	 38	 37	 4	 6	 10	 0
15	 2.834035e-01	 2.869588e-01	 2.511365e-01	 48	 48	 48	 2	 8	 10	 0
16	 2.363680e-01	 2.387913e-01	 1.978258e-01	 55	 55	 54	 1	 9	 10	 0
17	 2.732482e-01	 2.728977e-01	 2.239793e-01	 51	 50	 52	 1	 8	 9	 1
18	 6.394532e-01	 6.405984e-01	 6.077543e-01	 18	 18	 17	 7	 3	 10	 0
19	 9.869928e-02	 9.837336e-02	 6.772592e-02	 60	 60	 60	 0	 10	 10	 0
20	 6.389838e-01	 6.394719e-01	 6.078224e-01	 19	 19	 16	 6	 4	 10	 0
21	 3.425643e-01	 3.428192e-01	 3.136761e-01	 44	 44	 41	 3	 7	 10	 0
22	 4.161003e-01	 4.163608e-01	 3.903441e-01	 35	 35	 35	 4	 6	 10	 0
23	 5.690413e-01	 5.676087e-01	 5.410229e-01	 27	 27	 27	 6	 4	 10	 0
24	 4.352599e-01	 4.371772e-01	 3.960722e-01	 34	 34	 34	 4	 6	 10	 0
25	 3.342711e-01	 3.345066e-01	 3.124243e-01	 45	 45	 42	 3	 7	 10	 0
26	 6.364054e-01	 6.341364e-01	 5.554586e-01	 20	 20	 23	 6	 3	 9	 1
27	 4.006153e-01	 3.830459e-01	 3.101965e-01	 37	 39	 44	 3	 5	 8	 2
28	 6.580791e-01	 6.588661e-01	 6.148725e-01	 16	 16	 15	 8	 2	 10	 0
29	 2.825505e-01	 2.831395e-01	 2.470339e-01	 49	 49	 50	 2	 8	 10	 0
30	 3.135558e-01	 3.120158e-01	 2.837536e-01	 47	 47	 46	 1	 9	 10	 0
31	 6.138227e-01	 6.167503e-01	 5.761508e-01	 21	 21	 20	 6	 4	 10	 0
32	 5.870501e-01	 5.888493e-01	 5.464460e-01	 23	 23	 25	 7	 3	 10	 0
33	 8.309866e-01	 8.312113e-01	 8.033308e-01	 5	 5	 5	 9	 1	 10	 0
34	 3.692184e-01	 3.645836e-01	 3.046463e-01	 41	 43	 45	 3	 6	 9	 1
35	 2.069683e-01	 2.058659e-01	 1.575377e-01	 58	 58	 58	 1	 8	 9	 1
36	 3.144241e-01	 3.127185e-01	 2.798660e-01	 46	 46	 47	 3	 7	 10	 0
37	 2.193609e-01	 2.204774e-01	 1.740620e-01	 57	 57	 57	 1	 8	 9	 1
38	 5.722854e-01	 5.728517e-01	 5.413540e-01	 26	 26	 26	 6	 4	 10	 0
39	 6.974597e-01	 6.971907e-01	 6.709733e-01	 10	 12	 10	 8	 2	 10	 0
40	 6.974475e-01	 6.996171e-01	 6.638263e-01	 11	 11	 11	 8	 2	 10	 0
41	 6.723041e-01	 6.724943e-01	 6.483105e-01	 14	 14	 12	 7	 3	 10	 0
42	 7.567485e-01	 7.572343e-01	 7.300646e-01	 8	 8	 8	 8	 2	 10	 0
43	 6.432318e-01	 6.429861e-01	 6.153743e-01	 17	 17	 14	 7	 3	 10	 0
44	 5.790904e-01	 5.792145e-01	 5.563029e-01	 25	 25	 22	 6	 4	 10	 0
45	 5.374283e-01	 5.369675e-01	 5.054652e-01	 28	 28	 28	 6	 4	 10	 0
46	 7.437570e-01	 7.423595e-01	 7.139810e-01	 9	 9	 9	 8	 2	 10	 0
47	 4.003800e-01	 4.039267e-01	 3.404513e-01	 38	 36	 39	 3	 6	 9	 1
48	 4.023562e-01	 4.023913e-01	 3.812346e-01	 36	 37	 36	 3	 7	 10	 0
49	 2.720323e-01	 2.721072e-01	 2.479764e-01	 52	 51	 49	 2	 8	 10	 0
50	 3.670297e-01	 3.653935e-01	 3.314871e-01	 42	 42	 40	 3	 7	 10	 0
51	 5.847964e-01	 5.860803e-01	 5.479744e-01	 24	 24	 24	 6	 4	 10	 0
52	 6.784869e-01	 6.763233e-01	 6.396164e-01	 13	 13	 13	 7	 3	 10	 0
53	 8.526009e-01	 8.523836e-01	 8.237684e-01	 3	 3	 3	 10	 0	 10	 0
54	 9.007576e-01	 8.995234e-01	 8.687685e-01	 1	 1	 1	 10	 0	 10	 0
55	 4.882547e-01	 4.882038e-01	 4.621532e-01	 31	 31	 31	 4	 6	 10	 0
56	 6.899494e-01	 7.178391e-01	 6.039642e-01	 12	 10	 18	 7	 2	 9	 1
57	 7.616255e-01	 7.617350e-01	 7.314218e-01	 7	 7	 7	 8	 2	 10	 0
58	 8.580906e-01	 8.579414e-01	 8.270826e-01	 2	 2	 2	 10	 0	 10	 0
59	 8.380258e-01	 8.377404e-01	 8.157553e-01	 4	 4	 4	 9	 1	 10	 0
60	 6.024395e-01	 6.004146e-01	 5.724092e-01	 22	 22	 21	 6	 4	 10	 0
