StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 8.097509e-01	 8.093153e-01	 7.959085e-01	 6	 6	 6	 8	 2	 10	 0
2	 1.023146e-01	 1.020689e-01	 9.017268e-02	 59	 59	 59	 0	 10	 10	 0
3	 2.105203e-01	 1.940054e-01	 1.754232e-01	 52	 55	 55	 1	 8	 9	 1
4	 4.107322e-01	 4.125484e-01	 3.939014e-01	 37	 38	 37	 3	 7	 10	 0
5	 2.076977e-01	 2.074728e-01	 1.952041e-01	 53	 52	 52	 2	 8	 10	 0
6	 2.118244e-01	 2.104138e-01	 1.959013e-01	 51	 51	 51	 2	 8	 10	 0
7	 3.400926e-01	 3.384425e-01	 3.196360e-01	 45	 45	 44	 3	 7	 10	 0
8	 2.636576e-01	 2.678033e-01	 2.441809e-01	 47	 47	 48	 2	 8	 10	 0
9	 4.004278e-01	 3.826767e-01	 3.475688e-01	 39	 41	 41	 2	 7	 9	 1
10	 4.962144e-01	 4.958057e-01	 4.852377e-01	 31	 31	 31	 4	 6	 10	 0
11	 5.397841e-01	 5.402721e-01	 5.258660e-01	 27	 27	 27	 6	 4	 10	 0
12	 7.562847e-01	 7.532284e-01	 7.417847e-01	 12	 13	 12	 9	 1	 10	 0
13	 4.465001e-01	 4.455520e-01	 4.315587e-01	 35	 35	 35	 5	 5	 10	 0
14	 2.290317e-01	 2.293538e-01	 2.164017e-01	 50	 50	 50	 2	 8	 10	 0
15	 1.602996e-01	 1.625525e-01	 1.430246e-01	 58	 58	 58	 1	 9	 10	 0
16	 7.957241e-01	 7.933621e-01	 7.793204e-01	 8	 8	 8	 8	 2	 10	 0
17	 4.801458e-01	 4.819932e-01	 4.647609e-01	 32	 32	 32	 5	 5	 10	 0
18	 1.991322e-01	 1.994999e-01	 1.863033e-01	 54	 53	 53	 1	 9	 10	 0
19	 1.946678e-01	 1.955497e-01	 1.791513e-01	 55	 54	 54	 1	 9	 10	 0
20	 2.558815e-01	 2.550751e-01	 2.445582e-01	 48	 48	 47	 0	 10	 10	 0
21	 1.724748e-01	 1.714537e-01	 1.581554e-01	 57	 57	 57	 1	 9	 10	 0
22	 6.701634e-01	 6.981001e-01	 5.984127e-01	 18	 17	 20	 7	 2	 9	 1
23	 8.573742e-01	 8.556020e-01	 8.404504e-01	 2	 3	 2	 9	 1	 10	 0
24	 4.574527e-01	 4.553519e-01	 4.416002e-01	 34	 34	 34	 5	 5	 10	 0
25	 1.885259e-01	 1.884036e-01	 1.700832e-01	 56	 56	 56	 2	 8	 10	 0
26	 8.302604e-03	 8.727462e-03	 -5.013706e-03	 60	 60	 60	 0	 10	 10	 0
27	 5.922281e-01	 5.924672e-01	 5.756881e-01	 24	 24	 23	 7	 3	 10	 0
28	 5.572242e-01	 5.570783e-01	 5.360203e-01	 25	 25	 25	 5	 5	 10	 0
29	 3.888477e-01	 3.881828e-01	 3.746647e-01	 41	 40	 39	 2	 8	 10	 0
30	 3.478675e-01	 3.484765e-01	 3.345117e-01	 44	 43	 42	 3	 7	 10	 0
31	 3.954036e-01	 3.950086e-01	 3.822035e-01	 40	 39	 38	 4	 6	 10	 0
32	 7.009549e-01	 7.033053e-01	 6.833253e-01	 16	 15	 16	 8	 2	 10	 0
33	 3.108513e-01	 3.127738e-01	 2.921927e-01	 46	 46	 46	 2	 8	 10	 0
34	 7.576508e-01	 7.580915e-01	 7.455123e-01	 10	 10	 10	 9	 1	 10	 0
35	 2.458189e-01	 2.460406e-01	 2.256013e-01	 49	 49	 49	 2	 8	 10	 0
36	 5.100350e-01	 5.102582e-01	 4.919867e-01	 30	 30	 30	 6	 4	 10	 0
37	 4.236495e-01	 4.215888e-01	 4.080236e-01	 36	 36	 36	 4	 6	 10	 0
38	 5.388955e-01	 5.388391e-01	 5.256240e-01	 28	 28	 28	 5	 5	 10	 0
39	 4.006338e-01	 4.194122e-01	 3.540138e-01	 38	 37	 40	 4	 5	 9	 1
40	 8.017930e-01	 8.013074e-01	 7.898146e-01	 7	 7	 7	 9	 1	 10	 0
41	 6.158045e-01	 6.321507e-01	 5.462499e-01	 21	 21	 24	 6	 3	 9	 1
42	 7.565501e-01	 7.545264e-01	 7.407378e-01	 11	 12	 13	 7	 3	 10	 0
43	 8.132946e-01	 8.141598e-01	 8.009326e-01	 5	 5	 5	 9	 1	 10	 0
44	 7.049508e-01	 7.028929e-01	 6.906959e-01	 15	 16	 15	 8	 2	 10	 0
45	 6.886798e-01	 6.875036e-01	 6.695217e-01	 17	 18	 17	 7	 3	 10	 0
46	 8.751171e-01	 8.717827e-01	 8.581665e-01	 1	 1	 1	 10	 0	 10	 0
47	 5.182802e-01	 5.181685e-01	 5.063150e-01	 29	 29	 29	 5	 5	 10	 0
48	 7.865533e-01	 7.919011e-01	 7.623784e-01	 9	 9	 9	 8	 2	 10	 0
49	 7.177272e-01	 7.168712e-01	 7.027221e-01	 14	 14	 14	 9	 1	 10	 0
50	 3.510969e-01	 3.556067e-01	 3.321670e-01	 43	 42	 43	 3	 7	 10	 0
51	 8.548224e-01	 8.566660e-01	 8.296503e-01	 3	 2	 3	 9	 1	 10	 0
52	 6.593818e-01	 6.596242e-01	 6.452508e-01	 19	 19	 19	 8	 2	 10	 0
53	 6.580900e-01	 6.588815e-01	 6.455003e-01	 20	 20	 18	 7	 3	 10	 0
54	 3.675973e-01	 3.402270e-01	 3.175676e-01	 42	 44	 45	 2	 7	 9	 1
55	 4.626803e-01	 4.614612e-01	 4.483855e-01	 33	 33	 33	 5	 5	 10	 0
56	 6.117862e-01	 6.085637e-01	 5.950042e-01	 22	 22	 21	 6	 4	 10	 0
57	 7.546066e-01	 7.547889e-01	 7.423299e-01	 13	 11	 11	 8	 2	 10	 0
58	 5.997183e-01	 5.990442e-01	 5.878739e-01	 23	 23	 22	 6	 4	 10	 0
59	 5.515302e-01	 5.523053e-01	 5.288250e-01	 26	 26	 26	 6	 4	 10	 0
60	 8.149012e-01	 8.154139e-01	 8.013723e-01	 4	 4	 4	 9	 1	 10	 0
