StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
1	 3.714949e-01	 3.714949e-01	 3.714949e-01	 43	 43	 43	 3	 7	 10	 0
2	 7.380947e-01	 7.380947e-01	 7.380947e-01	 9	 9	 9	 8	 2	 10	 0
3	 4.737596e-01	 4.737596e-01	 4.737596e-01	 29	 29	 29	 5	 5	 10	 0
4	 5.657574e-01	 5.657574e-01	 5.657574e-01	 25	 25	 25	 6	 4	 10	 0
5	 7.056346e-01	 7.056346e-01	 7.056346e-01	 11	 11	 11	 8	 2	 10	 0
6	 7.191436e-02	 7.191436e-02	 7.191436e-02	 59	 59	 59	 1	 9	 10	 0
7	 3.413436e-01	 3.413436e-01	 3.413436e-01	 48	 48	 48	 2	 8	 10	 0
8	 3.879687e-01	 3.879687e-01	 3.879687e-01	 40	 40	 40	 4	 6	 10	 0
9	 2.951241e-01	 2.951241e-01	 2.951241e-01	 50	 50	 50	 2	 8	 10	 0
10	 6.795815e-01	 6.795815e-01	 6.795815e-01	 14	 14	 14	 7	 3	 10	 0
11	 9.021326e-01	 9.021326e-01	 9.021326e-01	 3	 3	 3	 10	 0	 10	 0
12	 3.988863e-01	 3.988863e-01	 3.988863e-01	 38	 38	 38	 4	 6	 10	 0
13	 3.772602e-01	 3.772602e-01	 3.772602e-01	 41	 41	 41	 4	 6	 10	 0
14	 7.982226e-01	 7.982226e-01	 7.982226e-01	 8	 8	 8	 8	 2	 10	 0
15	 2.941100e-01	 2.941100e-01	 2.941100e-01	 51	 51	 51	 2	 8	 10	 0
16	 3.984584e-01	 3.984584e-01	 3.984584e-01	 39	 39	 39	 4	 6	 10	 0
17	 6.794812e-01	 6.794812e-01	 6.794812e-01	 15	 15	 15	 7	 3	 10	 0
18	 6.526872e-01	 6.526872e-01	 6.526872e-01	 17	 17	 17	 7	 3	 10	 0
19	 2.487465e-01	 2.487465e-01	 2.487465e-01	 53	 53	 53	 3	 7	 10	 0
20	 9.713161e-01	 9.713161e-01	 9.713161e-01	 1	 1	 1	 10	 0	 10	 0
21	 6.205255e-01	 6.205255e-01	 6.205255e-01	 19	 19	 19	 6	 4	 10	 0
22	 3.185733e-01	 3.185733e-01	 3.185733e-01	 49	 49	 49	 4	 6	 10	 0
23	 3.559138e-01	 3.559138e-01	 3.559138e-01	 47	 47	 47	 2	 8	 10	 0
24	 3.998071e-01	 3.998071e-01	 3.998071e-01	 37	 37	 37	 2	 8	 10	 0
25	 4.682664e-01	 4.682664e-01	 4.682664e-01	 30	 30	 30	 5	 5	 10	 0
26	 5.916886e-01	 5.916886e-01	 5.916886e-01	 21	 21	 21	 6	 4	 10	 0
27	 4.533736e-01	 4.533736e-01	 4.533736e-01	 35	 35	 35	 4	 6	 10	 0
28	 6.054668e-01	 6.054668e-01	 6.054668e-01	 20	 20	 20	 7	 3	 10	 0
29	 3.622162e-01	 3.622162e-01	 3.622162e-01	 45	 45	 45	 3	 7	 10	 0
30	 9.304649e-01	 9.304649e-01	 9.304649e-01	 2	 2	 2	 10	 0	 10	 0
31	 5.197411e-01	 5.197411e-01	 5.197411e-01	 28	 28	 28	 5	 5	 10	 0
32	 8.504042e-01	 8.504042e-01	 8.504042e-01	 5	 5	 5	 9	 1	 10	 0
33	 4.676809e-01	 4.676809e-01	 4.676809e-01	 31	 31	 31	 5	 5	 10	 0
34	 4.014693e-01	 4.014693e-01	 4.014693e-01	 36	 36	 36	 3	 7	 10	 0
35	 3.654595e-01	 3.654595e-01	 3.654595e-01	 44	 44	 44	 4	 6	 10	 0
36	 3.750538e-01	 3.750538e-01	 3.750538e-01	 42	 42	 42	 4	 6	 10	 0
37	 4.707954e-02	 4.707954e-02	 4.707954e-02	 60	 60	 60	 0	 10	 10	 0
38	 8.085840e-01	 8.085840e-01	 8.085840e-01	 7	 7	 7	 9	 1	 10	 0
39	 7.032730e-01	 7.032730e-01	 7.032730e-01	 12	 12	 12	 7	 3	 10	 0
40	 7.271387e-01	 7.271387e-01	 7.271387e-01	 10	 10	 10	 7	 3	 10	 0
41	 4.596516e-01	 4.596516e-01	 4.596516e-01	 33	 33	 33	 4	 6	 10	 0
42	 1.326866e-01	 1.326866e-01	 1.326866e-01	 57	 57	 57	 0	 10	 10	 0
43	 5.698199e-01	 5.698199e-01	 5.698199e-01	 23	 23	 23	 6	 4	 10	 0
44	 1.643348e-01	 1.643348e-01	 1.643348e-01	 55	 55	 55	 1	 9	 10	 0
45	 6.285671e-01	 6.285671e-01	 6.285671e-01	 18	 18	 18	 6	 4	 10	 0
46	 1.883993e-01	 1.883993e-01	 1.883993e-01	 54	 54	 54	 1	 9	 10	 0
47	 1.288068e-01	 1.288068e-01	 1.288068e-01	 58	 58	 58	 1	 9	 10	 0
48	 5.469056e-01	 5.469056e-01	 5.469056e-01	 27	 27	 27	 6	 4	 10	 0
49	 5.675530e-01	 5.675530e-01	 5.675530e-01	 24	 24	 24	 5	 5	 10	 0
50	 2.613962e-01	 2.613962e-01	 2.613962e-01	 52	 52	 52	 2	 8	 10	 0
51	 3.583949e-01	 3.583949e-01	 3.583949e-01	 46	 46	 46	 3	 7	 10	 0
52	 4.675929e-01	 4.675929e-01	 4.675929e-01	 32	 32	 32	 5	 5	 10	 0
53	 5.812778e-01	 5.812778e-01	 5.812778e-01	 22	 22	 22	 6	 4	 10	 0
54	 8.133944e-01	 8.133944e-01	 8.133944e-01	 6	 6	 6	 8	 2	 10	 0
55	 1.419026e-01	 1.419026e-01	 1.419026e-01	 56	 56	 56	 2	 8	 10	 0
56	 8.904237e-01	 8.904237e-01	 8.904237e-01	 4	 4	 4	 9	 1	 10	 0
57	 6.883738e-01	 6.883738e-01	 6.883738e-01	 13	 13	 13	 7	 3	 10	 0
58	 4.580622e-01	 4.580622e-01	 4.580622e-01	 34	 34	 34	 6	 4	 10	 0
59	 6.786721e-01	 6.786721e-01	 6.786721e-01	 16	 16	 16	 9	 1	 10	 0
60	 5.496298e-01	 5.496298e-01	 5.496298e-01	 26	 26	 26	 6	 4	 10	 0
