subjectID	 order	 stimName	 itemIndABC	 bidInd	 runtrial	 isOld?	 subjectAnswerIsOld	 isBeep?	 subjectAnswerIsBeep	 onsettime	 resp_choice	 RT
p_124	 2	 8371.jpg	 36	 24	 1	 1	 1	 0	 1	 3.040612e-02	 i	 8.036659e-01 
p_124	 2	 8208.jpg	 33	 9	 2	 1	 1	 1	 1	 1.886555e+00	 i	 7.075007e-01 
p_124	 2	 4601.jpg	 15	 15	 3	 1	 1	 0	 1	 3.649229e+00	 i	 5.768256e-01 
p_124	 2	 2550.jpg	 14	 13	 4	 1	 1	 0	 1	 5.278355e+00	 i	 5.798003e-01 
p_124	 2	 1590.jpg	 2	 35	 5	 1	 1	 1	 1	 6.907491e+00	 i	 5.985504e-01 
p_124	 2	 1540.jpg	 1	 21	 6	 1	 1	 0	 1	 8.563355e+00	 i	 4.146787e-01 
p_124	 2	 2303.jpg	 9	 54	 7	 1	 1	 1	 1	 1.003224e+01	 i	 4.337638e-01 
p_124	 2	 7291.jpg	 27	 49	 8	 1	 1	 1	 1	 1.151450e+01	 i	 5.194920e-01 
p_124	 2	 5626.jpg	 22	 11	 9	 1	 1	 1	 1	 1.309022e+01	 i	 6.077641e-01 
p_124	 2	 2346.jpg	 11	 44	 10	 1	 1	 0	 1	 1.474607e+01	 i	 3.919256e-01 
p_124	 2	 2345.jpg	 10	 53	 11	 1	 1	 0	 1	 1.618826e+01	 i	 3.897262e-01 
p_124	 2	 4619.jpg	 18	 18	 12	 1	 1	 0	 1	 1.763045e+01	 i	 3.875054e-01 
p_124	 2	 5829.jpg	 23	 50	 13	 1	 1	 0	 1	 1.907262e+01	 i	 3.053352e-01 
p_124	 2	 2362.jpg	 13	 38	 14	 1	 1	 1	 1	 2.043470e+01	 i	 3.192554e-01 
p_124	 2	 4610.jpg	 17	 23	 15	 1	 1	 1	 1	 2.181014e+01	 i	 3.357896e-01 
p_124	 2	 7470.jpg	 28	 46	 16	 1	 1	 1	 1	 2.319889e+01	 i	 3.390437e-01 
p_124	 2	 4603.jpg	 16	 17	 17	 1	 1	 1	 1	 2.458768e+01	 i	 3.582512e-01 
p_124	 2	 7499.jpg	 30	 41	 18	 1	 1	 1	 1	 2.601650e+01	 i	 2.735175e-01 
p_124	 2	 2158.jpg	 8	 40	 19	 1	 1	 1	 1	 2.733851e+01	 i	 2.154068e-01 
p_124	 2	 8510.jpg	 40	 20	 20	 1	 1	 0	 1	 2.862046e+01	 i	 2.294279e-01 
p_124	 2	 1720.jpg	 4	 42	 21	 1	 1	 0	 1	 2.990240e+01	 i	 2.274748e-01 
p_124	 2	 5480.jpg	 21	 47	 22	 1	 1	 0	 1	 3.118435e+01	 i	 2.095194e-01 
p_124	 2	 7250.jpg	 24	 8	 23	 1	 1	 1	 1	 3.245294e+01	 i	 1.889340e-01 
p_124	 2	 5199.jpg	 20	 26	 24	 1	 1	 1	 1	 3.369483e+01	 i	 1.150460e-01 
p_124	 2	 4597.jpg	 52	 0	 25	 0	 1	 0	 1	 3.486994e+01	 i	 1.720258e-01 
p_124	 2	 8350.jpg	 35	 37	 26	 1	 1	 0	 1	 3.609847e+01	 i	 2.393828e-01 
p_124	 2	 7480.jpg	 29	 16	 27	 1	 1	 1	 1	 3.739377e+01	 i	 2.400638e-01 
p_124	 2	 8001.jpg	 31	 7	 28	 1	 1	 0	 1	 3.868908e+01	 i	 2.887530e-01 
p_124	 2	 2057.jpg	 7	 25	 29	 1	 1	 0	 1	 4.003779e+01	 i	 1.241430e-01 
p_124	 2	 7260.jpg	 25	 10	 30	 1	 1	 0	 1	 4.121289e+01	 i	 2.289262e-01 
p_124	 2	 1660.jpg	 3	 52	 31	 1	 1	 0	 1	 4.249484e+01	 i	 4.189671e-01 
p_124	 2	 7282.jpg	 26	 48	 32	 1	 1	 1	 1	 4.396375e+01	 i	 4.220261e-01 
p_124	 2	 8502.jpg	 39	 36	 33	 1	 1	 0	 0	 4.543264e+01	 u	 1.417142e+00 
p_124	 2	 8210.jpg	 34	 39	 34	 1	 1	 0	 1	 4.790306e+01	 i	 1.554682e+00 
p_124	 2	 1721.jpg	 5	 43	 35	 1	 1	 1	 0	 5.050701e+01	 u	 1.718723e+00 
p_124	 2	 4626.jpg	 19	 19	 36	 1	 1	 1	 1	 5.328456e+01	 i	 9.091630e-01 
p_124	 2	 8380.jpg	 37	 45	 37	 1	 1	 0	 1	 5.524754e+01	 i	 9.301839e-01 
p_124	 2	 8420.jpg	 38	 51	 38	 1	 1	 1	 1	 5.723721e+01	 i	 7.164836e-01 
p_124	 2	 8031.jpg	 32	 22	 39	 1	 1	 1	 1	 5.901336e+01	 i	 6.363234e-01 
p_124	 2	 2030.jpg	 6	 12	 40	 1	 1	 0	 0	 6.070916e+01	 u	 1.036528e+00 
p_124	 2	 2352.1.jpg	 12	 14	 41	 1	 1	 1	 1	 6.280568e+01	 i	 1.947962e+00 
