1	 9	 2303.jpg	 1	 1	 1	 0	 15 
2	 30	 8031.jpg	 1	 1	 1	 0	 36 
3	 25	 7260.jpg	 1	 1	 1	 0	 52 
4	 15	 4599.jpg	 1	 1	 0	 0	 14 
5	 40	 8510.jpg	 1	 1	 1	 0	 45 
6	 32	 8210.jpg	 1	 1	 0	 0	 41 
7	 5	 2091.jpg	 1	 1	 0	 0	 11 
8	 35	 8371.jpg	 1	 1	 0	 0	 46 
9	 22	 5260.jpg	 1	 1	 0	 0	 8 
10	 27	 7480.jpg	 1	 1	 0	 0	 54 
11	 17	 4603.jpg	 1	 1	 0	 0	 26 
12	 18	 4606.jpg	 1	 1	 1	 0	 13 
13	 19	 4610.jpg	 1	 1	 1	 0	 18 
14	 37	 8470.jpg	 1	 1	 1	 0	 53 
15	 38	 8496.jpg	 1	 1	 0	 0	 40 
16	 23	 5480.jpg	 1	 1	 0	 0	 38 
17	 21	 4640.jpg	 1	 1	 1	 0	 12 
18	 33	 8280.jpg	 1	 1	 1	 0	 47 
19	 3	 2030.jpg	 1	 1	 1	 0	 20 
20	 24	 5829.jpg	 1	 1	 0	 0	 9 
21	 1	 1540.jpg	 1	 1	 0	 0	 23 
22	 10	 2346.jpg	 1	 1	 0	 0	 16 
23	 39	 8502.jpg	 1	 1	 1	 0	 39 
24	 13	 2362.jpg	 1	 1	 1	 0	 24 
25	 29	 7660.jpg	 1	 1	 0	 0	 48 
26	 2	 1720.jpg	 1	 1	 1	 0	 7 
27	 31	 8208.jpg	 1	 1	 1	 0	 42 
28	 7	 2158.jpg	 1	 1	 0	 0	 35 
29	 16	 4601.jpg	 1	 1	 1	 0	 10 
30	 12	 2352.1.jpg	 1	 1	 0	 0	 17 
31	 4	 2057.jpg	 1	 1	 1	 0	 37 
32	 36	 8380.jpg	 1	 1	 1	 0	 50 
33	 8	 2209.jpg	 1	 1	 1	 0	 44 
34	 14	 2373.jpg	 1	 1	 1	 0	 25 
35	 26	 7430.jpg	 1	 1	 0	 0	 51 
36	 28	 7499.jpg	 1	 1	 0	 0	 22 
37	 34	 8350.jpg	 1	 1	 0	 0	 49 
38	 11	 2347.jpg	 1	 1	 0	 0	 19 
39	 6	 2155.jpg	 1	 1	 1	 0	 21 
40	 20	 4626.jpg	 1	 1	 0	 0	 43 
