1721.jpg	 12	 1	 8.688367e-01	 5
4619.jpg	 12	 2	 8.601540e-01	 27
2550.jpg	 12	 3	 8.466640e-01	 21
4641.jpg	 12	 4	 8.246481e-01	 30
5199.jpg	 12	 5	 8.113203e-01	 31
1660.jpg	 12	 6	 8.104988e-01	 3
1720.jpg	 11	 7	 7.979326e-01	 4
5260.jpg	 12	 8	 7.957179e-01	 32
5829.jpg	 12	 9	 7.793400e-01	 35
4601.jpg	 11	 10	 7.568940e-01	 23
2091.jpg	 12	 11	 7.444271e-01	 9
4640.jpg	 11	 12	 7.321712e-01	 29
4606.jpg	 11	 13	 7.259623e-01	 25
4599.jpg	 12	 14	 7.217620e-01	 22
2303.jpg	 11	 15	 7.003452e-01	 14
2346.jpg	 12	 16	 6.535079e-01	 16
2352.1.jpg	 12	 17	 6.344613e-01	 18
4610.jpg	 11	 18	 6.320124e-01	 26
2347.jpg	 12	 19	 6.236177e-01	 17
2030.jpg	 11	 20	 6.081485e-01	 6
2155.jpg	 11	 21	 6.075058e-01	 10
7499.jpg	 12	 22	 6.023522e-01	 43
1540.jpg	 12	 23	 5.949356e-01	 1
2362.jpg	 11	 24	 5.935213e-01	 19
2373.jpg	 11	 25	 5.641357e-01	 20
4603.jpg	 12	 26	 5.628886e-01	 24
8420.jpg	 12	 27	 5.283209e-01	 56
2058.jpg	 12	 28	 5.260336e-01	 8
2345.jpg	 12	 29	 5.191300e-01	 15
5626.jpg	 12	 30	 5.044157e-01	 34
2165.jpg	 24	 31	 4.974136e-01	 12
7470.jpg	 24	 32	 4.609125e-01	 41
8001.jpg	 24	 33	 4.558399e-01	 45
1590.jpg	 24	 34	 4.432324e-01	 2
2158.jpg	 24	 35	 4.390245e-01	 11
8031.jpg	 22	 36	 4.231217e-01	 46
2057.jpg	 22	 37	 4.220602e-01	 7
5480.jpg	 24	 38	 4.082062e-01	 33
8502.jpg	 22	 39	 3.951233e-01	 59
8496.jpg	 24	 40	 3.895350e-01	 58
8210.jpg	 24	 41	 3.633134e-01	 49
8208.jpg	 22	 42	 3.539787e-01	 48
4626.jpg	 24	 43	 3.536347e-01	 28
2209.jpg	 22	 44	 3.473226e-01	 13
8510.jpg	 22	 45	 3.384834e-01	 60
8371.jpg	 24	 46	 3.363536e-01	 54
8280.jpg	 22	 47	 3.361470e-01	 51
7660.jpg	 24	 48	 3.322164e-01	 44
8350.jpg	 24	 49	 3.150707e-01	 53
8380.jpg	 22	 50	 2.936559e-01	 55
7430.jpg	 24	 51	 2.838641e-01	 40
7260.jpg	 22	 52	 2.213396e-01	 37
8470.jpg	 22	 53	 2.181965e-01	 57
7480.jpg	 24	 54	 2.178998e-01	 42
7291.jpg	 24	 55	 1.964638e-01	 39
7282.jpg	 24	 56	 1.791189e-01	 38
8340.jpg	 24	 57	 1.772770e-01	 52
7250.jpg	 24	 58	 1.495031e-01	 36
8220.jpg	 24	 59	 1.003952e-01	 50
8033.jpg	 24	 60	 1.963470e-02	 47

