subjid	 runtrial	 onsettime	 ImageLeft	 ImageRight	 StimNumLeft	 StimNumRight	 Response	 Outcome	 RT
p_103	 1	 5.202832e-01	 8350.jpg	 8031.jpg	 53	 46	 i	 0	 9.344713e+02
p_103	 2	 4.018915e+00	 2091.jpg	 2373.jpg	 9	 20	 i	 0	 1.147803e+03
p_103	 3	 7.517547e+00	 2346.jpg	 4641.jpg	 16	 30	 i	 0	 1.041134e+03
p_103	 4	 1.101618e+01	 2362.jpg	 4619.jpg	 19	 27	 i	 0	 8.864675e+02
p_103	 5	 1.451481e+01	 4603.jpg	 2155.jpg	 24	 10	 i	 0	 1.211802e+03
p_103	 6	 1.801344e+01	 4610.jpg	 8496.jpg	 26	 58	 u	 0	 1.121132e+03
p_103	 7	 2.152543e+01	 1721.jpg	 2345.jpg	 5	 15	 i	 0	 1.193118e+03
p_103	 8	 2.502406e+01	 7470.jpg	 8001.jpg	 41	 45	 u	 0	 1.198423e+03
p_103	 9	 2.852269e+01	 2550.jpg	 8208.jpg	 21	 48	 u	 0	 1.251809e+03
p_103	 10	 3.202132e+01	 5199.jpg	 1590.jpg	 31	 2	 u	 0	 1.001116e+03
p_103	 11	 3.551995e+01	 7480.jpg	 8420.jpg	 42	 56	 u	 0	 1.294432e+03
p_103	 12	 3.901858e+01	 8510.jpg	 8033.jpg	 60	 47	 u	 0	 1.251756e+03
p_103	 13	 4.251722e+01	 5626.jpg	 2030.jpg	 34	 6	 i	 0	 1.465107e+03
p_103	 14	 4.601585e+01	 2347.jpg	 2158.jpg	 17	 11	 u	 0	 1.614445e+03
p_103	 15	 4.951448e+01	 4606.jpg	 1540.jpg	 25	 1	 u	 0	 1.091763e+03
p_103	 16	 5.301311e+01	 8470.jpg	 7250.jpg	 57	 36	 i	 0	 1.065097e+03
p_103	 17	 5.652510e+01	 5829.jpg	 4626.jpg	 35	 28	 i	 0	 1.153075e+03
p_103	 18	 6.002373e+01	 8220.jpg	 4601.jpg	 50	 23	 i	 0	 8.704155e+02
p_103	 19	 6.352236e+01	 4640.jpg	 4599.jpg	 29	 22	 i	 0	 8.597407e+02
p_103	 20	 6.702099e+01	 7260.jpg	 5260.jpg	 37	 32	 u	 0	 1.025076e+03
p_103	 21	 7.051963e+01	 1660.jpg	 8380.jpg	 3	 55	 i	 0	 1.430416e+03
p_103	 22	 7.401825e+01	 2057.jpg	 7291.jpg	 7	 39	 u	 0	 1.339754e+03
p_103	 23	 7.751689e+01	 8210.jpg	 7660.jpg	 49	 44	 u	 0	 1.617087e+03
p_103	 24	 8.101552e+01	 5480.jpg	 2209.jpg	 33	 13	 i	 0	 1.606402e+03
p_103	 25	 8.451415e+01	 2352.1.jpg	 8340.jpg	 18	 52	 u	 0	 1.387748e+03
p_103	 26	 8.802613e+01	 1720.jpg	 7430.jpg	 4	 40	 i	 0	 9.637278e+02
p_103	 27	 9.152477e+01	 2165.jpg	 8371.jpg	 12	 54	 u	 0	 9.370531e+02
p_103	 28	 9.502340e+01	 7282.jpg	 7499.jpg	 38	 43	 u	 0	 1.054396e+03
p_103	 29	 9.852203e+01	 8502.jpg	 2058.jpg	 59	 8	 i	 0	 1.139721e+03
p_103	 30	 1.020207e+02	 2303.jpg	 8280.jpg	 14	 51	 i	 0	 1.209080e+03
p_103	 31	 1.055193e+02	 2058.jpg	 2352.1.jpg	 8	 18	 i	 0	 9.104089e+02
p_103	 32	 1.090179e+02	 4606.jpg	 8502.jpg	 25	 59	 u	 0	 1.027733e+03
p_103	 33	 1.125166e+02	 7660.jpg	 4610.jpg	 44	 26	 i	 0	 8.090788e+02
p_103	 34	 1.160152e+02	 5829.jpg	 8210.jpg	 35	 49	 u	 0	 7.663992e+02
p_103	 35	 1.195138e+02	 1720.jpg	 5199.jpg	 4	 31	 i	 0	 8.037284e+02
p_103	 36	 1.230258e+02	 7470.jpg	 1540.jpg	 41	 1	 u	 0	 6.837245e+02
p_103	 37	 1.265244e+02	 2346.jpg	 2091.jpg	 16	 9	 i	 0	 6.890625e+02
p_103	 38	 1.300231e+02	 2165.jpg	 7430.jpg	 12	 40	 u	 0	 5.983720e+02
p_103	 39	 1.335217e+02	 4641.jpg	 8496.jpg	 30	 58	 u	 0	 7.157018e+02
p_103	 40	 1.370203e+02	 7250.jpg	 8420.jpg	 36	 56	 u	 0	 6.090551e+02
p_103	 41	 1.405190e+02	 5626.jpg	 8380.jpg	 34	 55	 i	 0	 1.110386e+03
p_103	 42	 1.440176e+02	 4619.jpg	 2550.jpg	 27	 21	 u	 0	 1.099701e+03
p_103	 43	 1.475162e+02	 8031.jpg	 4626.jpg	 46	 28	 i	 0	 7.690360e+02
p_103	 44	 1.510149e+02	 4640.jpg	 2303.jpg	 29	 14	 u	 0	 7.903727e+02
p_103	 45	 1.545135e+02	 8280.jpg	 8220.jpg	 51	 50	 u	 0	 8.597182e+02
p_103	 46	 1.580255e+02	 1660.jpg	 2209.jpg	 3	 13	 i	 0	 7.397046e+02
p_103	 47	 1.615241e+02	 4599.jpg	 4601.jpg	 22	 23	 u	 0	 1.177033e+03
p_103	 48	 1.650227e+02	 7480.jpg	 8340.jpg	 42	 52	 u	 0	 7.823616e+02
p_103	 49	 1.685214e+02	 8001.jpg	 7291.jpg	 45	 39	 i	 0	 1.059688e+03
p_103	 50	 1.720200e+02	 8371.jpg	 7499.jpg	 54	 43	 u	 0	 1.049024e+03
p_103	 51	 1.755186e+02	 2373.jpg	 5480.jpg	 20	 33	 i	 0	 6.863517e+02
p_103	 52	 1.790173e+02	 5260.jpg	 8208.jpg	 32	 48	 u	 0	 1.043696e+03
p_103	 53	 1.825159e+02	 8033.jpg	 1721.jpg	 47	 5	 i	 0	 1.273032e+03
p_103	 54	 1.860145e+02	 2030.jpg	 4603.jpg	 6	 24	 u	 0	 9.423482e+02
p_103	 55	 1.895132e+02	 2158.jpg	 7260.jpg	 11	 37	 i	 0	 9.956778e+02
p_103	 56	 1.930251e+02	 8350.jpg	 2345.jpg	 53	 15	 i	 0	 1.147653e+03
p_103	 57	 1.965238e+02	 2362.jpg	 7282.jpg	 19	 38	 i	 0	 9.930114e+02
p_103	 58	 2.000224e+02	 8510.jpg	 2057.jpg	 60	 7	 i	 0	 6.623422e+02
p_103	 59	 2.035210e+02	 1590.jpg	 2155.jpg	 2	 10	 i	 0	 7.636603e+02
p_103	 60	 2.070197e+02	 8470.jpg	 2347.jpg	 57	 17	 i	 0	 7.690196e+02
p_103	 61	 2.105183e+02	 1540.jpg	 7291.jpg	 1	 39	 i	 0	 9.983436e+02
p_103	 62	 2.140169e+02	 4626.jpg	 2362.jpg	 28	 19	 u	 0	 1.035665e+03
p_103	 63	 2.175156e+02	 4641.jpg	 8502.jpg	 30	 59	 u	 0	 6.730182e+02
p_103	 64	 2.210142e+02	 8280.jpg	 7470.jpg	 51	 41	 i	 0	 1.286340e+03
p_103	 65	 2.245262e+02	 1721.jpg	 5829.jpg	 5	 35	 u	 0	 8.783280e+02
p_103	 66	 2.280248e+02	 2209.jpg	 2158.jpg	 13	 11	 u	 0	 1.235640e+03
p_103	 67	 2.315234e+02	 2165.jpg	 8510.jpg	 12	 60	 u	 0	 6.489819e+02
p_103	 68	 2.350221e+02	 8420.jpg	 8001.jpg	 56	 45	 i	 0	 1.230327e+03
p_103	 69	 2.385207e+02	 7250.jpg	 2373.jpg	 36	 20	 u	 0	 8.676571e+02
p_103	 70	 2.420193e+02	 4606.jpg	 2303.jpg	 25	 14	 u	 0	 9.209794e+02
p_103	 71	 2.455180e+02	 7260.jpg	 7480.jpg	 37	 42	 u	 0	 9.263061e+02
p_103	 72	 2.490166e+02	 8031.jpg	 4599.jpg	 46	 22	 i	 0	 6.756579e+02
p_103	 73	 2.525152e+02	 2057.jpg	 2030.jpg	 7	 6	 u	 0	 7.609813e+02
p_103	 74	 2.560139e+02	 8210.jpg	 1720.jpg	 49	 4	 i	 0	 6.703112e+02
p_103	 75	 2.595259e+02	 4640.jpg	 8208.jpg	 29	 48	 u	 0	 8.542866e+02
p_103	 76	 2.630245e+02	 8470.jpg	 1590.jpg	 57	 2	 i	 0	 1.083633e+03
p_103	 77	 2.665231e+02	 2346.jpg	 5260.jpg	 16	 32	 i	 0	 7.689643e+02
p_103	 78	 2.700217e+02	 2155.jpg	 4619.jpg	 10	 27	 i	 0	 7.582887e+02
p_103	 79	 2.735204e+02	 8371.jpg	 7282.jpg	 54	 38	 i	 0	 6.676514e+02
p_103	 80	 2.770190e+02	 2347.jpg	 2345.jpg	 17	 15	 i	 0	 6.089640e+02
p_103	 81	 2.805176e+02	 7430.jpg	 5480.jpg	 40	 33	 u	 0	 1.190289e+03
p_103	 82	 2.840163e+02	 8220.jpg	 8340.jpg	 50	 52	 u	 0	 1.339638e+03
p_103	 83	 2.875149e+02	 1660.jpg	 5626.jpg	 3	 34	 i	 0	 1.088972e+03
p_103	 84	 2.910135e+02	 5199.jpg	 2550.jpg	 31	 21	 i	 0	 7.422931e+02
p_103	 85	 2.945255e+02	 4601.jpg	 4610.jpg	 23	 26	 i	 0	 7.502827e+02
p_103	 86	 2.980242e+02	 7660.jpg	 8033.jpg	 44	 47	 u	 0	 1.107618e+03
p_103	 87	 3.015228e+02	 8496.jpg	 7499.jpg	 58	 43	 u	 0	 9.689346e+02
p_103	 88	 3.050214e+02	 2352.1.jpg	 8350.jpg	 18	 53	 u	 0	 1.086264e+03
p_103	 89	 3.085200e+02	 2058.jpg	 8380.jpg	 8	 55	 u	 0	 8.196226e+02
p_103	 90	 3.120187e+02	 2091.jpg	 4603.jpg	 9	 24	 i	 0	 9.689488e+02
