subjid	scanner	order	block	runtrial	onsettime	ImageLeft	ImageRight	TypeLeft	TypeRight	IsLefthigh	Response	PairType	Outcome	RT	bidIndexLeft	bidIndexRight
BM2_149	0	2	2	84	416	Jollyranchergreen.bmp	KitKat_small.bmp	20	42	1	i	4	1	604.39	20.00	42.00	
BM2_149	0	2	2	85	425	Goldfish.bmp	Granolabar.bmp	11	13	0	i	1	0	666.73	11.00	13.00	
BM2_149	0	2	2	86	428	RitzBitz2.bmp	100grand_small.bmp	50	52	0	u	2	1	871.49	50.00	52.00	
BM2_149	0	2	2	87	432	BabyRuth.bmp	FamousAmos_small.bmp	23	41	1	i	4	1	715.81	23.00	41.00	
BM2_149	0	2	2	88	437	Laffytaffyred_one.bmp	BabyRuth.bmp	38	23	0	i	4	0	1083.72	38.00	23.00	
BM2_149	0	2	2	89	450	Goldfish.bmp	FigNewton_small.bmp	11	10	0	i	1	0	673.04	11.00	10.00	
BM2_149	0	2	2	90	453	Jollyranchergreen.bmp	Laffytaffyred_one.bmp	20	38	1	i	4	1	611.43	20.00	38.00	
BM2_149	0	2	2	91	456	100grand_small.bmp	Lollipopred.bmp	52	46	1	i	2	1	562.63	52.00	46.00	
BM2_149	0	2	2	92	462	Reeses.bmp	3Musketeers.bmp	43	22	0	i	3	0	924.83	43.00	22.00	
BM2_149	0	2	2	93	466	Lollipopred.bmp	Milkduds.bmp	46	47	0	i	2	0	715.49	46.00	47.00	
BM2_149	0	2	2	94	470	Sourpatch.bmp	SourSkittles.bmp	14	12	1	i	1	1	1003.39	14.00	12.00	
BM2_149	0	2	2	95	473	Funyuns_small.bmp	Jollyranchergreen.bmp	45	20	0	u	4	1	976.90	45.00	20.00	
BM2_149	0	2	2	96	479	3Musketeers.bmp	Twix.bmp	22	39	1	u	3	0	915.16	22.00	39.00	
BM2_149	0	2	2	97	483	Milkduds.bmp	Cheetos.bmp	47	53	1	i	2	1	747.14	47.00	53.00	
BM2_149	0	2	2	98	489	Funyuns_small.bmp	Hersheymilk_several.bmp	45	19	0	u	4	1	520.37	45.00	19.00	
BM2_149	0	2	2	99	494	Jollyranchergreen.bmp	FamousAmos_small.bmp	20	41	1	i	4	1	547.58	20.00	41.00	
BM2_149	0	2	2	100	504	Hersheykisses.bmp	Cheetos.bmp	51	53	1	i	2	1	552.86	51.00	53.00	
BM2_149	0	2	2	101	514	Hersheymilk_several.bmp	Laffytaffyred_one.bmp	19	38	1	u	4	0	651.23	19.00	38.00	
BM2_149	0	2	2	102	522	Cheetos.bmp	CheesyDoritos.bmp	53	48	0	u	2	1	742.11	53.00	48.00	
BM2_149	0	2	2	103	526	Jollyrancherred.bmp	Milkduds.bmp	49	47	0	i	2	0	570.41	49.00	47.00	
BM2_149	0	2	2	104	529	KitKat_small.bmp	Oreos.bmp	42	16	0	i	4	0	771.89	42.00	16.00	
BM2_149	0	2	2	105	532	Granolabar.bmp	AnimalCrackers.bmp	13	8	1	i	1	1	787.44	13.00	8.00	
BM2_149	0	2	2	106	535	Slimjim.bmp	Chocolate_mm.bmp	17	40	1	u	3	0	696.76	17.00	40.00	
BM2_149	0	2	2	107	543	Oreos.bmp	Laffytaffyred_one.bmp	16	38	1	u	4	0	568.75	16.00	38.00	
BM2_149	0	2	2	108	546	RitzBitz2.bmp	CheesyDoritos.bmp	50	48	0	i	2	0	715.81	50.00	48.00	
BM2_149	0	2	2	109	554	Jollyrancherred.bmp	100grand_small.bmp	49	52	0	i	2	0	645.60	49.00	52.00	
BM2_149	0	2	2	110	561	PeanutMMs.bmp	FigNewton_small.bmp	15	10	0	i	1	0	723.56	15.00	10.00	
BM2_149	0	2	2	111	564	Doritosranch.bmp	Reeses.bmp	18	43	1	u	3	0	610.75	18.00	43.00	
BM2_149	0	2	2	112	571	PopTartsStrawberry.bmp	SourSkittles.bmp	9	12	1	u	1	0	715.94	9.00	12.00	
BM2_149	0	2	2	113	575	PeanutMMs.bmp	Sourpatch.bmp	15	14	0	i	1	0	515.87	15.00	14.00	
BM2_149	0	2	2	114	584	Funyuns_small.bmp	Oreos.bmp	45	16	0	u	4	1	526.49	45.00	16.00	
BM2_149	0	2	2	115	588	BabyRuth.bmp	KitKat_small.bmp	23	42	1	i	4	1	898.20	23.00	42.00	
BM2_149	0	2	2	116	602	Sourpatch.bmp	Goldfish.bmp	14	11	1	u	1	0	1027.84	14.00	11.00	
BM2_149	0	2	2	117	605	Hersheymilk_several.bmp	KitKat_small.bmp	19	42	1	i	4	1	811.72	19.00	42.00	
BM2_149	0	2	2	118	608	Chocolate_mm.bmp	Doritosranch.bmp	40	18	0	i	3	0	556.13	40.00	18.00	
BM2_149	0	2	2	119	611	RitzBitz2.bmp	Hersheykisses.bmp	50	51	0	i	2	0	802.12	50.00	51.00	
BM2_149	0	2	2	120	614	Doritosranch.bmp	Twix.bmp	18	39	1	u	3	0	622.83	18.00	39.00	
BM2_149	0	2	2	121	617	Twix.bmp	Streusel.bmp	39	21	0	i	3	0	740.26	39.00	21.00	
BM2_149	0	2	2	122	620	TeddyGrahamschocolate.bmp	Streusel.bmp	44	21	0	i	3	0	881.04	44.00	21.00	
BM2_149	0	2	2	123	626	FigNewton_small.bmp	SourSkittles.bmp	10	12	1	u	1	0	1050.61	10.00	12.00	
BM2_149	0	2	2	124	611	Doritosranch.bmp	TeddyGrahamschocolate.bmp	18	44	1	x	3	999	999000.00	18.00	44.00	
BM2_149	0	2	2	125	614	Streusel.bmp	Chocolate_mm.bmp	21	40	1	x	3	999	999000.00	21.00	40.00	
BM2_149	0	2	2	126	617	CheesyDoritos.bmp	Lollipopred.bmp	48	46	1	x	2	999	999000.00	48.00	46.00	
BM2_149	0	2	2	127	620	Reeses.bmp	Slimjim.bmp	43	17	0	x	3	999	999000.00	43.00	17.00	
BM2_149	0	2	2	128	626	Sourpatch.bmp	AnimalCrackers.bmp	14	8	1	x	1	999	999000.00	14.00	8.00	
BM2_150	0	1	1	1	0	PopTartsCinnamon.bmp	Whatchamacallit.bmp	46	47	1	i	2	1	1115.38	46.00	47.00	
BM2_150	0	1	1	2	9	PopTartsStrawberry.bmp	ChipsAhoy_small.bmp	10	11	0	u	1	1	1075.04	10.00	11.00	
BM2_150	0	1	1	3	12	PringlesRed.bmp	Twix.bmp	44	18	0	i	4	0	639.74	44.00	18.00	
BM2_150	0	1	1	4	17	BabyRuth.bmp	RitzBitz2.bmp	42	20	0	i	3	0	851.08	42.00	20.00	
BM2_150	0	1	1	5	26	Goldfish.bmp	PayDay.bmp	16	41	1	u	3	0	1161.36	16.00	41.00	
BM2_150	0	1	1	6	32	Twix.bmp	SnoBall.bmp	18	43	1	u	4	0	739.49	18.00	43.00	
BM2_150	0	1	1	7	35	Toberlorone.bmp	ChipsAhoy_small.bmp	14	11	0	i	1	0	1020.83	14.00	11.00	
BM2_150	0	1	1	8	48	Whatchamacallit.bmp	MrGoodbar.bmp	47	50	0	u	2	1	1410.97	47.00	50.00	
BM2_150	0	1	1	9	58	Skittles.bmp	MilkyWay.bmp	22	39	1	u	4	0	880.18	22.00	39.00	
BM2_150	0	1	1	10	63	TeddyGrahamschocolate.bmp	Fritos.bmp	13	12	0	i	1	0	875.40	13.00	12.00	
BM2_150	0	1	1	11	66	Skittles.bmp	PringlesRed.bmp	22	44	1	u	4	0	1205.25	22.00	44.00	
BM2_150	0	1	1	12	69	Cupcakes.bmp	PeanutMMs.bmp	23	38	1	i	3	1	860.97	23.00	38.00	
BM2_150	0	1	1	13	72	Toberlorone.bmp	Fritos.bmp	14	12	0	i	1	0	921.68	14.00	12.00	
BM2_150	0	1	1	14	82	Jollyranchergreen.bmp	PopTartsCinnamon.bmp	52	46	0	u	2	1	1204.33	52.00	46.00	
BM2_150	0	1	1	15	85	Goldfish.bmp	PeanutMMs.bmp	16	38	1	i	3	1	868.39	16.00	38.00	
BM2_150	0	1	1	16	95	Slimjim.bmp	100grand_small.bmp	49	48	1	x	2	999	999000.00	49.00	48.00	
BM2_150	0	1	1	17	98	Doritosranch.bmp	TeddyGrahamschocolate.bmp	8	13	1	u	1	0	645.36	8.00	13.00	
BM2_150	0	1	1	18	101	PopTartsStrawberry.bmp	Doritosranch.bmp	10	8	0	i	1	0	619.79	10.00	8.00	
BM2_150	0	1	1	19	105	Granolabar.bmp	MilkyWay.bmp	17	39	1	u	4	0	599.42	17.00	39.00	
BM2_150	0	1	1	20	109	Streusel.bmp	Ghiradelli_milk_Almonds.bmp	40	21	0	i	4	0	683.84	40.00	21.00	
BM2_150	0	1	1	21	113	Reeses.bmp	Doritosranch.bmp	9	8	0	i	1	0	637.14	9.00	8.00	
BM2_150	0	1	1	22	119	Skittles.bmp	Streusel.bmp	22	40	1	u	4	0	617.04	22.00	40.00	
BM2_150	0	1	1	23	123	Reeses.bmp	ChipsAhoy_small.bmp	9	11	0	u	1	1	605.40	9.00	11.00	
BM2_150	0	1	1	24	132	Jollyranchergreen.bmp	Slimjim.bmp	52	49	0	i	2	0	731.62	52.00	49.00	
BM2_150	0	1	1	25	140	PopTartsCinnamon.bmp	Cheetos.bmp	46	51	1	i	2	1	683.61	46.00	51.00	
BM2_150	0	1	1	26	144	FamousAmos_small.bmp	Toberlorone.bmp	15	14	1	u	1	0	588.98	15.00	14.00	
BM2_150	0	1	1	27	147	PeanutMMs.bmp	CheesyDoritos.bmp	38	19	0	u	3	1	596.11	38.00	19.00	
BM2_150	0	1	1	28	151	Cheetos.bmp	Hersheymilk_several.bmp	51	53	0	u	2	1	703.86	51.00	53.00	
BM2_150	0	1	1	29	154	PayDay.bmp	CheesyDoritos.bmp	41	19	0	i	3	0	541.29	41.00	19.00	
BM2_150	0	1	1	30	158	Ghiradelli_milk_Almonds.bmp	PringlesRed.bmp	21	44	1	i	4	1	588.70	21.00	44.00	
BM2_150	0	1	1	31	161	Granolabar.bmp	SnoBall.bmp	17	43	1	u	4	0	524.72	17.00	43.00	
BM2_150	0	1	1	32	167	FamousAmos_small.bmp	Reeses.bmp	15	9	1	i	1	1	647.20	15.00	9.00	
BM2_150	0	1	1	33	170	Reeses.bmp	Fritos.bmp	9	12	0	u	1	1	516.66	9.00	12.00	
BM2_150	0	1	1	34	174	Whatchamacallit.bmp	Slimjim.bmp	47	49	0	u	2	1	748.85	47.00	49.00	
BM2_150	0	1	1	35	179	CheesyDoritos.bmp	BabyRuth.bmp	19	42	1	u	3	0	570.93	19.00	42.00	
BM2_150	0	1	1	36	182	Skittles.bmp	SnoBall.bmp	22	43	1	u	4	0	623.75	22.00	43.00	
BM2_150	0	1	1	37	185	BabyRuth.bmp	Cupcakes.bmp	42	23	0	i	3	0	973.19	42.00	23.00	
BM2_150	0	1	1	38	188	Goldfish.bmp	BabyRuth.bmp	16	42	1	u	3	0	580.87	16.00	42.00	
BM2_150	0	1	1	39	191	Ghiradelli_milk_Almonds.bmp	SnoBall.bmp	21	43	1	u	4	0	724.38	21.00	43.00	
BM2_150	0	1	1	40	195	CheesyDoritos.bmp	FlamingCheetos.bmp	19	45	1	u	3	0	682.34	19.00	45.00	
BM2_150	0	1	1	41	200	MrGoodbar.bmp	Jollyranchergreen.bmp	50	52	1	i	2	1	901.63	50.00	52.00	
BM2_150	0	1	1	42	204	PayDay.bmp	Cupcakes.bmp	41	23	0	i	3	0	813.40	41.00	23.00	
BM2_150	0	1	1	43	208	Twix.bmp	Streusel.bmp	18	40	1	u	4	0	573.05	18.00	40.00	
BM2_150	0	1	1	44	212	Whatchamacallit.bmp	Hersheymilk_several.bmp	47	53	0	i	2	0	904.73	47.00	53.00	
BM2_150	0	1	1	45	218	FamousAmos_small.bmp	PopTartsStrawberry.bmp	15	10	1	u	1	0	538.87	15.00	10.00	
BM2_150	0	1	1	46	224	Streusel.bmp	Granolabar.bmp	40	17	0	i	4	0	756.40	40.00	17.00	
BM2_150	0	1	1	47	229	Cheetos.bmp	MrGoodbar.bmp	51	50	0	u	2	1	815.70	51.00	50.00	
BM2_150	0	1	1	48	236	Slimjim.bmp	Cheetos.bmp	49	51	1	i	2	1	708.78	49.00	51.00	
BM2_150	0	1	1	49	240	FlamingCheetos.bmp	Cupcakes.bmp	45	23	0	u	3	1	587.87	45.00	23.00	
BM2_150	0	1	1	50	250	Granolabar.bmp	PringlesRed.bmp	17	44	1	u	4	0	813.13	17.00	44.00	
BM2_150	0	1	1	51	260	Jollyranchergreen.bmp	Hersheymilk_several.bmp	52	53	0	i	2	0	1071.64	52.00	53.00	
BM2_150	0	1	1	52	264	100grand_small.bmp	Hersheymilk_several.bmp	48	53	0	i	2	0	723.25	48.00	53.00	
BM2_150	0	1	1	53	271	Doritosranch.bmp	Toberlorone.bmp	8	14	1	u	1	0	739.75	8.00	14.00	
BM2_150	0	1	1	54	275	MilkyWay.bmp	Twix.bmp	39	18	0	i	4	0	687.37	39.00	18.00	
BM2_150	0	1	1	55	279	TeddyGrahamschocolate.bmp	ChipsAhoy_small.bmp	13	11	0	i	1	0	811.76	13.00	11.00	
BM2_150	0	1	1	56	283	RitzBitz2.bmp	PayDay.bmp	20	41	1	u	3	0	652.58	20.00	41.00	
BM2_150	0	1	1	57	286	FamousAmos_small.bmp	TeddyGrahamschocolate.bmp	15	13	1	u	1	0	588.25	15.00	13.00	
BM2_150	0	1	1	58	289	RitzBitz2.bmp	PeanutMMs.bmp	20	38	1	u	3	0	1024.96	20.00	38.00	
BM2_150	0	1	1	59	293	MrGoodbar.bmp	100grand_small.bmp	50	48	1	u	2	0	949.37	50.00	48.00	
BM2_150	0	1	1	60	296	MilkyWay.bmp	Ghiradelli_milk_Almonds.bmp	39	21	0	u	4	1	858.07	39.00	21.00	
BM2_150	0	1	1	61	299	Fritos.bmp	PopTartsStrawberry.bmp	12	10	1	u	1	0	1212.61	12.00	10.00	
BM2_150	0	1	1	62	306	100grand_small.bmp	PopTartsCinnamon.bmp	48	46	0	i	2	0	799.33	48.00	46.00	
BM2_150	0	1	1	63	311	FlamingCheetos.bmp	RitzBitz2.bmp	45	20	0	i	3	0	698.62	45.00	20.00	
BM2_150	0	1	1	64	317	FlamingCheetos.bmp	Goldfish.bmp	45	16	0	i	3	0	764.14	45.00	16.00	
BM2_150	0	1	2	65	346	RitzBitz2.bmp	BabyRuth.bmp	20	42	1	u	3	0	1444.75	20.00	42.00	
BM2_150	0	1	2	66	350	Twix.bmp	PringlesRed.bmp	18	44	1	u	4	0	627.61	18.00	44.00	
BM2_150	0	1	2	67	353	PopTartsCinnamon.bmp	Whatchamacallit.bmp	46	47	1	i	2	1	880.37	46.00	47.00	
BM2_150	0	1	2	68	356	Goldfish.bmp	PayDay.bmp	16	41	1	u	3	0	749.88	16.00	41.00	
BM2_150	0	1	2	69	359	Twix.bmp	SnoBall.bmp	18	43	1	u	4	0	514.56	18.00	43.00	
BM2_150	0	1	2	70	367	PopTartsStrawberry.bmp	ChipsAhoy_small.bmp	10	11	0	u	1	1	778.00	10.00	11.00	
BM2_150	0	1	2	71	370	ChipsAhoy_small.bmp	Toberlorone.bmp	11	14	1	u	1	0	575.45	11.00	14.00	
BM2_150	0	1	2	72	378	TeddyGrahamschocolate.bmp	Fritos.bmp	13	12	0	i	1	0	668.81	13.00	12.00	
BM2_150	0	1	2	73	381	PeanutMMs.bmp	Cupcakes.bmp	38	23	0	u	3	1	579.57	38.00	23.00	
BM2_150	0	1	2	74	390	PeanutMMs.bmp	Goldfish.bmp	38	16	0	u	3	1	546.54	38.00	16.00	
BM2_150	0	1	2	75	393	Whatchamacallit.bmp	MrGoodbar.bmp	47	50	0	i	2	0	660.34	47.00	50.00	
BM2_150	0	1	2	76	401	MilkyWay.bmp	Skittles.bmp	39	22	0	i	4	0	1039.35	39.00	22.00	
BM2_150	0	1	2	77	406	PopTartsCinnamon.bmp	Jollyranchergreen.bmp	46	52	1	i	2	1	933.20	46.00	52.00	
BM2_150	0	1	2	78	420	CheesyDoritos.bmp	PeanutMMs.bmp	19	38	1	i	3	1	1035.51	19.00	38.00	
BM2_150	0	1	2	79	423	100grand_small.bmp	Slimjim.bmp	48	49	0	i	2	0	1284.71	48.00	49.00	
BM2_150	0	1	2	80	427	Toberlorone.bmp	Fritos.bmp	14	12	0	i	1	0	707.96	14.00	12.00	
BM2_150	0	1	2	81	431	Doritosranch.bmp	TeddyGrahamschocolate.bmp	8	13	1	u	1	0	663.64	8.00	13.00	
BM2_150	0	1	2	82	435	CheesyDoritos.bmp	PayDay.bmp	19	41	1	u	3	0	796.00	19.00	41.00	
BM2_150	0	1	2	83	439	Doritosranch.bmp	PopTartsStrawberry.bmp	8	10	1	i	1	1	940.51	8.00	10.00	
BM2_150	0	1	2	84	445	Skittles.bmp	PringlesRed.bmp	22	44	1	u	4	0	809.15	22.00	44.00	
BM2_150	0	1	2	85	449	Granolabar.bmp	MilkyWay.bmp	17	39	1	i	4	1	1013.52	17.00	39.00	
BM2_150	0	1	2	86	458	Jollyranchergreen.bmp	Slimjim.bmp	52	49	0	u	2	1	955.86	52.00	49.00	
BM2_150	0	1	2	87	466	Doritosranch.bmp	Reeses.bmp	8	9	1	i	1	1	971.90	8.00	9.00	
BM2_150	0	1	2	88	470	Cheetos.bmp	PopTartsCinnamon.bmp	51	46	0	u	2	1	916.83	51.00	46.00	
BM2_150	0	1	2	89	473	Streusel.bmp	Ghiradelli_milk_Almonds.bmp	40	21	0	i	4	0	884.35	40.00	21.00	
BM2_150	0	1	2	90	477	ChipsAhoy_small.bmp	Reeses.bmp	11	9	1	i	1	1	903.97	11.00	9.00	
BM2_150	0	1	2	91	480	Toberlorone.bmp	FamousAmos_small.bmp	14	15	0	u	1	1	797.41	14.00	15.00	
BM2_150	0	1	2	92	484	FamousAmos_small.bmp	Reeses.bmp	15	9	1	u	1	0	941.24	15.00	9.00	
BM2_150	0	1	2	93	487	BabyRuth.bmp	CheesyDoritos.bmp	42	19	0	i	3	0	932.45	42.00	19.00	
BM2_150	0	1	2	94	493	Streusel.bmp	Skittles.bmp	40	22	0	i	4	0	703.43	40.00	22.00	
BM2_150	0	1	2	95	496	Hersheymilk_several.bmp	Cheetos.bmp	53	51	1	i	2	1	732.83	53.00	51.00	
BM2_150	0	1	2	96	500	PringlesRed.bmp	Ghiradelli_milk_Almonds.bmp	44	21	0	u	4	1	733.13	44.00	21.00	
BM2_150	0	1	2	97	505	Granolabar.bmp	SnoBall.bmp	17	43	1	u	4	0	843.17	17.00	43.00	
BM2_150	0	1	2	98	508	SnoBall.bmp	Skittles.bmp	43	22	0	i	4	0	631.87	43.00	22.00	
BM2_150	0	1	2	99	511	BabyRuth.bmp	Cupcakes.bmp	42	23	0	i	3	0	1325.32	42.00	23.00	
BM2_150	0	1	2	100	514	BabyRuth.bmp	Goldfish.bmp	42	16	0	i	3	0	938.13	42.00	16.00	
BM2_150	0	1	2	101	517	Slimjim.bmp	Whatchamacallit.bmp	49	47	1	i	2	1	1204.43	49.00	47.00	
BM2_150	0	1	2	102	521	FlamingCheetos.bmp	CheesyDoritos.bmp	45	19	0	i	3	0	834.57	45.00	19.00	
BM2_150	0	1	2	103	526	Reeses.bmp	Fritos.bmp	9	12	0	u	1	1	893.86	9.00	12.00	
BM2_150	0	1	2	104	530	Ghiradelli_milk_Almonds.bmp	SnoBall.bmp	21	43	1	u	4	0	717.27	21.00	43.00	
BM2_150	0	1	2	105	534	PayDay.bmp	Cupcakes.bmp	41	23	0	i	3	0	1188.79	41.00	23.00	
BM2_150	0	1	2	106	538	PopTartsStrawberry.bmp	FamousAmos_small.bmp	10	15	0	i	1	0	1016.90	10.00	15.00	
BM2_150	0	1	2	107	544	Toberlorone.bmp	Doritosranch.bmp	14	8	0	i	1	0	603.04	14.00	8.00	
BM2_150	0	1	2	108	550	Streusel.bmp	Twix.bmp	40	18	0	i	4	0	700.57	40.00	18.00	
BM2_150	0	1	2	109	555	Granolabar.bmp	Streusel.bmp	17	40	1	u	4	0	1039.17	17.00	40.00	
BM2_150	0	1	2	110	562	TeddyGrahamschocolate.bmp	ChipsAhoy_small.bmp	13	11	0	i	1	0	700.69	13.00	11.00	
BM2_150	0	1	2	111	566	Granolabar.bmp	PringlesRed.bmp	17	44	1	u	4	0	1259.98	17.00	44.00	
BM2_150	0	1	2	112	576	FamousAmos_small.bmp	TeddyGrahamschocolate.bmp	15	13	1	u	1	0	701.25	15.00	13.00	
BM2_150	0	1	2	113	586	FlamingCheetos.bmp	Cupcakes.bmp	45	23	0	i	3	0	1087.13	45.00	23.00	
BM2_150	0	1	2	114	590	Jollyranchergreen.bmp	MrGoodbar.bmp	52	50	0	i	2	0	1243.48	52.00	50.00	
BM2_150	0	1	2	115	597	PayDay.bmp	RitzBitz2.bmp	41	20	0	i	3	0	739.88	41.00	20.00	
BM2_150	0	1	2	116	601	Hersheymilk_several.bmp	Whatchamacallit.bmp	53	47	1	i	2	1	847.56	53.00	47.00	
BM2_150	0	1	2	117	605	PeanutMMs.bmp	RitzBitz2.bmp	38	20	0	i	3	0	883.98	38.00	20.00	
BM2_150	0	1	2	118	609	RitzBitz2.bmp	FlamingCheetos.bmp	20	45	1	u	3	0	653.01	20.00	45.00	
BM2_150	0	1	2	119	612	MrGoodbar.bmp	Cheetos.bmp	50	51	1	i	2	1	1220.36	50.00	51.00	
BM2_150	0	1	2	120	615	Twix.bmp	MilkyWay.bmp	18	39	1	u	4	0	665.13	18.00	39.00	
BM2_150	0	1	2	121	619	Slimjim.bmp	Cheetos.bmp	49	51	1	i	2	1	893.55	49.00	51.00	
BM2_150	0	1	2	122	622	Hersheymilk_several.bmp	Jollyranchergreen.bmp	53	52	1	i	2	1	1090.31	53.00	52.00	
BM2_150	0	1	2	123	625	100grand_small.bmp	Hersheymilk_several.bmp	48	53	0	i	2	0	1180.52	48.00	53.00	
BM2_150	0	1	2	124	632	Goldfish.bmp	FlamingCheetos.bmp	16	45	1	u	3	0	1087.53	16.00	45.00	
BM2_150	0	1	2	125	637	100grand_small.bmp	MrGoodbar.bmp	48	50	0	i	2	0	794.75	48.00	50.00	
BM2_150	0	1	2	126	643	PopTartsStrawberry.bmp	Fritos.bmp	10	12	0	u	1	1	892.33	10.00	12.00	
BM2_150	0	1	2	127	646	PopTartsCinnamon.bmp	100grand_small.bmp	46	48	1	i	2	1	1329.03	46.00	48.00	
BM2_150	0	1	2	128	650	Ghiradelli_milk_Almonds.bmp	MilkyWay.bmp	21	39	1	u	4	0	893.37	21.00	39.00	
BM2_151	0	2	1	1	0	Cheezits.bmp	BabyRuth.bmp	16	45	1	u	4	0	610.98	16.00	45.00	
BM2_151	0	2	1	2	9	ChipsAhoy_small.bmp	MilkyWay.bmp	17	43	1	u	3	0	642.69	17.00	43.00	
BM2_151	0	2	1	3	12	CheesyDoritos.bmp	Butterfinger.bmp	18	40	1	u	3	0	639.45	18.00	40.00	
BM2_151	0	2	1	4	17	ChipsAhoy_small.bmp	3Musketeers.bmp	17	39	1	u	3	0	586.67	17.00	39.00	
BM2_151	0	2	1	5	26	PringlesRed.bmp	BabyRuth.bmp	20	45	1	u	4	0	664.97	20.00	45.00	
BM2_151	0	2	1	6	32	Jollyranchergreen.bmp	FrootLoops.bmp	52	46	1	u	2	0	923.22	52.00	46.00	
BM2_151	0	2	1	7	35	MilkyWay.bmp	Hersheymilk_several.bmp	43	21	0	i	3	0	924.96	43.00	21.00	
BM2_151	0	2	1	8	48	Jollyranchergreen.bmp	Laffytaffyred_one.bmp	52	53	1	u	2	0	850.63	52.00	53.00	
BM2_151	0	2	1	9	58	FrootLoops.bmp	Whatchamacallit.bmp	46	47	0	u	2	1	839.83	46.00	47.00	
BM2_151	0	2	1	10	63	RitzBitz2.bmp	Ghiradelli_milk.bmp	11	9	0	i	1	0	979.12	11.00	9.00	
BM2_151	0	2	1	11	66	Goldfish.bmp	Toberlorone.bmp	13	8	1	u	1	0	596.05	13.00	8.00	
BM2_151	0	2	1	12	69	Butterfinger.bmp	Hersheymilk_several.bmp	40	21	0	i	3	0	948.30	40.00	21.00	
BM2_151	0	2	1	13	72	MrGoodbar.bmp	Streusel.bmp	23	38	1	u	4	0	881.40	23.00	38.00	
BM2_151	0	2	1	14	82	Laffytaffyred_one.bmp	Almondjoy.bmp	53	51	0	i	2	0	684.40	53.00	51.00	
BM2_151	0	2	1	15	85	MrGoodbar.bmp	Milkduds.bmp	23	41	1	u	4	0	684.05	23.00	41.00	
BM2_151	0	2	1	16	95	Milkduds.bmp	Cheezits.bmp	41	16	0	i	4	0	836.95	41.00	16.00	
BM2_151	0	2	1	17	98	Laffytaffyred_one.bmp	Jollyrancherred.bmp	53	48	0	i	2	0	660.41	53.00	48.00	
BM2_151	0	2	1	18	101	FlamingCheetos.bmp	KitKat_small.bmp	14	12	1	i	1	1	1091.39	14.00	12.00	
BM2_151	0	2	1	19	105	Doritosranch.bmp	Cheezits.bmp	42	16	0	i	4	0	855.13	42.00	16.00	
BM2_151	0	2	1	20	109	PringlesRed.bmp	Streusel.bmp	20	38	1	u	4	0	699.44	20.00	38.00	
BM2_151	0	2	1	21	113	Doritosranch.bmp	PringlesRed.bmp	42	20	0	i	4	0	524.38	42.00	20.00	
BM2_151	0	2	1	22	119	Milkduds.bmp	Hersheykisses.bmp	41	19	0	i	4	0	808.71	41.00	19.00	
BM2_151	0	2	1	23	123	Reeses.bmp	Jollyranchergreen.bmp	49	52	0	i	2	0	821.06	49.00	52.00	
BM2_151	0	2	1	24	132	MilkyWay.bmp	Laysclassic.bmp	43	22	0	i	3	0	491.29	43.00	22.00	
BM2_151	0	2	1	25	140	Butterfinger.bmp	ChipsAhoy_small.bmp	40	17	0	i	3	0	699.39	40.00	17.00	
BM2_151	0	2	1	26	144	Streusel.bmp	Cheezits.bmp	38	16	0	i	4	0	492.23	38.00	16.00	
BM2_151	0	2	1	27	147	Goldfish.bmp	Chocolate_mm.bmp	13	15	1	i	1	1	707.78	13.00	15.00	
BM2_151	0	2	1	28	151	Almondjoy.bmp	FrootLoops.bmp	51	46	1	i	2	1	935.52	51.00	46.00	
BM2_151	0	2	1	29	154	Toberlorone.bmp	FlamingCheetos.bmp	8	14	0	i	1	0	1372.96	8.00	14.00	
BM2_151	0	2	1	30	158	Whatchamacallit.bmp	Laffytaffyred_one.bmp	47	53	1	u	2	0	1388.15	47.00	53.00	
BM2_151	0	2	1	31	161	ChipsAhoy_small.bmp	100grand_small.bmp	17	44	1	u	3	0	652.21	17.00	44.00	
BM2_151	0	2	1	32	167	Ghiradelli_milk.bmp	KitKat_small.bmp	9	12	1	i	1	1	1038.86	9.00	12.00	
BM2_151	0	2	1	33	170	Ghiradelli_milk.bmp	Toberlorone.bmp	9	8	1	x	1	999	999000.00	9.00	8.00	
BM2_151	0	2	1	34	174	Keeblerfudgestripes.bmp	Chocolate_mm.bmp	10	15	1	u	1	0	837.14	10.00	15.00	
BM2_151	0	2	1	35	179	FlamingCheetos.bmp	RitzBitz2.bmp	14	11	1	u	1	0	826.65	14.00	11.00	
BM2_151	0	2	1	36	182	Chocolate_mm.bmp	FlamingCheetos.bmp	15	14	0	i	1	0	863.41	15.00	14.00	
BM2_151	0	2	1	37	185	Jollyrancherred.bmp	Reeses.bmp	48	49	1	u	2	0	788.79	48.00	49.00	
BM2_151	0	2	1	38	188	Goldfish.bmp	KitKat_small.bmp	13	12	1	u	1	0	737.61	13.00	12.00	
BM2_151	0	2	1	39	191	BabyRuth.bmp	MrGoodbar.bmp	45	23	0	i	4	0	964.19	45.00	23.00	
BM2_151	0	2	1	40	195	Keeblerfudgestripes.bmp	KitKat_small.bmp	10	12	1	u	1	0	674.00	10.00	12.00	
BM2_151	0	2	1	41	200	Whatchamacallit.bmp	PopTartsStrawberry.bmp	47	50	1	i	2	1	1117.28	47.00	50.00	
